Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
ARAÇÁS;13;GRACINHA;PT/PT / PEN / PP / PSC / PSD / PTN;3.384;43,93 %
ARACATU;55;SÉRGIO;PSD/PSC / DEM / PSB / PSDB / PEN / PSD;5.295;50,49 %
ARACI;12;SILVA NETO;PDT/PDT / PSC / PSB / PV / PRB / PR / PSDC / PHS / PSL / PMDB / PT;14.143;83,00 %
ARAMARI;15;FIDEL;PMDB/PMDB / DEM / PPS / PRP / PT do B / PC do B / PTB / PTC / PSC;3.810;52,34 %
ARATACA;11;KATIANA DE AGENOR;PP/PP / PT / PTC / PV / PSDB / PC do B / PT do B;2.403;50,72 %
ARATUÍPE;15;SINHO;PMDB/PMDB / PSDB / PDT / SD;3.636;55,72 %
AURELINO LEAL;11;LIU ANDRADE;PP/PRB / PDT / PT / PEN / PSD / PP / PHS / PSDB / PTC;5.004;67,51 %
BAIANÓPOLIS;55;JANDIRA XAVIER;PSD/PSD / PPS / PRB / PRTB / PMDB;5.651;58,27 %
BAIXA GRANDE;15;HERALDO;PMDB/PMDB / DEM / PSDB / PRB / PSC / PV / PR;6.106;51,81 %
BANZAÊ;13;JAILMA;PT/PT / PSD / PSL / PTN / SD / PRTB / PP / PPL / PC do B / PSOL;4.111;54,30 %
BARRA;45;DEONISIO;PSDB/PSDB / PPS / PV / PMDB / DEM / PEN / PSB;13.948;53,41 %
BARRA DA ESTIVA;14;JOÃO DE DIDI;PTB/PTB / PSL / DEM / PDT / PRB / PP / PC do B;9.018;56,20 %
BARRA DO CHOÇA;45;ADIODATO;PSDB/PSDB / DEM / PTB / PSC / PTC / PEN / PMDB / PTN / PSD;10.313;51,29 %
BARRA DO MENDES;15;GALEGO;PMDB/PMDB / PR / PTN / PSL / PT;5.946;68,99 %
BARRA DO ROCHA;40;PROFESSOR LÉO;PSB/PSB / PMDB / PRB / PROS / SD;1.753;52,82 %
BARREIRAS;25;ZITO BARBOSA;DEM/PRB / PDT / PTB / PMDB / PSC / PPS / DEM / PHS / PMB / PT do B / SD / PSD / PEN;36.186;49,67 %
BARRO ALTO;15;ORLANDO;PMDB/PMDB / PROS / PSDB / PV / PSB / PP / PPS / SD;4.409;58,69 %
BARROCAS;15;JAI DE BARROCAS;PMDB/PMDB / DEM / PHS / PV;5.769;52,02 %
BARRO PRETO;15;ANA PAULA;PMDB/PMDB / PSDB / DEM / PC do B / PV;2.490;52,62 %
BELMONTE;19;JANIO NATAL;PTN/PTN / PC do B / PMB / PTC / PSDB / PV / PT do B / PROS / PEN;4.896;40,42 %
BELO CAMPO;55;QUINHO;PSD/PSD / PRB / PSDB;5.897;53,32 %
BIRITINGA;12;CELSO DA SUCAM;PDT/PP / PT / PSOL / PR / PSB / DEM / PDT / PC do B / PSL;5.784;64,99 %
BOA NOVA;25;ADONIAS ROCHA;DEM/PSD / DEM / PHS / PTB / PSDB;4.640;51,48 %
BOA VISTA DO TUPIM;45;DINHO;PSDB/PSDB / PMDB / PSB / PV / PSC / PPS / DEM / PP / PDT;6.138;59,67 %
BOM JESUS DA LAPA;55;EURES RIBEIRO;PSD/PRB / PP / PT / PTB / PSL / PTN / PSC / PR / PPS / DEM / PSDC / PHS / PRP / PEN / PC do B / PROS / PSD;24.589;78,00 %
BOM JESUS DA SERRA;55;GAZZO;PSD/PSD / SD / DEM / PSDB / PTN / PC do B / PRP;3.575;53,84 %
BONINAL;14;AURÉLIO;PTB/PTB / PP / PSL / DEM / PV / PSDB;3.336;44,45 %
BONITO;55;REINAN DE LOURINHO;PSD/PSD / PP / PRB / PSL / PDT / PR / DEM / PRP;4.876;50,71 %
BOQUIRA;40;LUCIANO DA FARMACIA;PSB/PSB / PP / PT / PSL / PTN / PR;7.573;62,91 %
BOTUPORÃ;25;TAVIM;DEM/PMDB / DEM / PTN / PR / PSB / PSDB / PRP;4.015;50,26 %
BREJÕES;18;SANDRO DE JUCA;REDE/REDE;3.823;50,22 %
BREJOLÂNDIA;22;MAZIM;PR/PRB / PP / PDT / PT / PSL / PR / PPS / PSDB;3.595;50,39 %
BROTAS DE MACAÚBAS;13;JUNIOR;PT/PT / PC do B / PSC / PEN;3.820;52,78 %
BRUMADO;40;EDUARDO VASCONCELOS;PSB/PR / PSB / PDT / PSDB / PPS / PC do B / PEN;22.370;69,17 %
BUERAREMA;45;VINÍCIUS DE ORLANDO FILHO;PSDB/PTN / PSDC / PRTB / PMB / PTC / PV / PSDB / PEN / PSD / PTB;5.355;58,60 %
BURITIRAMA;11;DEDÊ;PP/PP;5.613;51,39 %
CAATIBA;22;TANIA RIBEIRO;PR/PSD / PT do B / PC do B / PR / PTC;3.115;52,42 %
CABACEIRAS DO PARAGUAÇU;14;ABEL;PTB/PTB / DEM / PMDB / PP / PR / PEN / PRB;4.566;50,04 %
CACHOEIRA;45;TATO;PSDB/DEM / PROS / PSDB / PT do B / PTB / PSL / PSDC / PRP;11.920;62,60 %
CACULÉ;25;BETO MARADONA;DEM/DEM / PTC / PSDB / PMDB / PR / PHS / PSC;6.475;50,44 %
CAEM;15;GILBERTO MATOS;PMDB/PMDB / SD / DEM / PTN / PP / PEN;3.276;51,37 %
CAETANOS;65;PAULO DE REIS;PC do B/PC do B / PP / PDT / PRB;4.905;64,74 %
CAETITÉ;40;ALDO GONDIM;PSB/PSB / PT / PDT / PTB / PSL / PR / PSD / PC do B / PRB;14.270;45,53 %
CAFARNAUM;22;SUELI;PR/PR / PT / PRB / PC do B;5.268;50,12 %
CAIRU;55;FERNANDO BRITO;PSD/PSD / PR / PDT / PC do B / PT do B / PPL;5.740;51,44 %
CALDEIRÃO GRANDE;12;CANDINHO;PDT/PDT / PMDB / SD / PSDB / PSC / PV / PSB / PROS / PR;3.675;50,83 %
CAMACÃ;55;OZIEL DA AMBULÂNCIA;PSD/PSD / PSDC / PTN / PR / PDT / PROS / PMDB / PTC / PSB;5.447;42,02 %
CAMAÇARI;25;ELINALDO;DEM/PDT / PTB / PMDB / PSC / DEM / PRTB / PMB / PV / PSDB / PPS;73.994;60,84 %
CAMAMU;40;LUIZINHO;PSB/PRB / PP / PMDB / PSL / PR / PEN / PSB / SD / PROS / PSC;6.551;79,98 %
CAMPO ALEGRE DE LOURDES;65;DR. ENILSON;PC do B/PC do B / PT / PSB / PPS / PROS / PRB;10.076;62,76 %
CAMPO FORMOSO;55;ROSE MENEZES;PSD/PSD / PSL / PC do B / PR / PTN / PROS / PT / PSB;21.269;52,23 %
CANÁPOLIS;22;MYRIAM;PR/PR / PSL / PTN / PSB / PROS;4.345;62,46 %
CANARANA;22;ZENI;PR/PR / PMDB / SD / PRP;6.717;48,87 %
CANAVIEIRAS;23;DR. ALMEIDA;PPS/PPS / DEM / PEN / PRB / PROS;6.083;36,87 %
CANDEAL;25;EVERTON CERQUEIRA;DEM/DEM / PMDB / PTN / PC do B / PTB;3.465;57,10 %
CANDIBA;55;JARBAS;PSD/PRB / PR / PRP / PSD / PC do B / PROS;5.440;61,98 %
CÂNDIDO SALES;44;LÔRA PONTES;PRP/PP / PRB / PDT / REDE / PSC / PR / DEM / PPS / PRP / PSD;7.580;54,52 %
CANSANÇÃO;22;PAULINHO;PR/PSD / PSC / PMDB / PPS / PSDB / PEN / PROS / PR;10.320;51,40 %
CANUDOS;55;GEO;PSD/PSD / PSL / PMDB / PDT / PT / PSB / PC do B;4.884;50,06 %
CAPELA DO ALTO ALEGRE;65;DR. NEI;PC do B/PC do B / PSL / PRB / PP / PT / PMDB / PMB;4.026;55,17 %
CAPIM GROSSO;55;DRA. LYDIA;PSD/PRB / PDT / PR / PHS / PSB / PSD / PROS / PC do B / PT;9.081;54,16 %
CARAÍBAS;55;JONES;PSD/PP / PR / PMB / PSB / PSD / PTC;3.467;52,94 %
CARAVELAS;15;SÍLVIO;PMDB/PRB / PMDB / PSC / PSDC / PHS / PTC / PV / PSDB / PSD / PC do B / PT do B;6.906;63,95 %
CARDEAL DA SILVA;19;MARIANE;PTN/PTN / PSD / PSDB / PROS / PTC / PHS;3.219;59,56 %
CARINHANHA;12;PIAU;PDT/PDT / PP / DEM / PPS / PHS / PR / PTN / PEN / PSDB;8.526;51,99 %
CASA NOVA;40;WILKER DO POSTO;PSB/PT / PTB / PSB;22.121;53,90 %
CASTRO ALVES;45;THIANCLE;PSDB/PRB / PTB / PMDB / PSL / DEM / PTC / PSB / PSDB / PEN / PSD / PC do B;10.135;58,06 %
CATOLÂNDIA;13;PIMENTEL;PT/PT / PC do B / PSD / PP;1.641;51,86 %
CATU;13;GERA;PT/PT / PSB / PC do B / PSD / PRB / PRTB / PSL / PHS / PPL / PTN / PROS;16.471;55,26 %
CATURAMA;55;DR PAULO;PSD/PSD / PTC / PC do B / DEM;3.424;52,24 %
CENTRAL;55;MONTEIRO;PSD/PSD / PT / PHS / PRB / PTC;5.752;55,90 %
CHORROCHÓ;11;HUMBERTO;PP/PP / PC do B / PR / PRTB / DEM / PDT / PT / PSL;3.960;53,57 %
CÍCERO DANTAS;11;DR RICARDO;PP/PP / PT / PTB / PSB / PSDC / PSL / PSD / PSC / PPS;10.388;54,31 %
CIPÓ;13;DR. ABEL ARAÚJO;PT/PT / PMB / PR / PP;5.030;49,24 %
COARACI;25;JADSON ALBANO;DEM/PRB / PDT / PR / DEM / PPS / PSDC / PV / PSDB / SD;6.859;55,48 %
COCOS;22;DR MARCELO;PR/PR / PSL / PTC / PHS / PSB / PSDB / PSC / PSD / SD / PT / PRP;6.167;50,13 %
CONCEIÇÃO DA FEIRA;55;POMPÍLIO;PSD/PSD / DEM / PTN / PTC / PV / SD / PC do B / PDT / PSB;6.509;50,78 %
CONCEIÇÃO DO ALMEIDA;55;ITO DE BÊGA;PSD/PSD / PSL / PTC / PTN / PDT / PRB / PP / PR / PSB / PSDB / PHS;7.882;68,59 %
CONCEIÇÃO DO COITÉ;13;ASSIS;PT/PT / PP / PTB / PSB / PSD / PC do B / PT do B;22.198;53,06 %
CONCEIÇÃO DO JACUÍPE;10;NORMÉLIA CORREIA;PRB/PRB / PROS / PPL / PSDB / PC do B / PSC / PR / PMB;10.078;87,12 %
CONDE;15;DUDU VIEIRA;PMDB/PMDB / PDT / PSL / PSDB / PT do B / SD;8.466;66,78 %
CONDEÚBA;15;SILVAN BALEEIRO;PMDB/PMDB / PR / DEM / PSDB / PSD / PROS;5.746;52,02 %
CONTENDAS DO SINCORÁ;22;DIDI;PR/PP / PSB / PR / PSD / SD;1.792;54,73 %
CORAÇÃO DE MARIA;13;PAIM DA FARMACIA;PT/PPS / PRTB / PTC / PSC / PP / PT / PMB / PC do B / PROS / PTB;8.245;54,20 %
CORDEIROS;55;DELCI;PSD/PP / PT / PSB / PC do B / PSD;2.905;55,79 %
CORIBE;22;MANUEL ROCHA;PR/PR / PDT / PHS / PMDB / PP / PPS / PRB / PRTB / PSB / PSD / PSDB / PT;6.521;71,87 %
CORONEL JOÃO SÁ;15;CARLINHOS SOBRAL;PMDB/PRB / PMDB / DEM / PC do B / PSDB / PR;5.623;50,26 %
CORRENTINA;45;EZEQUIEL BARBOSA;PSDB/PSDB / PMDB / DEM / PR / PSC / PTN;9.217;100,00 %
COTEGIPE;11;MÁRCIA SÁ TELES;PP/PP / PSL / PPS / PV / PROS;4.893;52,46 %
CRAVOLÂNDIA;55;IVETE;PSD/PSD / PHS / PRB / PDT / SD / PSC / PSL / PRP;2.215;67,20 %
CRISÓPOLIS;20;EDINAL COSTA;PSC/PHS / PSC / PRB / PP / PSD;5.921;94,75 %
CRISTÓPOLIS;55;GILSON DA FARMÁCIA;PSD/PSD / PHS / PSDB / PPS / PSC / PRB / PT / DEM;5.183;52,24 %
CRUZ DAS ALMAS;13;ORLANDINHO;PT/PT / PP / PROS / PSL / PHS / PSD / PTN / PTB / PC do B;17.145;49,03 %
CURAÇÁ;20;PEDRO OLIVEIRA;PSC/PRB / PSC / PR / PRTB / PMB / PEN / PROS / PSL / PC do B / PPS / PSD;8.345;61,57 %
DÁRIO MEIRA;45;WILLIAM DE ALEMAO;PSDB/PSDB / PC do B / PSB / PT / PMB / PPL / DEM / PMDB;2.960;50,90 %
DIAS D'ÁVILA;13;JUSSARA;PT/PT / PSD / SD / PSC / PTB / PRTB / PRP / PROS / PPS / PTN / PC do B;15.791;45,46 %
DOM BASÍLIO;22;ROBERVAL GALEGO;PR/PR / PDT / PTB / PP / PPS / PTC / PEN / PSD / PC do B / PROS;5.045;60,03 %
DOM MACEDO COSTA;13;GUITO DA SAÚDE;PT/PT / PR / SD / DEM / PC do B;1.884;56,85 %
ELÍSIO MEDRADO;55;ROBSON;PSD/REDE / PC do B / PDT / SD / PROS / PT / PSD / PRP;3.331;54,66 %
ENCRUZILHADA;15;DR. LEI;PMDB/PMDB / PHS / PSDB / PDT / PT do B / PSD;4.817;43,52 %
ENTRE RIOS;12;ELIZIO SIMÕES;PDT/PDT / PSL / PT / PSDC;9.408;42,90 %
ÉRICO CARDOSO;55;DR. ERICO;PSD/PSD / DEM / PDT / PT / PSC / PTN;3.743;56,69 %
ESPLANADA;10;FRANCO DE ALDEMIR;PRB/PRB / PP / PPS / DEM / PV / PSD / SD;9.485;50,85 %
EUCLIDES DA CUNHA;12;DR. LUCIANO;PDT/PDT / PSB / DEM / PSDB / PMDB / PR / PTB / PRB / PPS / PV / PRTB;16.735;51,90 %
EUNÁPOLIS;55;ROBERIO OLIVEIRA;PSD/PSD / PP / PTN / PT / PRB / PSL / PSC / PR / PHS / PMN / PC do B / PTC / PTB / PPS;24.453;46,13 %
FÁTIMA;11;SORRIA;PP/PP / PR / PSDB / PDT / PPS / PC do B;5.854;51,11 %
FEIRA DA MATA;23;CIDIM;PPS/PPS / DEM / PDT / PMDB / PTC;2.160;50,36 %
FEIRA DE SANTANA;25;JOSÉ RONALDO;DEM/DEM / PMDB / PPL / PTC / PPS / PSDB / PSDC / PV / PMB / SD / PTB / PRP / PSC / PEN / PSL / PHS / PRB / PT do B;212.408;71,12 %
FILADÉLFIA;25;LOURO MAIA;DEM/PMDB / PR / PTB / PRB / PRP / PMN / DEM;4.695;43,78 %
FIRMINO ALVES;40;LERO CUNHA;PSB/PTN / PTC / PSB;1.974;51,73 %
FLORESTA AZUL;40;GICELIA DE GARRAFÃO;PSB/PSB / PP / PT / PDT / PRP / PSDB;2.599;47,30 %
FORMOSA DO RIO PRETO;10;DR. TERMOSIRES;PRB/PRB / PV / PP / PPS / PDT / PEN / DEM / PSDB / PSB / PR / PMB / PSC;8.897;59,14 %
GANDU;11;LEO DE NECO;PP/PP / PPS / PTB / PROS / PSDC / PDT / PSC / PCB / PPL / PSDB / PHS / DEM;8.147;50,21 %
GAVIÃO;55;RAULZINHO;PSD/PSD / PMDB / PT / PP / PR / PTC / PC do B / PRB / SD;2.325;63,65 %
GENTIO DO OURO;12;ROBERIO;PDT/PDT / PSB / PC do B;3.944;51,72 %
GLÓRIA;11;DAVID CAVALCANTI;PP/PP / PSL / PSD;5.328;53,29 %
GONGOGI;22;KAÇULO;PR/PR / PSD / PC do B / DEM;2.224;59,05 %
GOVERNADOR MANGABEIRA;11;MARCELO;PP/PP / PDT / PTB / PMDB / PSL / PSC / DEM / PSDC / PRTB / PMB / PTC / PV / PRP / PC do B / PT do B / SD / PROS;7.238;60,95 %
GUAJERU;12;GIL ROCHA;PDT/PDT / PMDB / PRB / PR / SD;2.894;55,74 %
GUANAMBI;40;JAIRO MAGALHAES;PSB/PT / PR / PSB / PSD / PC do B / PROS / PSL;23.989;50,85 %
GUARATINGA;55;DRª CHRISTINE;PSD/PP / PT / PMDB / PSB / PSD / PRTB / PC do B / PT do B / PROS;7.737;66,33 %
HELIÓPOLIS;17;ILDINHO;PSL/PTN / PDT / PROS / PTC / PSC / PSDB / REDE / PSD / PSL / PR / PMDB;4.802;50,91 %
IAÇU;23;ADELSON OLIVEIRA;PPS/PPS / SD / PRB / PC do B;6.351;43,13 %
IBIASSUCÊ;45;ADAUTO PRATES;PSDB/PSDB / PMDB / DEM / PPS / PP;4.186;59,60 %
IBICARAÍ;45;LULA BRANDÃO;PSDB/PSDB / PSC / PEN / PTN / PMB / PTB;5.465;40,81 %
IBICOARA;14;HAROLDO;PTB/PTB;4.083;36,46 %
IBICUÍ;55;MARCOS;PSD/PSD / PSDB / PC do B;4.936;60,71 %
IBIPEBA;17;DEMÓSTENES;PSL/PSL / PTB / PMDB / PSDB / PRP;6.031;53,89 %
IBIPITANGA;12;EDYPAN;PDT/PDT / PT / PSD;5.808;57,44 %
IBIQUERA;15;DR IVAN;PMDB/PMDB / PSDB / PSDC / PTN / SD;1.633;58,40 %
IBIRAPITANGA;55;DR RAVAN;PSD/PSD / PC do B / PT / PMDB / PSL / PSB / PTC;5.635;51,75 %
IBIRAPUÃ;11;CALIXTO;PP/PP / PMDB / PROS / PDT;3.169;56,04 %
IBIRATAIA;55;ANA CLEIA;PSD/PSD / PMDB / DEM / PEN / PSC / PSDB / PC do B / PRP;5.739;51,90 %
IBITIARA;13;BETO;PT/PT / PSB;4.642;51,26 %
IBITITÁ;55;CAFU;PSD/PSD / PP / PSL / PR / PC do B / PTB / PSDB / SD;6.392;54,09 %
IBOTIRAMA;13;TERENCE LESSA;PT/PT / PSD / PSL / PR / PSC / PTN / PTB / PMDB / PDT / PROS / PRP / PEN / PC do B;7.373;51,16 %
ICHU;31;CARLOS SANTIAGO;PHS/DEM / PHS / PTC / PSDB / PEN / PC do B;2.495;54,39 %
IGAPORÃ;19;SULY;PTN/PRB / PP / PT / PMDB / PTN / PC do B;4.902;51,84 %
IGRAPIÚNA;40;LÉO;PSB/PSB / PDT / PC do B / PEN / PT / PP / PRP / PSD / PTN;4.945;69,48 %
IGUAÍ;55;RONY MOITINHO;PSD/PT / PR / PPS / PSD / PMDB / PC do B;7.226;53,58 %
ILHÉUS;55;DR. MARIO ALEXANDRE - MARÃO;PSD/PSD / PSL / PTB / REDE / PT do B;36.019;41,83 %
INHAMBUPE;23;NENA;PPS/PPS / PRTB / PRP / PRB / PSB / PSL / PROS / PR / PSDB / PV / REDE / SD;10.638;55,67 %
IPECAETÁ;15;SUEDER SILVA;PMDB/PRB / PMDB / PTN / PSC / DEM / PRP;5.724;52,03 %
IPIAÚ;11;MARIA;PP/PP / PSD / PT / PV / PSB / PSL / PSC / PEN;12.790;57,79 %
IPIRÁ;25;MARCELO BRANDÃO;DEM/PRB / PMDB / PTN / DEM / PSDB;17.955;52,41 %
IPUPIARA;11;ASCIR  LEITE;PP/PP / DEM / PR;3.676;56,17 %
IRAJUBA;55;JERINHO;PSD/PT / PSC / PSDB / PP / PSD / PC do B;2.054;48,64 %
IRAMAIA;65;PROFESSORA BETE;PC do B/PC do B / PSB;340;100,00 %
IRAQUARA;40;FREITAS;PSB/PT / PMDB / PTB / PSB / PR;4.572;100,00 %
IRARÁ;25;JUSCELINO;DEM/DEM / PSB / SD / PMDB / PR / PPS / PSDC / PV;9.037;51,57 %
IRECÊ;40;ELMO VAZ;PSB/PSB / PV / PT / PPS / PC do B / PTB / REDE;17.334;51,13 %
ITABELA;10;LUCIANO FRANCISQUETO;PRB/PRB / PRTB / PV / PROS / PTB / PSDC / PP / PMB / PC do B / PT do B / PTC / REDE;5.496;37,02 %
ITABERABA;40;RICARDO MASCARENHAS;PSB/PSB / PSD / PP / PT do B / PRB / PTB / PHS;16.445;55,44 %
ITABUNA;12;DR MANGABEIRA;PDT/PDT;18.813;26,41 %
ITACARÉ;13;ANTONIO DE ANIZIO;PT/PT / PP / PTN / PR / PEN / PPL;4.437;38,87 %
ITAETÉ;13;VALDES BRITO;PT/PP / PT / PTB / PSL;3.689;48,40 %
ITAGI;23;DR. OLIVAL;PPS/PRB / PP / PDT / PPS / PHS / PSC / PV;4.192;55,33 %
ITAGIBÁ;25;GILSON FONSECA;DEM/DEM / PTC / PDT / PSL / PP;4.314;51,41 %
ITAGIMIRIM;15;DEVANIR;PMDB/PRB / PDT / PMDB / PTN / PR / DEM / PTC / PSB / PSDB;3.037;61,38 %
ITAGUAÇU DA BAHIA;55;IVAN;PSD/PSD / PSL / PRB / PMDB / DEM / PTB;4.743;57,91 %
ITAJU DO COLÔNIA;45;DJALMA;PSDB/PSDB / PR / DEM / PMDB / PSL / PTC / PC do B / PROS;2.388;56,82 %
ITAJUÍPE;55;MARCONE AMARAL;PSD/PP / PT / PTN / PR / PSD / PC do B / PTC / PRP;6.787;52,51 %
ITAMARAJU;45;DR. MARCELO;PSDB/PSDB / PPS / SD / DEM / PSDC / PROS / PEN / PRTB / PHS;14.848;46,42 %
ITAMARI;17;PALOMA;PSL/PRB / PSL / PSC / PT do B / PRP;2.744;52,73 %
ITAMBÉ;15;EDUARDO GAMA;PMDB/PRB / PP / PT / PMDB / PTN / DEM / PSB / PC do B / PT do B / SD / PROS / PTC;7.030;52,33 %
ITANAGRA;17;DANIA;PSL/PSL / PSC / PR / PTN / PV;1.847;46,30 %
ITANHÉM;15;ZULMA PINHEIRO;PMDB/PMDB / PSDB / PTB / PRB / PSL / PSC / PC do B;6.174;52,45 %
ITAPARICA;12;PROF. MARLYLDA;PDT/PDT / PR / PRB / PT / PT do B / PSL / PHS / PSC / PC do B / PRTB / PTC / PTN / PPS;8.808;66,54 %
ITAPÉ;11;NAELITON;PP/PP / PSC / PT / PSD / PC do B / PSB / PTC / PRB;3.622;52,11 %
ITAPEBI;11;PEBA;PP/PP / PEN / PSL / PSB / PRTB / PR / PPS;3.643;57,04 %
ITAPETINGA;15;RODRIGO HAGGE;PMDB/PMDB / DEM / PPS / PHS / PMB / PSB / PTB;19.827;55,96 %
ITAPICURU;55;MAGNO;PSD/PSD / PSL / PTB / PR / PDT / SD / PT / PMDB / PMB;8.157;51,83 %
ITAPITANGA;40;DERNIVAL;PSB/PP / PT / PSD / PSB;2.402;50,59 %
ITAQUARA;40;MARCO DE DR. GEO;PSB/PSB / PSL / PSD / PP;2.572;50,36 %
ITARANTIM;25;PAULO CONSTRUÇÃO;DEM/DEM / PMDB / PMB;5.502;51,30 %
ITATIM;55;TINGÃO;PSD/PSD / PT do B / PPS / PRB / PSB / PR / PTB;6.264;72,54 %
ITIRUÇU;10;LORENNA DI GREGORIO;PRB/PRB / PSD / DEM / PPS / PMDB / PC do B / PT / PR;4.262;63,00 %
ITIÚBA;65;CECILIA;PC do B/PC do B / PP / PTB / PSL / PTN / PR / PTC / PV / PSDB / SD / PROS;10.800;54,68 %
ITORORÓ;45;DOUTOR ADAUTO;PSDB/PSDB / PV;7.423;60,93 %
ITUAÇU;14;ADALBERTO LUZ;PTB/PTB / PMDB / PP / PSL / DEM / PDT / PT;6.058;100,00 %
ITUBERÁ;15;IRAMAR;PMDB/PMDB / PRP / PROS / PSL / PT do B / PT;6.203;43,86 %
IUIU;55;REINALDO GÓES;PSD/PRB / PDT / DEM / PSDC / PSD / PC do B;4.112;60,52 %
JABORANDI;45;ASSUERO;PSDB/PSDB / PP / PSB;4.153;60,28 %
JACARACI;55;ANTONIO CARLOS;PSD/PSD / PMDB / PEN;5.430;60,54 %
JACOBINA;25;LUCIANO DA LOCAR;DEM/DEM / PPS;15.716;37,63 %
JAGUAQUARA;11;JULIANO;PP/PP / PMDB / PTN / PC do B / PRP / PR / PSDB / PTC / PSC / PROS / PRB / PEN / PSL / SD / PHS;14.282;56,19 %
JAGUARARI;45;EVERTON ROCHA;PSDB/PSDB / DEM / PDT / PSL / SD / PTC;9.266;52,48 %
JAGUARIPE;55;HUNALDO;PSD/PR / PSD / PSB / PP / PMDB;7.107;71,12 %
JANDAÍRA;15;ADILSON LEITE;PMDB/PMDB / PTB / DEM / PTN / PSD / PTC / PROS;3.342;52,80 %
JEQUIÉ;40;SÉRGIO DA GAMELEIRA;PSB/PPS / PTB / PHS / PRB / PSD / PROS / SD / PEN / PSB;33.594;44,50 %
JEREMOABO;11;DERI DO PALOMA;PP/PP / PPS / DEM / PC do B / SD / PTN;9.728;97,69 %
JIQUIRIÇÁ;44;CASCALHO;PRP/PRP / PDT / PT / SD / PC do B / PT do B;4.150;50,83 %
JITAÚNA;12;PATRICK LOPES;PDT/PDT / PTB / PSL / PMDB / PRP / PRB / DEM / PSD / PSB;6.183;67,22 %
JOÃO DOURADO;13;DR. CELSO;PT/PT / PC do B / PDT / PP / PPS / PSB;7.231;52,33 %
JUAZEIRO;65;PAULO BOMFIM;PC do B/PRB / PP / PDT / PT / PTB / PSL / PSC / PR / PSD / PC do B / PROS;46.183;40,29 %
JUSSARA;55;HAILTON DIAS;PSD/PSD / PDT / PT / PSC / PR / PSL / DEM / PTC / PPL;5.076;50,80 %
JUSSARI;55;ANTONIO VALETE;PSD/PP / PSB / PSD / DEM / PPS;1.741;47,61 %
JUSSIAPE;15;DR ÉDER;PMDB/PMDB / PDT / PTN / PSD / PRB;4.068;78,11 %
LAFAIETE COUTINHO;11;JOAO VEI;PP/PP / PSL / PDT / PT / PRB / PSD / PSDB / PC do B;2.322;74,83 %
LAGOA REAL;15;PEDRO CARDOSO;PMDB/PMDB / PSC;4.606;53,23 %
LAJE;40;BINHO DE MOTA;PSB/PP / PR / PMDB / PSB / PSDB / PSD / PT do B / SD;6.659;46,56 %
