Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
DUAS ESTRADAS;22;JOYCE;PR/PR / PSDB / PDT / PMDB / PSC;1.635;55,05 %
EMAS;15;SEGUNDO MADRUGA;PMDB/PRB / PMDB / PEN / DEM / PSD;1.462;54,61 %
ESPERANÇA;40;NOBINHO;PSB/PT do B / PSL / PROS / PC do B / PTB / PSB / PT / PPS / PMB;10.742;54,41 %
FAGUNDES;15;MAGNA DANTAS;PMDB/PMDB / PP / PT do B / SD / PSD;4.018;53,90 %
FREI MARTINHO;40;AIDO;PSB/DEM / PDT / PSB / PSD;1.319;54,04 %
GADO BRAVO;45;DR. PAULO;PSDB/PSDB / PSD / PSL / PR;3.108;55,02 %
GUARABIRA;45;ZENÓBIO TOSCANO;PSDB/PC do B / PSDB / PSDC / PPS / PSD / PMB / PTN / PP;15.609;47,23 %
GURINHÉM;15;CLÁUDIO MADRUGA;PMDB/PMDB / PSDB / PT do B;4.536;50,10 %
GURJÃO;20;RONALDO;PSC/PDT / PMDB / PSC / PSB / PT do B / DEM / PSDB / PRB / PR / PSD;1.800;70,92 %
IBIARA;40;NENIVALDO BARROS;PSB/PSB / DEM / PRB / PSDC;2.649;57,12 %
IGARACY;14;LIDIO CARNEIRO;PTB/PTB / PSDB / PT / PSD / PRP / PTC;2.291;52,84 %
IMACULADA;55;DADA LUSTOSA;PSD/PSD / PTB / DEM / PV;3.762;53,64 %
INGÁ;55;MANOEL DA LENHA;PSD/PRB / PP / PRP / PR / PSD / PSB / PSDC / DEM / PHS / REDE / PSC / PT do B;6.174;54,95 %
ITABAIANA;40;DR. LÚCIO;PSB/PSB / PDT / PMN / PRB / SD / PTB / PT / PROS / PRP / PP;9.485;62,31 %
ITAPORANGA;15;DIVALDO DANTAS;PMDB/PMDB / PTN / PSB / PP / PEN / PHS / PTB / PT;7.421;55,60 %
ITAPOROROCA;25;ELISSANDRA;DEM/DEM / PDT / PTB / PV;5.505;56,01 %
ITATUBA;40;ARON;PSB/PRB / PSL / PPS / DEM / PSB / PSD;5.245;77,29 %
JACARAÚ;15;ELIAS COSTA;PMDB/PMDB / PT / DEM / PRP / PSC / PSD / PROS;5.479;53,92 %
JERICÓ;11;CLAUDIO;PP/PP / PDT / PTB / PMDB / PHS / PSDB / PROS;2.829;50,80 %
JOÃO PESSOA;55;LUCIANO CARTAXO;PSD/PSD / PMDB / PTN / PRB / PMN / PSDB / PP / PC do B / PHS / PSC / SD / PSDC;222.689;59,67 %
JOCA CLAUDINO;14;DRA. JORDHANNA;PTB/PTB / DEM / PP / PT / PRTB / PROS / PT do B / PSD;1.310;53,87 %
JUAREZ TÁVORA;55;ANA DE NAL;PSD/PSD / PRB / PTB / DEM / PSC / PMDB / PSDC / PP / PTN / PC do B;2.914;50,18 %
JUAZEIRINHO;70;BEVILACQUA;PT do B/PT do B / PSB / PSD / DEM / PROS / REDE / PPS / PPL / PTB;5.911;58,85 %
JUNCO DO SERIDÓ;40;KLEBER;PSB/PRB / PT do B / PSB / PSD / PR / PPS / PSDB;2.969;70,77 %
JURIPIRANGA;40;DR  PAULO;PSB/PSB / PMDB / PV / PSL / DEM;4.295;54,18 %
JURU;40;LUIZ GALVÃO;PSB/PSB / PRB / PT / PDT / PMDB;3.635;59,13 %
LAGOA;40;TOINHO ALIPIO;PSB/PSB / PMDB;1.646;42,50 %
LAGOA DE DENTRO;55;FABIANO PEDRO;PSD/PSD / PSDB / PTB / PPS / PRB;3.109;60,53 %
LAGOA SECA;45;FABIO RAMALHO;PSDB/PSDB / PSD / PP / PSL / PPS / DEM / PR / PSDC / PMB / PT do B;10.389;67,57 %
LASTRO;45;DR. ATHAIDE;PSDB/PT / PSDB / PDT / PRTB / PP / DEM / PPS;1.653;50,14 %
LIVRAMENTO;22;CARMELITA VENTURA;PR/PR / PT do B / PSB / PSL / PPS / PRB / PSDC / PV;2.617;56,32 %
LOGRADOURO;40;CÉLIA;PSB/PSB;1.611;57,37 %
LUCENA;40;MARCELO MONTEIRO;PSB/PSL / PP / PHS / PT do B / PSB / PRTB / PTB;3.765;40,30 %
MÃE D'ÁGUA;15;CIRINO;PMDB/PMDB / PP / PPS / DEM / PSD;2.374;74,28 %
MALTA;15;NAEL ROSA;PMDB/PMDB / PTB / DEM / PSDB / PT do B;2.737;65,90 %
MAMANGUAPE;40;EUNICE;PSB/PRTB / PSB / PRB / PDT / PT / PMB / PV / DEM / PEN / PT do B / PMN / PHS / PTN / PRP / PSL / PC do B;12.859;52,70 %
MANAÍRA;33;NEL;PMN/PT / PSC / PRB / PTB / PPS / PRP / PROS / PMN;3.573;53,71 %
MARCAÇÃO;12;LILI;PDT/PDT / PRB / PMDB / PC do B / PT do B / PTC / PR / DEM / PPS / PSD;2.679;51,20 %
MARI;55;ANTONIO GOMES;PSD/PSD / PSDB / PR / DEM / PTB / PT do B / PSL;6.298;49,44 %
MARIZÓPOLIS;45;ZE DE PEDRINHO;PSDB/PSDB / REDE / PMDB / PC do B / PSC / PHS / PSD / DEM / PPS;2.584;54,97 %
MASSARANDUBA;45;PAULO OLIVEIRA;PSDB/PSDB / PSD / SD;4.250;49,63 %
MATARACA;14;EGBERTO;PTB/PTB / PSB / PDT / PMB / PRTB;2.508;39,07 %
MATINHAS;55;FATIMA SILVA;PSD/PP / PSD;1.856;53,75 %
MATO GROSSO;15;DOCA;PMDB/PMDB / PSB / PR / SD / DEM / PTN / PEN;1.832;69,95 %
MATURÉIA;12;ZÉ PEREIRA;PDT/PDT / PTB / PSDB;2.216;51,36 %
MOGEIRO;22;ALBERTO FERREIRA;PR/PMN / PR / PSDB / PMDB / PP / PRB / PSL / PTC / PT do B;4.434;51,36 %
MONTADAS;55;JONAS;PSD/PSDB / PSD / PT do B;1.967;52,82 %
MONTE HOREBE;15;MARCOS ERON;PMDB/PMDB / PPS / DEM / PSD / PHS / PSDB;1.755;56,94 %
MONTEIRO;45;LORENA DE DR. CHICO;PSDB/PMN / DEM / PHS / PSD / PRP / PSDB / PR;11.399;57,32 %
MULUNGU;14;MELQUIADES NASCIMENTO;PTB/PTB / PMDB / PSD;4.291;55,66 %
NATUBA;15;JANETE SANTOS;PMDB/PSC / PMDB / PSDB;2.784;57,13 %
NAZAREZINHO;22;SALVAN MENDES;PR/PMDB / PR / PDT / PSDB / PSD;2.612;50,07 %
NOVA FLORESTA;40;JARSON DO PASTOR;PSB/PSB / PDT / PT / PSD;3.621;56,24 %
NOVA OLINDA;45;DIOGO;PSDB/PSDB / PSD / PP / PSC / PTB;2.106;52,34 %
NOVA PALMEIRA;14;AILTON;PTB/PDT / PMDB / PSB / PRB / PTN / PTB;1.636;55,21 %
OLHO D'ÁGUA;15;GENOILTON;PMDB/PMDB / PSDB;3.022;54,83 %
OLIVEDOS;55;DEUSINHO;PSD/PSD / PT / PSDB / PPS;1.648;52,27 %
OURO VELHO;55;NATALIA DE DR. JUNIOR;PSD/PSDB / PSD / PMN / DEM;1.615;65,78 %
PARARI;40;JOSA;PSB/PSB / PR / PTB;1.046;59,26 %
PASSAGEM;15;MAGNO DE BÁ;PMDB/PMDB / DEM / PT;1.196;57,39 %
PATOS;45;DINALDINHO;PSDB/PSDB / PRB / SD / PSC / PHS / PTC / PSL / PPS / DEM / PMN / PTN;26.840;51,94 %
PAULISTA;22;VALMAR;PR/PR / PTB / DEM;4.697;56,20 %
PEDRA BRANCA;22;ALLAN BASTOS;PR/PR / PT / PMDB / DEM / PHS / PSB / PEN / PROS;1.959;60,99 %
PEDRA LAVRADA;55;JARBAS MELO;PSD/PP / PTB / PSDB / PSD / PT;2.267;45,37 %
PEDRAS DE FOGO;40;DEDÉ ROMAO;PSB/PSB / PDT / PTB / PSL / DEM / PEN / PC do B / PROS / PMB / PV;9.705;54,89 %
PEDRO RÉGIS;45;BAIA;PSDB/PSD / PP / PTB / PSL / PR / PSDB / PT do B / DEM / PPS;2.041;52,58 %
PIANCÓ;55;DANIEL GALDINO;PSD/PSD / PTC / PMDB / PV / PTB / PMB / PSDC / PTN / PROS / SD / PPL / PPS / PHS / PRB / PRP;5.197;51,92 %
PICUÍ;13;OLIVANIO;PT/PROS / PC do B / PMDB / PSC / PPS / PP / PT / PSDB / PR;6.455;54,79 %
PILAR;40;BENÍCIO NETO;PSB/PSB / DEM / PDT / PPS / PSDB;4.050;52,89 %
PILÕES;40;IREMAR FLOR;PSB/PSB / PSL / PTB / PT / PP / PMDB / PPS / PSD / PT do B;3.023;57,90 %
PILÕEZINHOS;45;MÔNICA DE SANDRO;PSDB/PSDB / PHS / PDT / PT do B;1.481;35,46 %
PIRPIRITUBA;45;DIDIU;PSDB/PRB / PSDB / PTB / PT do B / PSD;3.277;53,59 %
PITIMBU;55;LEONARDO;PSD/PSD / PR;6.015;64,49 %
POCINHOS;14;CLAUDIO CHAVES;PTB/PP / PTB / PPS / PMB / PSDB / PPL / SD;5.537;50,33 %
POÇO DANTAS;14;DEDÉ DE ZÉ CÂNDIDO;PTB/PTB / PT / PSDB / PP;1.830;59,98 %
POÇO DE JOSÉ DE MOURA;25;AURILEIDE;DEM/DEM / PSB / PTB / PR / PSDB / PSD / PEN / PSL / PSC;1.967;59,66 %
POMBAL;15;DR. VERISSINHO;PMDB/PMDB / PTB / PSDB / PSC / PSD / PHS / PRB / PMB / PTN / PSDC / PT do B / PRTB;10.677;51,06 %
PRATA;15;JUNIOR DE NÔTA;PMDB/PDT / PT / PMDB / PPS / DEM / PRTB / PSB / PSL / PV;1.647;50,38 %
PRINCESA ISABEL;40;RICARDO PEREIRA;PSB/PSB / PDT / PT do B / PT / PC do B / PRP / PRB;6.270;52,21 %
PUXINANÃ;10;FELIPE COUTINHO;PRB/PRB / PTN / PSD / PC do B;2.790;30,54 %
QUEIMADAS;40;CARLINHOS DE TIÃO;PSB/PRB / PDT / PTB / PSL / PSC / PPS / PSB / PRP / PC do B;13.371;50,34 %
QUIXABA;15;CLÁUDIA;PMDB/PMDB / PSB;1.093;61,61 %
REMÍGIO;40;CHIÓ;PSB/PDT / PT / PR / PPS / PSB / PV / PC do B / PT do B / PMN / SD / PTC / PRB;6.331;58,36 %
RIACHÃO;14;FABIO MOURA;PTB/PTB / PSD / DEM / SD / PSL / PSDB;1.556;54,89 %
RIACHÃO DO BACAMARTE;45;GORDO AMARAL;PSDB/PR / DEM / PMDB / PTB / PSC / PSDC / PSDB;1.955;54,38 %
RIACHÃO DO POÇO;25;CILINHA;DEM/DEM / PSL;1.745;48,78 %
RIACHO DE SANTO ANTÔNIO;14;OFILA;PTB/PTB / PSDB / PDT / PMDB / PSC / PPS / PSD;999;51,31 %
RIACHO DOS CAVALOS;11;HUGO;PP/PP / PMN / PROS / PSC / DEM / PSB;3.535;54,33 %
RIO TINTO;40;FERNANDO NAIA;PSB/PSB / PDT / PSL / PTN / PRTB / PTC / PV / PC do B / PT do B / SD / PROS;5.430;37,34 %
SALGADINHO;45;MARCOS ALVES;PSDB/PP / PSDB / PTB / PT;1.348;51,51 %
SALGADO DE SÃO FÉLIX;25;ADJAILSON;DEM/DEM / PSB / PDT / PTN / PT do B / PR / PMB;4.325;53,09 %
SANTA CECÍLIA;25;BETO DE CHICO;DEM/PSDB / PSD / PMDB / DEM;2.640;51,24 %
SANTA CRUZ;40;PAULO CESAR;PSB/PSB / PT / PP / PTB / PDT / PRP;3.049;63,44 %
SANTA HELENA;55;EMMANUEL;PSD/PSD / PSB / PSDB / PP / PT / DEM / PEN;2.497;54,98 %
SANTA INÊS;12;DR. JOÃO;PDT/PDT / PRB / PSDB / PSB / PTB / PSD;2.192;71,35 %
SANTA LUZIA;15;ZEZÉ;PMDB/PMDB / PSD / PTB / PROS;4.955;52,45 %
SANTANA DE MANGUEIRA;45;ZÉ INÁCIO;PSDB/PSDB / PSB / PTB / PROS / PSD / PSC / DEM;2.000;52,33 %
SANTANA DOS GARROTES;40;DEDÉ;PSB/PSB / PMDB / PT / PP / PROS / PSC / PHS;2.571;55,40 %
SANTA RITA;45;DR. EMERSON PANTA;PSDB/REDE / PTN / PMN / PRP / PSDB / PSD / PROS;51.037;70,16 %
SANTA TERESINHA;45;TEREZINHA DE ZE AFONSO;PSDB/PSDB / PR / DEM / PSD;2.371;54,81 %
SANTO ANDRÉ;12;SILVANA MARINHO;PDT/PDT / PMDB / PSC / DEM / PHS / PSDB / SD;1.303;59,83 %
SÃO BENTINHO;40;GIOVANA;PSB/PSB / PTB / PR;1.659;54,77 %
SÃO BENTO;25;DR JARQUES;DEM/DEM / PMDB / PEN / PSDB / PSDC / PSD / PSL / PT / PT do B;11.234;50,10 %
SÃO DOMINGOS DE POMBAL;22;ODAISA;PR/PP / PR;1.393;55,94 %
SÃO DOMINGOS DO CARIRI;45;INARA;PSDB/PSDB / DEM / PSD / PTB;1.358;53,28 %
SÃO FRANCISCO;45;JOÃO BOSCO FILHO;PSDB/PSDB / PP / PMDB / PSC / PPS;1.771;52,43 %
SÃO JOÃO DO CARIRI;25;COSME;DEM/DEM / PSDB / PC do B;1.781;51,73 %
SÃO JOÃO DO RIO DO PEIXE;11;AIRTON PIRES;PP/PSDB / PP / PSDC / PTN;6.251;54,72 %
SÃO JOÃO DO TIGRE;40;CELIO;PSB/PSB / PSD / PHS / PDT / PT do B / DEM / PSC / PPS / PTB / PRB / PMDB / PT;2.286;73,32 %
SÃO JOSÉ DA LAGOA TAPADA;55;COLORAL;PSD/PRB / DEM / PSD / PSDB / PR / PMDB / SD;2.787;50,88 %
SÃO JOSÉ DE CAIANA;22;ZE LEITE;PR/PR / PMDB / PRB / PTN / PPS / DEM / PSDB / PEN / PSD;1.934;51,22 %
SÃO JOSÉ DE ESPINHARAS;40;NETO GOMES;PSB/PSB / PP / PT / PDT / PC do B / PT do B;2.056;58,96 %
SÃO JOSÉ DE PIRANHAS;40;CHICO MENDES;PSB/PSB / PC do B / PR / PTB / PMDB / PT / PPS / PDT / PSDB;5.717;48,00 %
SÃO JOSÉ DE PRINCESA;15;MARIA ASSUNÇÃO;PMDB/PC do B / PMDB / PSDB / PPS / PTB;1.974;73,82 %
SÃO JOSÉ DO BONFIM;15;ROSALBA MOTA;PMDB/PMDB / PTB / PC do B;1.824;60,92 %
SÃO JOSÉ DO BREJO DO CRUZ;22;ANA MARIA;PR/PRB / PP / PR;935;52,47 %
SÃO JOSÉ DO SABUGI;25;SEGUNDO;DEM/DEM / PTB / PSDB / PSB / PC do B;2.712;84,99 %
SÃO JOSÉ DOS CORDEIROS;40;JEFFERSON;PSB/PSL / PR / PSB / PSD;2.266;90,64 %
SÃO JOSÉ DOS RAMOS;15;EDUARDO CAXIAS;PMDB/PMDB / PT;2.454;58,44 %
SÃO MAMEDE;25;DR. JEFFERSON MORAIS;DEM/DEM / PSDB / PPS / PSB / PTB / PMDB;4.361;100,00 %
SÃO MIGUEL DE TAIPU;15;CLODOALDO;PMDB/PMDB / PSDB;2.498;51,23 %
SÃO SEBASTIÃO DE LAGOA DE ROÇA;45;SEVERO;PSDB/PSDB / PSB / PSD / PT do B;4.612;65,27 %
SÃO SEBASTIÃO DO UMBUZEIRO;25;ADRIANO WOLFF;DEM/DEM / PSD / PRP / PT do B / PT / PHS / PP;1.387;53,22 %
SÃO VICENTE DO SERIDÓ;40;GRACIETE;PSB/PSB / PSD / PP / DEM / PHS / PROS / PDT / PTB / PT do B / PT / PC do B;2.643;41,19 %
SAPÉ;40;ROBERTO FELICIANO;PSB/PSB / PP / PR / PPS / PSL / PT / PDT;11.621;69,14 %
SERRA BRANCA;12;SOUZINHA;PDT/PDT / PSDB / PSD / PPS / PSC / PSL / DEM;3.658;45,05 %
SERRA DA RAIZ;14;ADAILMA;PTB/PTB / PDT / PMDB / PSDB / PSD;1.188;55,03 %
SERRA GRANDE;45;JAIRO;PSDB/PTB / PHS / PSDB / PSD;1.590;55,85 %
SERRA REDONDA;55;DANILO;PSD/PP / PTN / PSDB / PSD / PSC;2.778;56,17 %
SERRARIA;70;BATISTA PINHEIRO;PT do B/PT do B / PTB / PRTB / PMDB;1.383;83,41 %
SERTÃOZINHO;17;ANTONIO DE ELOI;PSL/PSL / PSD / PSDB / DEM / PR;2.205;63,71 %
SOBRADO;40;GEORGE COELHO;PSB/PSB / PP / PDT / PRB / PT / PTB / PMDB / PPS;3.440;61,73 %
SOLÂNEA;25;KAISER ROCHA;DEM/PP / PTB / PTN / PR / DEM / PSDC / PMN / PSB / PT / PTC;8.203;53,96 %
SOLEDADE;11;GERALDO MOURA;PP/PP / PDT / PT / PMDB / PR / PROS / PSB / PRTB;4.096;47,30 %
SOSSÊGO;40;NEIDE;PSB/PDT / PT / PSB / PSD / PSL;1.417;54,67 %
SOUSA;40;FÁBIO TYRONE;PSB/PSB / PDT / PSD / DEM / PTB / PROS / PMB / SD / PHS / PP / PT do B / PPS / PC do B / PSL / REDE / PSOL;20.059;52,93 %
SUMÉ;40;EDEN DUARTE;PSB/PP / PT / PSB / PTB / PSC / DEM / PSL / PV / PR / PTC / PRP / PEN / PC do B;5.133;51,47 %
TACIMA;15;ERIVAN BEZERRA;PMDB/PMDB / PRB / PSC / SD;3.033;50,09 %
TAPEROÁ;15;JURANDI PILEQUE;PMDB/PMDB / PDT / DEM / PSB / PSD / PROS;3.461;40,56 %
TAVARES;15;DR. AILTON;PMDB/PMDB / PP / PTB / PSD / PT do B / PRB;4.484;51,94 %
TEIXEIRA;15;NEGO DE GURI;PMDB/PMDB / PSB / PRB / PT / PSL / PTN / PR / PV;4.630;51,27 %
TENÓRIO;40;EVILÁZIO;PSB/PMDB / PSB / DEM / PDT / PP / PRB;1.393;61,39 %
TRIUNFO;14;ZÉ MANGUEIRA;PTB/PTB / PR / PSL / PSD / PSDB;2.867;51,24 %
UIRAÚNA;45;DR. BOSCO;PSDB/PSDB / PTB / PEN / PPS / PR / PT do B;5.267;56,73 %
UMBUZEIRO;40;NIVALDO;PSB/PRB / PMDB / PTN / PPS / PTC / PSB / PT do B;3.350;64,11 %
VÁRZEA;25;TONINHO;DEM/DEM / PTB / PP / PSDB;1.022;46,20 %
VIEIRÓPOLIS;20;CÉLIO DA USINA;PSC/PRB / PSC / PSDB;3.354;82,25 %
VISTA SERRANA;15;SERGIO DE LEVI;PMDB/PMDB / PR / PC do B / PRB;1.758;66,14 %
ZABELÊ;45;DALYSON;PSDB/PSDB / PRB / DEM / PSD;1.107;62,90 %
