Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
BARRA DO OURO;15;LENA;PMDB/PMDB / PTB;1.071;35,28 %
BARROLÂNDIA;15;ADRIANO RIBEIRO;PMDB/PRB / PMDB / PTB / PSL / DEM / PPS / PV;2.679;70,70 %
BERNARDO SAYÃO;15;BENTINHA;PMDB/PMDB / PDT / PSB / PV;1.709;60,26 %
BOM JESUS DO TOCANTINS;10;PAULO HERNANDES;PRB/PRB / PHS / DEM / PMDB / PV / PSD / SD / PSC;1.435;58,22 %
BRASILÂNDIA DO TOCANTINS;20;RICARDO DIAS;PSC/PTB / PMDB / PSC / DEM / PSDB / PSD / SD;843;56,24 %
BREJINHO DE NAZARÉ;40;MIYUKI;PSB/PPS / PRB / PT / PSDC / PSB / PEN / PROS;1.834;55,64 %
BURITI DO TOCANTINS;43;BORJÃO;PV/PROS / PT / PMDB / PV / DEM / PRB / PPS / PR / SD / PSDB;2.945;59,26 %
CACHOEIRINHA;43;PAULO MACEDO;PV/PV / PP / PTB / PEN / PSL / PMDB / PMB / PT / PROS;994;55,38 %
CAMPOS LINDOS;55;DRA EURILEIA;PSD/PP / PT / PRTB / PROS / PSD;2.116;100,00 %
CARIRI DO TOCANTINS;43;JUNIOR MARAJO;PV/PV / PSDB / PMDB;1.486;52,94 %
CARMOLÂNDIA;33;NEURIVAN;PMN/PHS / PMDB / PMN / PSB / SD;1.014;53,17 %
CARRASCO BONITO;11;CARLOS ALBERTO;PP/PP / PSC / PR / PSD / DEM / PHS / PPS / PRB / PV;1.454;54,97 %
CASEARA;55;ILDISLENE SANTANA;PSD/PDT / PTN / PTB / PPS / PSD / DEM / PSDB / PV / PSL / PROS / PP / PR / PSB;1.654;53,39 %
CENTENÁRIO;45;WESLEY CAMILO;PSDB/PSDB / PR / DEM / PP / PMN / PSB / PROS / PTB;986;56,05 %
CHAPADA DA NATIVIDADE;22;JOAQUIM URCINO;PR/PDT / PSDC / PR / PTB / PSDB;1.179;51,42 %
CHAPADA DE AREIA;23;DONA MARIA "MÃE DO JAJÁ";PPS/PT / DEM / PTN / PROS / PPS;973;57,03 %
COLINAS DO TOCANTINS;10;ADRIANO RABELO;PRB/PRB / PROS / PTN / PPL / PPS / PHS / PRP / PTC / PSDC / SD / PSL;11.407;61,51 %
COLMÉIA;90;ELZIVAN;PROS/PROS / PMDB / PV / PSDB / PSB / PP;2.601;53,11 %
COMBINADO;43;DOFIM;PV/PV / PMDB / PP / PSC;1.638;52,77 %
CONCEIÇÃO DO TOCANTINS;55;PAULO ROCHA;PSD/PTB / PR / PSD / PSB / PMN / PV / PPS;1.745;59,60 %
COUTO DE MAGALHÃES;13;EZEQUIEL;PT/PDT / PT / PMDB / PSC / PPS / PSD;1.811;57,15 %
CRISTALÂNDIA;40;BATATINHA;PSB/PSB / PTC / SD / PMDB / PHS / PRB / PR / PDT / PPS / PSDB / PTB;2.431;53,37 %
CRIXÁS DO TOCANTINS;23;IVANIO MACHADO (CRENTÃO);PPS/PDT / PR / PPS / SD / PROS;830;63,02 %
DARCINÓPOLIS;14;JACKSON;PTB/PTB / PSC / PRB / PHS / PPS / PSB / SD / DEM / PTN / PSL / PMN / PSDB;2.324;72,38 %
DIANÓPOLIS;40;PADRE GLEIBSON;PSB/PRB / PTN / PSB / PROS / DEM;6.583;64,83 %
DIVINÓPOLIS DO TOCANTINS;55;PADRE FLORISVANE;PSD/DEM / PC do B / PHS / PMDB / PRP / PSD / PSDC / PT / PV;2.563;55,94 %
DOIS IRMÃOS DO TOCANTINS;43;WANILSON;PV/PV / PT / PSL / PDT / PSDB / PP / SD / PRB;2.180;53,76 %
DUERÉ;55;VALDENI CARVALHO;PSD/PSD / PT / PV;1.518;51,65 %
ESPERANTINA;11;DR. ARMANDO;PP/PV / PP / SD;1.744;37,60 %
FÁTIMA;55;WASHINGTON VASCONCELOS;PSD/PSD / PP / PTB / PPS / PR;1.028;39,97 %
FIGUEIRÓPOLIS;15;FERNANDES;PMDB/PMDB / PDT / PPS / PHS / PP / PSD / PT / SD / PSL / PR / PRB / PRP / PEN / PROS / PTC;2.552;71,97 %
FILADÉLFIA;15;MIZÔ ALENCAR;PMDB/PDT / PMDB / DEM / PSC / PHS / PSDB;2.600;51,55 %
FORMOSO DO ARAGUAIA;28;WAGNER DA GRAFICA;PRTB/PRTB / PSDC / PHS / PDT / PEN / DEM / SD;3.232;28,76 %
FORTALEZA DO TABOCÃO;77;VAGUIM DO VALDOMIRO;SD/PHS / PRTB / PC do B / SD;1.440;59,63 %
GOIANORTE;55;LUCIANO;PSD/PSB / PSC / PSD / PSDB / PDT / DEM / PR / PRB;2.500;72,32 %
GOIATINS;22;ANTONIO LUIZ;PR/PR / PSB / SD;3.126;79,72 %
GUARAÍ;45;PROFª. LIRES FERNEDA;PSDB/PSDB / PDT / PR / PROS / PTN / PHS / PMDB;5.878;45,01 %
GURUPI;40;LAUREZ MOREIRA;PSB/PSB / DEM / PDT / PMB / PMN / PP / PPS / PROS / PRP / PSC / PSD / PSDC / PT / PTB / PV / SD / PMDB / PRB;20.640;51,42 %
IPUEIRAS;45;CAIO AUGUSTO;PSDB/PTB / PSB / PDT / PMN / PP / DEM / PR / PSL / PSD / PSDB;751;53,68 %
ITACAJÁ;55;APARECIDA;PSD/PSC / PSB / PR / PSD;2.335;100,00 %
ITAGUATINS;22;IVONEIDE BARRETO;PR/PR / DEM / PRB / PRP / SD / PSDB / PSL / PP;1.815;47,91 %
ITAPIRATINS;55;MARCIO PINHEIRO;PSD/PSD / PSDB / PR / PT / DEM / PV;2.372;100,00 %
ITAPORÃ DO TOCANTINS;77;ZÉ REZENDE;SD/SD / PSD / DEM / PR / PSC / PT / PSB;1.245;65,01 %
JAÚ DO TOCANTINS;55;ONASSYS;PSD/PSD / PSDB / PT / PMDB / PV / PSB / PSC / PSDC / DEM;1.574;66,02 %
JUARINA;15;IVO DINIZ;PMDB/PMDB / PMB / PTN / PTB / PSL / PSDC / PT / PP;1.015;56,93 %
LAGOA DA CONFUSÃO;10;NELSINHO;PRB/PRB / PT / PTN / PMN / PR / PSB;4.326;63,57 %
LAGOA DO TOCANTINS;40;NONATO NESTOR;PSB/PSB / PMDB;1.095;46,36 %
LAJEADO;55;DR. TERCIO;PSD/PSD / PSC / PTN / PROS / DEM / SD / PRB / PDT / PC do B / PSDC / PPS / PR;1.382;45,87 %
LAVANDEIRA;15;CESAR;PMDB/PMDB / PSC / PV;860;58,90 %
LIZARDA;55;SUSSU;PSD/PSD / PV / PT / PSC / PMDB / PTB;1.418;53,45 %
LUZINÓPOLIS;22;GUSTAVO NOVATO;PR/PPS / PR / SD / PV / PSC / PMDB / PP / PDT;1.292;66,12 %
MARIANÓPOLIS DO TOCANTINS;14;ZÉ DO RUI;PTB/PTB / PSC / DEM / PR / PDT / PROS / PSDB / PV;1.369;53,75 %
MATEIROS;19;PASTOR JOÃO;PTN/PTB / PTN / PRTB / PHS / PV / PROS / PSB / PPL;650;41,96 %
MAURILÂNDIA DO TOCANTINS;22;LEONEIDE;PR/PR / PHS / PSDB / PRB / PSDC / PV / PRP / PPL / PSD;1.305;53,42 %
MIRACEMA DO TOCANTINS;15;MOISÉS DA SERCON;PMDB/PMDB / PRTB / PTB / SD / PHS / PRB / PV / PT / PSC / PSDB / PSB / PP / PRP / PSL / DEM;9.918;84,62 %
MIRANORTE;15;CARLINHO DA NACIONAL;PMDB/PMDB / PSB / PRB / SD / DEM / PSC / PSD / PV / PT;4.270;52,19 %
MONTE DO CARMO;55;DATE;PSD/PSD / PSDB / PC do B / PRTB / PPL / PROS / PSL / PRB / PHS;1.955;49,96 %
MONTE SANTO DO TOCANTINS;10;CLÉO;PRB/PRB / PSC / DEM / PR / PHS / PSDB / PT / PSL / PV / PSB / PDT / PTB;1.308;63,50 %
MURICILÂNDIA;11;ALESSANDRO BORGES;PP/PP / PMDB / PTN / PRB / PTB;809;40,53 %
NATIVIDADE;19;PROFESSORA MARTINHA;PTN/PTN / PRP / PC do B / PSD;2.165;59,97 %
NAZARÉ;43;ELVIRA;PV/PV / PRB / PR / PP / PSD / PSDB;1.787;51,47 %
NOVA OLINDA;14;ZÉ PEDRO;PTB/PTB / PP / PR / PSC / PSDB / SD / PSB / PHS / PROS / PDT;3.331;50,95 %
NOVA ROSALÂNDIA;40;DRº. LADIR;PSB/PSB / PRB / PSD / PPS / PR / PTB / PHS / DEM;1.412;59,23 %
NOVO ACORDO;15;DOTOZIM;PMDB/PMDB / PRB / PPS / PV / PSL / PSDC / DEM / PMB / PROS;1.468;43,24 %
NOVO ALEGRE;15;FERNANDO;PMDB/PTB / PMDB / PSL / PR / PSDB / SD;963;57,80 %
NOVO JARDIM;15;ARLINDO;PMDB/PMDB / PT / PHS / PROS / PSC / SD;903;50,53 %
OLIVEIRA DE FÁTIMA;22;GESIEL;PR/PTB / PMDB / PR / SD / PRP;942;61,53 %
PALMAS;40;AMASTHA;PSB/PSB / PTB / PMN / PSL / PTC / PC do B / PRP / PSDB;68.634;52,38 %
PALMEIRANTE;55;CHARLES RODRIGUES;PSD/PSD / PTC / PHS / PSC / PMN / PMDB / PT / SD / PV;1.795;60,95 %
PALMEIRAS DO TOCANTINS;11;NALVA BRAGA;PP/PP / PDT / PPS / PSDB / PEN / PSD / PSC / DEM / PR / PHS / PSB / PTN / PSL;1.873;52,45 %
PALMEIRÓPOLIS;55;FÁBIO VAZ;PSD/PSD / PT / PRB / PTN / PR / PSB / PSC / PSDB / PV;2.697;58,55 %
PARAÍSO DO TOCANTINS;15;MOISÉS AVELINO;PMDB/PMDB / PTB / PHS / PSL / PRP / PR / PP;11.937;49,01 %
PARANÃ;15;FABRICIO VIANA;PMDB/PMDB / PTN / PTC / PRP / PDT / PRTB;3.050;47,29 %
PAU D'ARCO;11;JOÃO DA SERRARIA;PP/PRB / PP / PDT / PSD / PV / PROS / PT / PPS;1.359;43,88 %
PEDRO AFONSO;12;JAIRO MARIANO;PDT/PDT / PSC / PRB / PT / PTB / PSL / PTN / PR / DEM / PRTB / PHS / PSB / PV / PC do B;3.105;41,62 %
PEIXE;22;DR. ZÉ AUGUSTO;PR/PR / PDT / PSC / PTC / PT do B / SD / PMDB;1.714;39,40 %
PEQUIZEIRO;15;DR. PAULINHO;PMDB/PMDB / DEM / PT / PSD / PSC / PRTB / SD;1.925;56,47 %
PINDORAMA DO TOCANTINS;45;SILVOGAS;PSDB/PSC / PSDB / DEM / PTC / SD / PHS / PP / PSDC / PTN / PPS;1.538;50,39 %
PIRAQUÊ;15;EDUARDO SOBRINHO;PMDB/PDT / PTB / PMDB / PPS / SD;956;44,86 %
PIUM;45;VALDEMIR BARROS;PSDB/PSDB / PR / PPS;1.842;38,41 %
PONTE ALTA DO BOM JESUS;43;YAPORAN;PV/PMDB / PV / PP / SD;1.442;50,69 %
PONTE ALTA DO TOCANTINS;22;KLEBER DO SACOLÃO;PR/PR / PPS / PSD / PDT / PRB;1.209;28,60 %
PORTO ALEGRE DO TOCANTINS;22;RENNAN CERQUEIRA;PR/PR / PTB / PSD / PSC / PP / PDT / PMDB;946;50,11 %
PORTO NACIONAL;43;JOAQUIM MAIA;PV/PRB / PT / PMDB / PSL / DEM / PSDC / PMB / PSB / PV / PSOL / PROS / PEN;16.988;54,30 %
PRAIA NORTE;15;HO-CHE-MIN;PMDB/PMDB / PHS / PEN / PTN / PV / PROS / PSD;3.126;67,23 %
PRESIDENTE KENNEDY;55;AILTON FRANCISCO;PSD/PT / PROS / PTN / PR / PSD;945;39,13 %
PUGMIL;23;MARIA DE JESUS;PPS/PPS / PTB / PSDB / PSB / PR;929;54,33 %
RECURSOLÂNDIA;43;NADI;PV/PT / PTB / PMDB / PTN / DEM / PV / PSD / SD;1.480;64,77 %
RIACHINHO;22;DIVA;PR/PDT / PT / PMDB / PR / PV;1.587;50,74 %
RIO DA CONCEIÇÃO;22;MAURO JUNIOR;PR/PSD / PSDB / PPS / PMDB / PR;873;52,28 %
RIO DOS BOIS;43;MOACIR OLIVEIRA;PV/DEM / PMB / PR / PV / PTC / PSDB / PSC;972;50,05 %
RIO SONO;25;DR. JOÃO;DEM/PSC / PR / PSDB / DEM / PSB / PV;1.711;49,68 %
SAMPAIO;22;ARMINDO CAYRES;PR/PR / PT / PDT / PTB / SD / PRB / PSB / PSDC / PMN;1.309;48,37 %
SANDOLÂNDIA;22;SILVINHA;PR/PR / PP / PSC / PT / PHS / SD;1.513;53,86 %
SANTA FÉ DO ARAGUAIA;11;OIDIO;PP/PP / PROS / PMN / PMDB / PV / PRTB;2.977;76,55 %
SANTA MARIA DO TOCANTINS;77;BARRACHINI;SD/SD / PSC / PPS / PR / PSL / PSB;1.312;63,94 %
SANTA RITA DO TOCANTINS;55;ARTHUR MAIA;PSD/PROS / PMDB / PSD / PV / PTB / PSC / PP;885;54,60 %
SANTA ROSA DO TOCANTINS;22;AILTON ARAUJO;PR/PR / PTN / PPS / PSDB / SD / DEM;1.609;50,52 %
SANTA TEREZA DO TOCANTINS;43;RAIMUNDO GORDO;PV/PV / PPS / PMDB;1.091;50,23 %
SANTA TEREZINHA DO TOCANTINS;15;PROFESSORA ITELMA;PMDB/PRB / PP / PDT / PMDB / PR / PSB;1.045;54,65 %
SÃO BENTO DO TOCANTINS;40;RONALDO PARENTE;PSB/PSB / PMDB / PTB / PR / PRB / REDE / PSDB;1.953;52,49 %
SÃO FÉLIX DO TOCANTINS;55;MARLEN;PSD/PSD / PSDB / PR / PMDB;1.003;82,01 %
SÃO MIGUEL DO TOCANTINS;22;ELISANGELA;PR/PR / PTB / PSDB / PRB / PP / PT / PSL / PSDC / PHS;2.758;44,66 %
SÃO SALVADOR DO TOCANTINS;15;ANDRÉ BORBA;PMDB/PMDB / PPS / PV;1.074;55,25 %
SÃO SEBASTIÃO DO TOCANTINS;13;PROFESSOR ADRIANO;PT/PT / PSC / PV / PHS / DEM / PRTB / PPS;1.374;52,68 %
SÃO VALÉRIO DA NATIVIDADE;55;OLIMPIO ARRAES;PSD/PV / PSL / PPS / PSD / PSDC / SD;1.164;38,25 %
SILVANÓPOLIS;55;GERNIVON;PSD/PSD / DEM / PSL / PMN / PRB / PDT / PROS / PTN / PRTB / PSDB;1.952;55,39 %
SÍTIO NOVO DO TOCANTINS;77;ALEXANDRE FARIAS;SD/SD / PSL / PRP / PSDB / PROS / PC do B / PSDC / PTB / PP / PHS;3.425;55,21 %
SUCUPIRA;14;EDINHO;PTB/PTB / SD / PSC;816;51,16 %
TAGUATINGA;55;PAULO ROBERTO;PSD/PSD / PSC / PDT / PMN;3.001;36,37 %
TAIPAS DO TOCANTINS;15;SILVIO ROMÉRIO;PMDB/PP / PMDB / PSL / PR / DEM / PSB / PV;901;59,08 %
TALISMÃ;40;DIOGO BORGES;PSB/PSB / PTB / PPS / PT / PSL / PSC;1.118;52,86 %
TOCANTÍNIA;77;SILVINO;SD/SD / PR / PSDB / PRB / PTN / PP / PSL / PMDB;2.937;69,88 %
TOCANTINÓPOLIS;55;PAULINHO DO BONIFÁCIO;PSD/PSD / PSDB / PROS / PSL / PSC / PHS / PR;5.107;43,92 %
TUPIRAMA;11;DR. NATAN;PP/PP / PDT / PSC / DEM / PSDB / PSD / PROS;670;41,38 %
TUPIRATINS;55;WELTMAN VELOSO;PSD/PSD / PTN / PR / DEM / PSDB;1.043;63,75 %
WANDERLÂNDIA;15;EDUARDO MADRUGA;PMDB/PRB / PP / PT / PMDB / PSL / PTN / PSC / PR / PMN / PV / PRP / PSD / SD / PROS;4.241;76,03 %
XAMBIOÁ;15;PATRICIA EVELIN;PMDB/PMDB / PRTB / PPS / PSC / PT;3.084;52,37 %
