Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
COXIM;40;ALUIZIO SÃO JOSÉ;PSB/PSB / PMDB / PSDB / PTB / PT / PEN / PSL / PTN / PSC / PMN / PTC;11.350;64,10 %
DEODÁPOLIS;15;VALDIR SARTOR;PMDB/PMDB / PR / PROS / DEM / PSB;4.711;60,79 %
DOIS IRMÃOS DO BURITI;45;EDILSOM MANGUINHA;PSDB/PDT / PMDB / PSDB / PSD / PROS;3.547;55,48 %
DOURADINA;51;PROF. JEAN;PEN/PEN / PT / PR / DEM / PSB / PSDB;3.145;100,00 %
DOURADOS;22;DÉLIA RAZUK;PR/PR / PSC / PMB / PEN / PT do B / PPS / PRB / PSDC / PHS / PTC;43.252;39,82 %
ELDORADO;51;LÉO;PEN/PP / PDT / PT / PTB / PMDB / PEN / PPL;3.731;56,67 %
FÁTIMA DO SUL;22;ILDA MACHADO;PR/PR / PDT / PSL / PEN / PSC / PT / PV;6.882;51,67 %
FIGUEIRÃO;45;ROGÉRIO ROSALIN;PSDB/PSDB / PSB / PR / PROS / PSC / SD;1.102;52,25 %
GLÓRIA DE DOURADOS;51;ARISTEU NANTES;PEN/PEN / PMDB / PSDB / PTC / PSD;2.388;38,58 %
GUIA LOPES DA LAGUNA;45;JAIR SCAPINI;PSDB/PSDB / PTB / PSC / PRB / PDT;3.215;55,34 %
IGUATEMI;45;DRA. PATRICIA;PSDB/PDT / PSB / PSDB;2.919;35,97 %
INOCÊNCIA;45;ZÉ ARNALDO;PSDB/PDT / PTB / PSDB / PSD / PR;2.804;52,94 %
ITAPORÃ;45;MARCOS PACCO;PSDB/PMDB / PSL / PTN / PSC / PR / DEM / PSDC / PTC / PV / PRP / PSDB / SD / PROS / PRB / PP / PTB;6.699;62,17 %
ITAQUIRAÍ;45;RICARDO FAVARO;PSDB/PDT / DEM / PTB / PR / PPS / PSDB / PRP / PEN;5.528;52,22 %
IVINHEMA;45;TUTA;PSDB/PMDB / PSDB / PSD / PEN / SD / PHS / PPS;8.030;54,75 %
JAPORÃ;14;VANDERLEI BISPO;PTB/PTB / PR / PRP / PSB / PEN / PSDB / DEM / PV / PT / PSL;2.583;56,23 %
JARAGUARI;45;EDSON DA FARMACIA;PSDB/PSDB / PSB / PEN / PTB / PROS / PSL / PSD;2.206;52,95 %
JARDIM;45;GUILHERME MONTEIRO;PSDB/PSDB / PMDB / PPS / DEM / PSD / SD / PTB / PSB;7.538;55,38 %
JATEÍ;40;ERALDO;PSB/PSB / DEM / PSDB / PMDB / PEN / PP / PR;2.356;71,03 %
JUTI;15;LAKA;PMDB/PMDB / PEN / PSDB / PT / PROS / SD / PT do B / PTC / PR / PDT / DEM / PTB / PSB / PSDC;2.603;61,78 %
LADÁRIO;45;RUSO;PSDB/PSDB / PRB / PEN / PPS / PR / PMN / PP / PHS;4.281;50,09 %
LAGUNA CARAPÃ;15;ITAMAR BILIBIO;PMDB/PMDB / PT / PTB / PSB / PEN / PDT;2.208;53,41 %
MARACAJU;15;DR. MAURILIO;PMDB/PRB / PDT / PMDB / PSDB / PSD / PTB / PSDC / PR / PT / PV / PSL;14.321;67,17 %
MIRANDA;15;MARLENE;PMDB/PMDB / PTB / PSB / SD / PRB / PSC / PHS / PMN / PP / PDT / PTN / PSDC / PMB / PTC / PT do B;7.140;48,04 %
MUNDO NOVO;22;VALDOMIRO SOBRINHO;PR/PRB / PP / PMDB / PR / PMB / PSDB / PROS;6.382;57,40 %
NAVIRAÍ;25;DR IZAURI;DEM/DEM / PDT / PPS / SD / PROS / PSL / PMN / PV / PEN / REDE / PTC / PPL;19.120;76,16 %
NIOAQUE;45;VALDIR JÚNIOR;PSDB/PSDB / PMDB / PSD / PR / PP / DEM / PROS / PEN / PPS / SD / PTB / PDT / PRTB / PT do B / PSC;5.613;68,09 %
NOVA ALVORADA DO SUL;15;ARLEI;PMDB/PMDB / PT / PV / PR / PSC / PT do B / PSL / PHS / PTC / PRP;6.738;56,74 %
NOVA ANDRADINA;22;GILBERTO GARCIA;PR/PR / PMDB / PTB / PDT;10.172;41,95 %
NOVO HORIZONTE DO SUL;12;MARCÍLIO;PDT/PDT / PMDB / PPS / PT / PT do B;2.253;67,88 %
PARAÍSO DAS ÁGUAS;15;IVAN XIXI;PMDB/DEM / PMDB / PROS / PSDB / PR / PEN;2.124;66,60 %
PARANAÍBA;45;RONALDO MIZIARA;PSDB/PRB / PR / PC do B / PSB / PV / PSDB / PEN / SD / PT do B;11.357;50,47 %
PARANHOS;45;DIRCEU BETTONI;PSDB/PSDB / DEM / PRB / PTB / PMDB / PTN / PHS / PEN;3.774;61,97 %
PEDRO GOMES;45;WILLIAM DO BANCO;PSDB/PP / PDT / PV / SD / PSD / PMDB / PSDB;2.924;61,94 %
PONTA PORÃ;45;HELIO PELUFFO;PSDB/PSDB / PTN / PSD / PSC / PMN / PPS / SD / PMB / PP / DEM / PRB / PSL;27.193;60,67 %
PORTO MURTINHO;45;DERLEI DELEVATTI;PSDB/PSDB / PR / PPS / PEN / PSD / PSC / PRB / DEM / SD / PTN / PTC;4.357;69,02 %
RIBAS DO RIO PARDO;15;PAULO TUCURA;PMDB/PRB / PDT / PMDB / PR / PPS / DEM / PHS / PTC / PRP / PT do B / PROS / PP;6.306;57,41 %
RIO BRILHANTE;45;DONATO;PSDB/PSDB / DEM / PR / PTB / PDT / PEN / PC do B / PT do B / SD;10.243;50,82 %
RIO NEGRO;45;BUDA DO LAIR;PSDB/PSDB / SD / PRB / PSC / PR / DEM / PSB / PROS;1.791;54,19 %
RIO VERDE DE MATO GROSSO;20;MÁRIO KRUGER;PSC/PSC / PT / PMN / PHS / PEN / PV / PSL / PRB / PRTB / PP / PROS / PC do B / PTN / PTB / PSDB / PPS;5.404;48,95 %
ROCHEDO;45;JUNINHO;PSDB/PSDB / PDT / PTN / PSC / PPS / PSB / PEN;2.073;57,30 %
SANTA RITA DO PARDO;45;CACILDO;PSDB/PSDB / PR / PV / DEM / PEN / PRP / PRB / PSB / PMN / SD;2.373;63,35 %
SÃO GABRIEL DO OESTE;15;JEFERSON TOMAZONI;PMDB/PMDB / PPS;7.451;51,93 %
SELVÍRIA;40;DR. FERNANDO;PSB/PSB / PTB / PMDB / PP / PSL / PRP / PR / PV / PT;2.954;54,37 %
SETE QUEDAS;45;CHICO PIROLI;PSDB/PSDB / PR / PMDB / PT do B / PV / PSC / PSB / PTB / PDT;3.679;65,63 %
SIDROLÂNDIA;17;DR MARCELO;PSL/PSL / PMDB / PR / PT do B / PSDC / DEM / REDE / PT / PRB / PTN;11.605;50,19 %
SONORA;15;ENELTO DA FARMACIA;PMDB/PMDB / PR / PTN / PMN / PV / PEN;5.423;61,42 %
TACURU;15;CARLINHOS PELEGRINI;PMDB/PMDB / PT / PDT / PTB / PSC / PSD / DEM / PPS / PEN;2.648;100,00 %
TAQUARUSSU;45;ROBERTO NEM;PSDB/PSDB / PMDB / PSB / DEM;1.469;53,32 %
TERENOS;33;DONIZETE BARRACO;PMN/PMN / PMDB / PP / PDT / PR / PHS / PSOL / PSD / PC do B / PT do B / PROS / PT;5.158;49,91 %
TRÊS LAGOAS;45;ANGELO GUERREIRO;PSDB/PSDB / SD / DEM / PSB / PMN / PRP / PPL / PSC / PT do B / PRB / PP / PR;30.033;59,11 %
VICENTINA;15;MARQUINHOS DO DEDÉ;PMDB/PMDB / PR / PROS / PSL / PV / PTB;2.389;50,29 %
