Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
ANÁPOLIS;13;* JOÃO GOMES;PT/PT / PP / PRP / PMDB / PSB / PDT / PMN / PPL / PC do B / PR / PT do B;53.988;29,92 %
ANÁPOLIS;14;* ROBERTO DO ORION;PTB/PTB / PSD / SD / PMB / PROS / REDE / PRB / PPS / PTN;38.913;21,56 %
ANHANGÜERA;15;CHICO;PMDB/PROS / PHS / DEM / PSB / PRP / PMDB;519;49,86 %
ANICUNS;55;ZE DA FERRAGISTA;PSD/PSD / PRB / PP / PT / PPS / PSDC / PTC / PV / PRP / PEN / PC do B / SD;5.680;55,28 %
APARECIDA DE GOIÂNIA;15;GUSTAVO MENDANHA;PMDB/PMDB / SD / DEM / PR / PDT / PHS / PTC / PMB / PC do B / PSD / PT / PSC / PRP / PPL;122.122;59,99 %
APARECIDA DO RIO DOCE;40;DONA FRANCISCA;PSB/PSB / PSC / PR / DEM / PT do B;1.337;54,39 %
APORÉ;40;DR RENATO;PSB/PSB / SD / PP / PSD / PSDB;1.133;44,68 %
ARAÇU;15;JOELTON BERNARDO;PMDB/PP / PDT / PMDB / PTN / PR / PPS / DEM;2.050;52,16 %
ARAGARÇAS;90;JOSÉ ELIAS;PROS/PRB / PMDB / REDE / PTN / PHS / PTC / PSD / PROS;4.302;39,24 %
ARAGOIÂNIA;45;NAUGINEL;PSDB/PSDB / PEN;1.691;26,02 %
ARAGUAPAZ;15;MARCIA BERNARDINO;PMDB/DEM / PMDB / SD / PROS / PRB / PTN / PRP / PT do B / PTC;2.686;50,90 %
ARENÓPOLIS;15;FLÁVIO JÚNIOR;PMDB/PMDB / PSB / PSD / DEM;1.453;100,00 %
ARUANÃ;45;HERMANO;PSDB/PSDB / PHS / PTN / PR / PSDC / PV / PSD;3.351;67,11 %
AURILÂNDIA;15;RUBENS QUEIROZ;PMDB/PDT / PTN / PV / PT / PP / PMDB / PSL / PSB / PR;1.627;55,59 %
AVELINÓPOLIS;22;FABINHO BUZINA;PR/PR / PC do B / PSDB / PT / PMDB / PRB / PT do B / DEM;1.736;53,37 %
BALIZA;14;FERNANDA;PTB/PTB / PMDB;1.112;39,50 %
BARRO ALTO;45;LUCIANO;PSDB/PSDB / PSD / PR / PPS / PMDB / DEM / PRB / PSDC;4.610;100,00 %
BELA VISTA DE GOIÁS;14;NÁRCIA KELLY;PTB/PTB / PR / PP / PTC / PTN / PV / PT / PDT / PMDB / PROS / DEM / SD;6.432;39,68 %
BOM JARDIM DE GOIÁS;25;ODAIR DO ODÉLIO;DEM/PROS / PPS / PR / PSDC / DEM;2.687;43,08 %
BOM JESUS DE GOIÁS;14;DANIEL VIEIRA;PTB/PTB / PSD / PPS / PTN / PHS / PR / PRB / PSL / SD / PSDB;7.896;58,46 %
BONFINÓPOLIS;40;PROFESSOR KELTON;PSB/PSB / PSDB / PMDB / PPS / PC do B / PTB / PRTB;2.609;48,10 %
BONÓPOLIS;45;BETE DO EDILBERTO;PSDB/PSDB / PPS / PRTB / SD / PSD / PTB;1.316;50,75 %
BRAZABRANTES;45;MARCIO TUCA;PSDB/PSDB / PP / PHS / PR / PSC / PMN / PSD / PTN;1.897;72,63 %
BRITÂNIA;25;MARCONNI PIMENTA;DEM/DEM / PMDB / PTN / PDT / PHS / PRB / PSB / PPS / PROS / PSC / SD / PTC;2.378;59,33 %
BURITI ALEGRE;15;DEDÉ CHAVES;PMDB/PMDB / PR / SD / DEM / PDT / PT;4.173;61,99 %
BURITI DE GOIÁS;15;EDMAR;PMDB/PMDB / PDT / PC do B / DEM / PHS;1.555;55,06 %
BURITINÓPOLIS;45;ANA PAULA;PSDB/PRB / PP / PDT / PSL / PR / DEM / PMB / PTC / PSDB / PC do B / PROS;1.920;68,57 %
CABECEIRAS;12;TUTA;PDT/PDT / PTN / PTB / PT / PSDB / SD / PP / PRP;2.428;45,07 %
CACHOEIRA ALTA;55;KELSON VILARINHO;PSD/PP / PSD / PSB / PDT / PHS / PSDC / PPS / PTB / PSDB;3.544;56,32 %
CACHOEIRA DE GOIÁS;45;GERALDO NETO;PSDB/PSDB / PTB / PPS / PSB;830;51,97 %
CACHOEIRA DOURADA;10;DRA. NATALIA;PRB/PRB / PDT / PSL / DEM / PMDB / PRP;4.002;68,86 %
CAÇU;15;ANA CLÁUDIA;PMDB/PDT / PT / PRP / PMDB / PTB / PSB;4.052;49,93 %
CAIAPÔNIA;11;CAIO LIMA;PP/PP / PSDB / PRB / PSB;5.514;51,47 %
CALDAS NOVAS;11;MAGAL;PP/PRB / PSDB / PT / PTN / SD / PSL / REDE / PMB / PTB / PMN / PHS / PSC / PSDC / PP / PPS / PSB;21.039;52,56 %
CALDAZINHA;12;EDIMON BORGES;PDT/PDT / PT / PROS / PMDB;1.381;52,49 %
CAMPESTRE DE GOIÁS;12;FABIANO CAPUZZO;PDT/PSD / PC do B / PPS / PDT / DEM;1.257;38,78 %
CAMPINAÇU;45;DR. DOUGLAS;PSDB/PSDB / PR / PDT;1.433;100,00 %
CAMPINORTE;90;CHICÃO;PROS/PROS / PSD / PSDC / REDE / PSC / PTN / PRP / PDT;2.827;37,06 %
CAMPO ALEGRE DE GOIÁS;11;ZÉ ANTÔNIO;PP/PP / PR / PSD / PSC / PSDB / PTN / SD;2.414;53,82 %
CAMPO LIMPO DE GOIÁS;11;ARI;PP/PP / PTB / PRB / PMDB / PSL / PTN / PR / DEM / PROS / PSB;2.438;50,31 %
CAMPOS BELOS;22;EDUARDO TERRA;PR/PRTB / DEM / PV / PR / PRB / PSB / PPS / PTB / PT / PSD;4.255;39,49 %
CAMPOS VERDES;15;HAROLDO NAVES;PMDB/PMDB / SD / DEM / PSB / PRTB / PR / PRP / PPS;1.992;53,65 %
CARMO DO RIO VERDE;45;DELSON;PSDB/PR / PTN / PSDB / PROS / DEM / SD;3.510;58,95 %
CASTELÂNDIA;55;MARCOS DA FARMACIA;PSD/PTN / PR / PPS / PSDB / PSD;1.927;59,40 %
CATALÃO;15;ADIB ELIAS;PMDB/PRTB / PV / PSC / PRP / PPL / PMDB / PDT / PC do B / DEM / PTC / PSDC / PROS / PTB / PEN / PT / SD;37.561;67,62 %
CATURAÍ;12;DIVINA ZAGO;PDT/PTB / PTN / PSC / PDT / PT / PSD / DEM / PPS / PT do B / SD / PRB / PMDB / PV;2.017;57,09 %
CAVALCANTE;45;JOSEMAR;PSDB/PSDB / PDT / PHS / PROS / PRB / PSD / PSC / PRTB / PC do B / PTB;2.810;50,15 %
CERES;45;RAFAELL MELO;PSDB/PP / PTB / REDE / PTN / PSDB / PT do B / PROS / PPS / PTC / PR / PRTB / PSB / PSD / PRP;10.228;79,76 %
CEZARINA;90;FRANKINHO;PROS/PROS / PPS / PSD / PTN / PMDB / PT do B / PSC / PHS / PSDC / PT / PTB / DEM / PSL;3.615;96,37 %
CHAPADÃO DO CÉU;11;ROGERIO GRAXA;PP/PDT / PP / PSDB / SD / PTB / PSD;2.899;50,02 %
CIDADE OCIDENTAL;28;FÁBIO CORREA;PRTB/PP / PDT / PT / PSL / PTN / PR / PSD / PHS / SD / PV / PRB / PRTB / PSC;11.641;42,40 %
COCALZINHO DE GOIÁS;22;ALAIR;PR/PRB / PSL / PR / PHS / PTC / PSD;5.458;46,46 %
COLINAS DO SUL;22;ADRIANO PASSOS;PR/PR / PTB / PDT / PT / SD / PTC / PROS / PEN / PSB / PSD / PC do B / PPS / PRB;1.674;52,91 %
CÓRREGO DO OURO;11;MURILO CESAR;PP/PP / PR / PSDB / PRB / SD / PSL / PPS / PTB / PROS;1.404;56,18 %
CORUMBÁ DE GOIÁS;45;CELIO FLEURY;PSDB/PSDB / PR / PP / PSD / DEM / PSC / SD / PMDB / PTN / PDT;3.324;58,79 %
CORUMBAÍBA;25;WISNER;DEM/PTN / DEM / PR / PSDB / PSC / PSD;3.053;57,60 %
CRISTALINA;40;DANIEL DO SINDICATO;PSB/PSB / PSDB / PP / PROS / PHS / DEM / PMDB / PRP / PTC / PSL / PRB / PDT / PRTB / PT do B / PPS;15.119;82,40 %
CRISTIANÓPOLIS;40;JAIRINHO;PSB/PSB / PSDC / PR / PPS / PSC / PSDB / PP;1.642;57,09 %
CRIXÁS;22;PLINIO PAIVA;PR/PR / PTN / PC do B / PSB / PDT / PMN / PPS / PSDB;6.167;60,01 %
CROMÍNIA;45;GIL;PSDB/PSDB / PSD / PR / PROS;1.705;51,79 %
CUMARI;12;JOÃO RIOS;PDT/PDT / PSD;1.528;69,02 %
DAMIANÓPOLIS;12;GILMAR;PDT/PDT / PSDB / PROS;1.889;62,34 %
DAMOLÂNDIA;15;DR. AMERICO;PMDB/PMDB / DEM / PTC;1.590;51,88 %
DAVINÓPOLIS;22;ROBSON;PR/PR / PSDB;1.760;61,01 %
DIORAMA;13;VALERIA FERREIRA;PT/PSDB / PT / PPS / PSD;1.132;50,90 %
DIVINÓPOLIS DE GOIÁS;23;ALEX DE EVA;PPS/PPS;1.908;50,05 %
DOVERLÂNDIA;15;ZILDINHA;PMDB/PMDB / PRB / PC do B / PEN / PT;2.126;39,41 %
EDEALINA;40;DR. WINICIUS;PSB/PSB / PP / PDT / PTB / PTN / PSDB / PR / PPS / PHS;1.824;52,85 %
EDÉIA;45;ELSON TAVARES DE FREITAS;PSDB/PSDB / PMDB / SD / PT / PSD / PDT / PP / PR / PSB / PPS / PTB;5.342;68,44 %
ESTRELA DO NORTE;45;WAGNER DA CERAMICA;PSDB/PSDB / PV / PRTB / PDT / PSB / DEM;1.236;50,26 %
FAINA;25;TIAGO PEDRA GRANDE;DEM/PTB / PMDB / PTN / DEM / PRTB / SD / PROS;2.337;43,13 %
FAZENDA NOVA;15;AFRANIO;PMDB/PMDB / DEM / PTB / SD / PRP;2.656;55,76 %
FIRMINÓPOLIS;11;JORGE DO ESCRITORIO;PP/PP / PDT / PTB / PRB / PTC / PMDB / PR / PHS / PSD / PSB / PSDB;2.473;36,35 %
FLORES DE GOIÁS;22;JADIEL;PR/PR / PROS / PRB / REDE / PRP;2.558;44,62 %
FORMOSA;15;ERNESTO ROLLER;PMDB/PMDB / PROS / DEM / PC do B / PHS / PMB / PT do B / PPL / SD / PRTB / PSDC / PTB / PSL / PRP / PDT / PSC / PEN / REDE / PR;38.915;76,68 %
FORMOSO;45;ALESSANDRA;PSDB/PSDB / PDT / PT do B / PSB / PRB / PR / PHS / PTN;1.870;53,29 %
GAMELEIRA DE GOIÁS;11;WILSON TAVARES;PP/PP / PRB / PT / PTB / PSC / PPS / DEM / PSB;1.585;55,44 %
GOIANÁPOLIS;19;CHIQUINHO;PTN/PTN / PR / PSC / PSDB / PMDB;2.968;35,05 %
GOIANDIRA;45;ODEMIR;PSDB/PSDB / PP / PR / PROS / PSD / PPS;2.043;54,77 %
GOIANÉSIA;15;RENATO DE CASTRO;PMDB/PMDB / PSDC / PMB / PSL / PT / PTB / DEM / SD / PEN / PTC / PR / PRP / PDT;19.456;50,71 %
GOIÂNIA;15;* IRIS REZENDE;PMDB/PMDB / DEM / PDT / PRP / PTC / PRTB;277.074;40,47 %
GOIÂNIA;40;* VANDERLAN;PSB/PSB / PSC / PHS / PSL / PP / PV / PPS / PMB / PSDB / PRB / SD / PSDC;217.981;31,84 %
GOIANIRA;45;CARLAO DA FOX;PSDB/PSDB / REDE / PP / PMDB / PRB / PT do B / PTB / SD / PHS;16.421;69,25 %
GOIÁS;13;PROFESSORA SELMA BASTOS;PT/PT / PSC / PSDB / PROS / PMN / PTC / PTN / PEN / PHS / PV;6.374;42,59 %
GOIATUBA;11;ZEZINHO VIEIRA;PP/PP / PTC / SD / PR;7.663;38,50 %
GOUVELÂNDIA;15;NENZIM;PMDB/PMDB / PDT / PSL / PRTB / PTB;1.882;55,42 %
GUAPÓ;45;COLEMAR CARDOSO;PSDB/PSDB / PROS / PSD / PTB / PC do B / PPS / PP / PRB / PTN / SD / PR;5.547;56,33 %
GUARAÍTA;14;ADNA;PTB/PTB / PMDB / PSDB / PP / PTN / PHS / PSL / PT do B / DEM;1.255;55,65 %
GUARANI DE GOIÁS;45;VOLNEI;PSDB/PSDB / DEM / PDT / PSD;1.961;56,97 %
GUARINOS;55;ANA MARIA;PSD/PTN / PTB / PDT / PR / PSDB / PSD / PSB / PHS / PRP;1.109;54,47 %
HEITORAÍ;11;LUCIO;PP/PP / PRB / PTB / PSL / PTN / PHS / PSDB;2.198;58,74 %
HIDROLÂNDIA;25;PAULINHO;DEM/DEM / PRB / PSD / PRP / PDT / PSDC / PSC / PMN / PPS / PEN / SD / PV / PTN / PR;8.550;67,99 %
HIDROLINA;15;ZAZÁ ELOI;PMDB/PMDB / DEM / PDT / PSB / PHS;2.149;59,17 %
IACIARA;22;MANO;PR/PR / PDT / PSDC / SD;4.177;63,83 %
INACIOLÂNDIA;40;CHIQUINHO;PSB/PSB / PMDB / PDT / PSDC / PRTB / PSC / PV;2.027;50,61 %
INDIARA;12;DIVINO SABOR DA TERRA;PDT/PDT / PRB / PMDB / DEM / PHS / PTC / PSB / PRP / SD / PPS / PP;5.710;61,38 %
INHUMAS;11;ABELARDO VAZ;PP/PP / PT / PSDB / PSL / PHS / PSB / PSD / PPS / PSC / PT do B / PRP / PRTB / PC do B / PTB;17.874;56,58 %
IPAMERI;45;DANIELA;PSDB/PSDB / PDT / PP / PV / PTB / PC do B / PROS / PRB / PPS / PSC / PSDC / PMN;8.056;51,26 %
IPIRANGA DE GOIÁS;55;ALEX GÁS;PSD/PSD / DEM / PP / PSDB;1.532;54,46 %
IPORÁ;45;NAÇOITAN LEITE;PSDB/PSDB / PEN / PMB / PMN / PP / PSB / PSD / PSDC / PSL / PTB / PTN / SD;7.832;42,25 %
ISRAELÂNDIA;45;MIRIÃ DANTAS;PSDB/PSDB / PSD / PTB;1.537;59,64 %
ITABERAÍ;11;ROBERTO;PP/PR / PMN / PHS / PDT / PTN / PTC / PSL / PSDB / PSC / PSB / PPS / PP / PEN / PRB / PT;13.496;57,53 %
ITAGUARI;12;ADELINO;PDT/PDT / PTB / SD / PHS / PRB / PSL;2.315;57,54 %
ITAGUARU;45;EURIPEDES POTENCIANO;PSDB/PTB / PC do B / PSB / PSDB / PT do B / PP / PTN / PRB / PR / PROS / PMDB;2.600;56,30 %
ITAJÁ;45;RENIS;PSDB/PSDB / PSB / DEM / PSD;1.641;53,49 %
ITAPACI;45;MARIO MACACO;PSDB/PSDB / PTB / PP / PSD / PTN / PC do B / PSB;5.852;50,21 %
ITAPIRAPUÃ;11;ZELIA;PP/PP / PSDB / PTB / PTC / PSD / PTN / PRTB;3.093;53,24 %
ITAPURANGA;55;DAVES SOARES;PSD/PSD / PTB / PSDB / PC do B / PRP / PT do B / PTC / SD;8.268;49,56 %
ITARUMÃ;15;RICARDO FRANCISCO GOULART;PMDB/PMDB / DEM / PP / PSB / PT / PSC / SD;2.441;59,05 %
ITAUÇU;45;TULIM;PSDB/PP / PMDB / PSDB / PSC / PR / PSD / PTB / PDT / PPS;3.859;63,90 %
ITUMBIARA;14;ZÉ ANTÔNIO;PTB/PTB / PP / PSB / PROS / PMN / PC do B / REDE / PSC / PSDB / PSL / PT / PV / PSD / PMDB;36.143;67,27 %
IVOLÂNDIA;23;DR. FÁBIO;PPS/PSDB / PPS / PTB / PP / PT / PC do B / PSB / DEM;1.165;51,30 %
JANDAIA;15;MILENA;PMDB/PMDB / DEM / PDT / PSD;2.197;42,96 %
JARAGUÁ;45;ZILOMAR;PSDB/PSDB / PSB / PP / PDT / PSL / PSC / PC do B;10.972;43,12 %
JATAÍ;45;VINÍCIUS LUZ;PSDB/PSDB / PSD / PR / PPS / PTB / PP / PSL / PRB / PHS / PC do B;24.902;51,48 %
JAUPACI;55;LAERTE DOURADO;PSD/PRB / PT / PSDB / PSD / PTB;1.234;51,50 %
JESÚPOLIS;31;WYGNERLEY MORAIS;PHS/PHS / PSC / PSD / SD / PMDB / PP / PSB;1.175;55,16 %
JOVIÂNIA;45;MAX PEREIRA BARBOSA;PSDB/PSDB / DEM / PDT / PPS / PSB / PSD / PTB / PTC;2.824;61,83 %
JUSSARA;45;WILSON SANTOS;PSDB/PSDB / PTN / PRTB / PSB / PRB / PPS / PP / PHS / PSD / PV;6.298;53,69 %
LAGOA SANTA;55;ADIVAIR;PSD/PSD / DEM / PSDB / PP / PR;854;63,92 %
LEOPOLDO DE BULHÕES;22;ALECIO MENDES;PR/PR / PT do B / PSD / PP / PTN / PROS / PSDB;2.740;53,79 %
LUZIÂNIA;45;MARCELO MELO;PSDB/PMDB / PP / PSL / REDE / PTN / PPS / DEM / PRTB / PHS / PMB / SD / PT do B / PPL / PSDB / PTC / PR / PRP;38.942;83,97 %
MAIRIPOTABA;11;CARLOS HENRIQUE;PP/PP / PSDB / PT / PC do B / PMDB;1.397;60,90 %
MAMBAÍ;11;BARBOSA;PP/PSDB / PR / PPS / PP / PSB / PT / PSL / REDE;2.574;51,94 %
MARA ROSA;90;FLAVIO TATU;PROS/PROS / PDT / PMDB / PSD;3.767;57,66 %
MARZAGÃO;45;CLAUDINEI RABELO;PSDB/PSDB / PTB / PP / PDT / PR;1.048;53,77 %
MATRINCHÃ;19;CLAUDIA;PTN/PTN / PT / PMDB / PPS / PSL / PC do B;1.520;47,93 %
MAURILÂNDIA;45;EDJANE;PSDB/PSDB / PSB / PTB / PSD / PP / PSC / PTC / PDT;3.247;51,11 %
MIMOSO DE GOIÁS;22;NIVALDO;PR/PR / PSL / PT do B / PSB / PTC;714;27,42 %
MINAÇU;25;NICK BARBOSA;DEM/DEM / PTC / PR / PSC;7.921;41,57 %
MINEIROS;15;AGENOR REZENDE;PMDB/PMDB / PRB / PRP / PT / PC do B / PR / PEN;15.621;51,58 %
MOIPORÁ;40;NEI;PSB/PSB / PR / PSD / PTB / PTN / PP / PROS / PMDB / PTC / DEM / PHS / PPS;1.567;100,00 %
MONTE ALEGRE DE GOIÁS;22;JUVENAL;PR/PR / SD / PDT / PSDB / PSDC / PSD;2.739;60,70 %
MONTES CLAROS DE GOIÁS;15;CÍCERO DA BEBEDOURO;PMDB/PDT / PMDB / PTN / DEM / PHS / PTC / PRP / PSC / PSB / PSDC / PTB;3.324;57,47 %
MONTIVIDIU;22;DR. ADEMIR;PR/PSD / PSDB / PR / PSB / PRB / PSDC / PV / PTN / PDT / PSL / PPS / DEM;4.034;51,11 %
MONTIVIDIU DO NORTE;14;CIRINHA DA FARMÁCIA;PTB/PRB / PTB / PMDB / PPS / PTC / PSD / SD / PROS;2.112;77,50 %
MORRINHOS;14;ROGERIO;PTB/PTB / PTC / PRB / PP / PT / PMDB / PSL / PTN / PSC / PR / PPS / PSB / PV / PHS / PRP / PEN / PRTB / PSD / PT do B / SD;21.990;86,89 %
MORRO AGUDO DE GOIÁS;55;NATAIR;PSD/PSD / PRB / PR / PHS / PSB / PV / PSDB / PMDB / PPS / PC do B;1.345;60,78 %
MOSSÂMEDES;12;CASSIM;PDT/PP / PDT / PMDB / PSD / PTC / PT / PPS / PEN / DEM;2.659;66,88 %
MOZARLÂNDIA;45;ADALBERTO DA PAX;PSDB/PSDB / PP / PTB / PR / PC do B / SD / PMDB;4.601;52,11 %
MUNDO NOVO;22;HELCIO;PR/PSC / PR / PPS / PSDB / PSD / PROS / PHS;2.137;48,90 %
MUTUNÓPOLIS;55;JÚNIOR DO JONAS;PSD/PSD / PPS / PSL / PSB / PTC / PSDB;2.168;100,00 %
NAZÁRIO;22;TUIRA;PR/PR / PROS / PTC / PRP / PRB / PC do B;3.674;57,48 %
NERÓPOLIS;10;GIL TAVARES;PRB/PRB / PSD / PSL / PRTB / PTC / PROS / PT / PP / PTN;9.277;53,49 %
NIQUELÂNDIA;40;VALDETO;PSB/PSB / SD / REDE / PDT / PRP / PMB / PPS / PSDB / PSDC;10.603;46,11 %
NOVA AMÉRICA;45;EURIPEDES;PSDB/PP / PSDB;1.157;53,22 %
NOVA AURORA;13;VILMAR CARAJÁ;PT/PMDB / PT;1.244;67,10 %
NOVA CRIXÁS;25;BARRETINHO;DEM/DEM / PMDB / SD / PC do B / PROS / PTC / PRP / PHS / PTB;4.953;65,06 %
NOVA GLÓRIA;11;CARLINHO;PP/PP / PR / PTB;3.721;65,23 %
NOVA IGUAÇU DE GOIÁS;90;CIMÁ;PROS/PROS / PDT / PMDB / PRB / DEM / PSD;1.558;58,51 %
NOVA ROMA;45;MÍRIAN;PSDB/PDT / PSD / PHS / PP / PTB / PTN / PSDB;1.492;61,48 %
NOVA VENEZA;45;PATRICIA;PSDB/PMDB / PPS / PSB / PR / PSDB;2.961;48,85 %
NOVO BRASIL;15;SEBASTIAO SABINO;PMDB/PMDB / PT / PTN;1.622;51,61 %
NOVO GAMA;45;SONIA CHAVES;PSDB/PMB / PMN / PSDB / PMDB / PC do B / PSD / PHS / PTB / PTN / PTC / PSL / PDT;22.393;58,60 %
NOVO PLANALTO;15;DAVI JOSE;PMDB/PMDB / PPS / DEM;1.325;42,01 %
ORIZONA;45;DR JOAQUIM MARÇAL;PSDB/PP / PSDB / PSD / PTB;5.248;55,31 %
OURO VERDE DE GOIÁS;25;JAIME;DEM/DEM / PTB / PPS / PROS / SD;1.988;64,11 %
OUVIDOR;15;ONOFRE GALDINO;PMDB/PDT / PMDB / PSC / PV / PT / DEM / PHS;3.859;57,07 %
PADRE BERNARDO;45;CLAUDIENIO;PSDB/PSDB / PR / PP / PTN / PPS / PSB / PHS / PSL / PSDC;7.700;53,46 %
PALESTINA DE GOIÁS;45;RODRIGUES;PSDB/PSDB / PSD / PP / PTN;1.634;52,54 %
PALMEIRAS DE GOIÁS;45;VANDO VITOR;PSDB/PSDB / PP / PSD / PPS / PTB / PR / PSDC / PTC / PRB / PTN / SD / PSB / PRTB / PT do B / PSL / PSC / DEM;10.522;68,61 %
PALMELO;55;DIDI;PSD/PROS / PR / PSD / PP / PT;1.127;59,25 %
PALMINÓPOLIS;14;ZEZINHO;PTB/PTB / PP / PMDB / PSL / PROS;1.694;49,04 %
PANAMÁ;22;ZE WILLIAN;PR/PR / PSB / PROS;1.105;48,96 %
PARANAIGUARA;45;ADALBERTO AMORIM;PSDB/PSDB / PP / PDT / PSB / PR;2.653;42,16 %
PARAÚNA;10;PAULINHO DO LUZITANA;PRB/PMDB / PP / PR / PRB / PSD / PT;3.901;54,48 %
PEROLÂNDIA;45;DOUTOR JHONATTA;PSDB/PSDB / PDT;1.664;65,33 %
PETROLINA DE GOIÁS;15;PROFESSORA MAGDA;PMDB/PMDB / PSDB / PR / PTC / PC do B / PEN / PDT / PRTB / SD;2.738;88,38 %
PILAR DE GOIÁS;15;DR. SÁVIO;PMDB/PMDB / PTB / PT / DEM / PRP / PDT;1.682;59,14 %
PIRACANJUBA;15;JOAO BARBOSA;PMDB/PMDB / PSL / PT / DEM / PRP / SD;7.427;49,96 %
PIRANHAS;11;DR. ERIC;PP/PP / PDT / PPS / PSB / PSDB / PC do B / PROS / PTB;4.010;51,94 %
PIRENÓPOLIS;25;JOÃO DO LÉO;DEM/DEM / PDT / PPS / PRB / PRP / PHS / SD;6.371;47,86 %
PIRES DO RIO;11;CLEIDE DO GULLAS;PP/PP / DEM / PRTB / PTN / PRB / SD / PSD / PMDB / PT;10.124;61,35 %
PLANALTINA;90;DR DAVI;PROS/PT do B / PROS / PP / PT / REDE / DEM / PSDC / PEN / PMN / PRTB / PSB;15.646;37,49 %
PONTALINA;15;MILTON RICARDO;PMDB/PMDB / PTC / DEM / PTB / SD / PC do B;7.668;64,27 %
PORANGATU;45;PEDRO FERNANDES;PSDB/PTB / PSB / PR / PSD / PHS / SD / PSDB / PPS / PDT / PEN / PP / PRTB / PSL;10.141;42,59 %
PORTEIRÃO;45;CUNHA;PSDB/PRB / PP / PDT / PSL / PSC / PR / PHS / PSDB / PSD / PTN;1.561;52,16 %
PORTELÂNDIA;15;MANOEL DO ELIZER;PMDB/PMDB;1.751;54,04 %
POSSE;45;WILTON BARBOSA;PSDB/PDT / PHS / PP / PPS / PR / PRB / PSC / PSDB / PSD / PSDC / PSL / PT do B / PTC / PTN / PV / PSB / SD;10.400;57,01 %
PROFESSOR JAMIL;45;GERALDO ANTONIO;PSDB/PP / PSDB / PSD;1.462;48,83 %
QUIRINÓPOLIS;15;GILMAR ALVES;PMDB/PPS / DEM / PC do B / SD / PV / PROS / PRTB / PSDC / PMDB;16.003;58,05 %
RIALMA;14;FRED VIDIGAL;PTB/PTB / PSD / PMDB / PP / DEM / SD;4.168;62,65 %
RIANÁPOLIS;45;ZÉ CARLOS;PSDB/PSDB / PP / PTN / PSD / PSDC;1.772;56,11 %
RIO QUENTE;12;LUIZ CARLOS;PDT/PRB / PP / PDT / PT / PMDB / REDE / PTN / DEM / PPS / PSDC / PRTB / PHS / PMN / PMB / PV / PRP / PEN / PT do B / PSC;1.398;100,00 %
RIO VERDE;15;PAULO DO VALE;PMDB/REDE / DEM / PMDB / PRP;47.963;49,33 %
RUBIATABA;45;DR. JOSÉ LUIZ;PSDB/PSDB / PR / PHS / PSL / PSC / PROS / PSD / PSB / PP / PC do B;7.089;57,47 %
SANCLERLÂNDIA;45;ITAMAR LEÃO;PSDB/PSDB / PP / PHS;3.923;62,41 %
SANTA BÁRBARA DE GOIÁS;11;WAGNER VAZ;PP/PP / PHS / PSDB / PTB / PSD / PDT;2.224;50,34 %
SANTA CRUZ DE GOIÁS;28;DR. MATEUS;PRTB/PRTB / PTB / PSDB / PMDB / PDT / PPS / PRB / PROS / PSD / PSDC / PT;1.329;55,49 %
SANTA FÉ DE GOIÁS;40;LIA;PSB/PSB / PSDB / PSD / DEM / PMDB;1.985;53,26 %
