Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
CONFRESA;45;DR. RONIO CONDÃO;PSDB/PSDB / PSD / PR / PRB / PPS / PMB / PC do B / PSC;6.368;46,09 %
CONQUISTA D'OESTE;15;JOSÉ CARLOS;PMDB/PRB / PT / PMDB / SD;827;100,00 %
COTRIGUAÇU;40;COTCHARAPA;PSB/PDT / PT / PR / PPS / PSB;3.179;51,23 %
CUIABÁ;15;* EMANUEL PINHEIRO;PMDB/PMDB / PTB / PP / PSC / PMB / PR / PROS / SD / PPL / PT do B / PRP / PTC;98.051;34,15 %
CUIABÁ;45;* WILSON SANTOS;PSDB/PSDC / PMN / PEN / PHS / PRTB / PPS / PSL / PSDB / PSD / DEM / PSB / PV;81.531;28,40 %
CURVELÂNDIA;45;SIDINEI CUSTODIO;PSDB/PP / PSL / DEM / PSDB / PSB / PV;1.867;59,14 %
DENISE;43;DRª ELIANE;PV/PV / PSC / PP / PSDB / DEM;2.708;61,73 %
DIAMANTINO;12;EDUARDO CAPISTRANO;PDT/PDT / PTB / DEM / PRB / PSDB / PSD / PV / PPS;7.527;65,23 %
DOM AQUINO;40;JOSAIR LOPES;PSB/PSB / PSDB / PMDB / PP / SD / PSC / PHS;2.723;51,42 %
FELIZ NATAL;45;DR RAFAEL PAVEI;PSDB/PSDB / DEM / PV;2.842;60,03 %
FIGUEIRÓPOLIS D'OESTE;45;EDUARDO VILELA;PSDB/PSDB / PP / PSC;1.487;57,50 %
GAÚCHA DO NORTE;77;VONEY GOIANO;SD/SD / PRB / PSC;1.850;52,35 %
GENERAL CARNEIRO;22;MARCELO AQUINO;PR/PR / PMB / PDT / PTB / PMDB / PSD / PPS;1.727;50,82 %
GLÓRIA D'OESTE;40;PAULO REMÉDIO;PSB/PSB / PSDB / PROS / SD / PPS / PTB / DEM;1.522;70,66 %
GUARANTÃ DO NORTE;10;ÉRICO;PRB/PRB / DEM / PRP / SD / PROS / PMB;4.881;33,80 %
GUIRATINGA;45;HUMBERTO BOLINHA;PSDB/PSDB / PMDB / PRB / PSC / PHS / PDT / PV / SD / PROS;3.807;57,41 %
INDIAVAÍ;55;VALTEIR;PSD/PR / SD / PSD;914;55,80 %
IPIRANGA DO NORTE;45;PEDRO FERRONATTO;PSDB/PDT / DEM / PSB / PSDB / PSD / SD / PP;1.674;53,97 %
ITANHANGÁ;22;EDU PASCOSKI;PR/PR / PSB / PP;1.933;58,14 %
ITAÚBA;43;VALCIR DONATO;PV/PV / PSDB / PDT / PT / PMDB / PSC / PSD;2.192;69,13 %
ITIQUIRA;55;BETAO;PSD/PT / PTB / PMDB / PR / PPS / PSDC / PSB / PSD / PV / PSDB / PRP;4.907;70,37 %
JACIARA;45;ABDO;PSDB/PPS / PSDB / PSD / PP / PV / SD / PC do B / DEM;7.956;52,92 %
JANGADA;45;GARRINCHA;PSDB/PRB / PSC / PSDB;2.733;51,45 %
JAURU;55;PEDRO FERREIRA;PSD/PSD / DEM / PP / PDT / PRB / PTB / PR / PPS / PMB / PSDB;3.208;52,54 %
JUARA;40;LUCIANE BEZERRA;PSB/PP / PDT / PTB / PSC / PPS / PMN / PSB / PV / PRP / PSDB / PSD / SD;8.808;55,74 %
JUÍNA;13;ALTIR PERUZZO;PT/PT / PMDB / PP / PDT / PEN;12.187;55,42 %
JURUENA;90;SANDRA CROZETTA;PROS/PROS / SD / PTB / PSB / DEM / PT / PSD;3.491;78,96 %
JUSCIMEIRA;45;MOISES DA FARMACIA;PSDB/PMDB / PRP / PSDB;3.077;45,10 %
LAMBARI D'OESTE;40;EDVALDO;PSB/PSB / PR / PTB / PSDB / SD;1.410;38,10 %
LUCAS DO RIO VERDE;55;BINOTTI;PSD/PP / PT / PTB / PMDB / PTN / PR / DEM / PMN / PSD / SD;14.408;100,00 %
LUCIARA;22;FAUSTIINHO;PR/PP / PDT / PR / DEM / PSD;691;40,22 %
MARCELÂNDIA;55;ARNÓBIO;PSD/PSC / DEM / PSB / PRP / PSD;3.670;53,31 %
MATUPÁ;15;VALTINHO MIOTTO;PMDB/PMDB / PP / PSB / PSC / PR / SD;4.401;54,31 %
MIRASSOL D'OESTE;45;DR. JEFFERSON;PSDB/PSDB / PP / PDT / PSL / PSC / DEM / PV;6.121;100,00 %
NOBRES;45;LEOCIR;PSDB/PMDB / PSC / PR / PPS / DEM / PSDB / PSD / SD;4.497;50,91 %
NORTELÂNDIA;55;ZEMA;PSD/PSD / PRP / SD;2.127;55,30 %
NOSSA SENHORA DO LIVRAMENTO;45;SOUZA;PSDB/PP / PMDB / PSDB;6.384;68,70 %
NOVA BANDEIRANTES;40;VALDIR RIO BRANCO;PSB/PSB / PHS / PP;2.444;37,52 %
NOVA BRASILÂNDIA;15;MARILZA;PMDB/PMDB / PSC / PTB / PP / SD / PHS;1.816;63,50 %
NOVA CANAÃ DO NORTE;12;RUBÃO;PDT/PDT / DEM / PMB / PPS / PT / SD / PSB / PV;4.608;59,95 %
NOVA GUARITA;55;ZECA;PSD/PMDB / PSDB / PSD;1.493;50,51 %
NOVA LACERDA;25;UILSON LINGUIÇA;DEM/PMDB / PSC / DEM / PV / PSDB;2.182;61,73 %
NOVA MARILÂNDIA;45;JUVENAL ALEXANDRE DA SILVA;PSDB/PSDB / DEM;1.217;54,75 %
NOVA MARINGÁ;45;JOAO BRAGA;PSDB/PDT / PTB / PMDB / PR / PPS / DEM / PSB / PV / PSDB / PSD / PRP;2.054;65,56 %
NOVA MONTE VERDE;15;BIA;PMDB/PMDB / PDT / PSC / PP / PRB / PR;2.085;50,90 %
NOVA MUTUM;12;ADRIANO;PDT/PP / PDT / PSC / PR / PPS / DEM / PSDC / PMN / PSB / PRB / PSD / PEN / PHS / PROS / PSDB;16.720;100,00 %
NOVA NAZARÉ;45;JOAO FILHO;PSDB/PSDB / PP / PTB / PROS / DEM / PR;1.128;62,05 %
NOVA OLÍMPIA;55;ZE ELPIDIO;PSD/PP / PDT / PTB / PSC / PR / DEM / PMB / PSB / PV / PSDB / PSD / PROS;6.580;72,65 %
NOVA SANTA HELENA;25;TEREZINHA;DEM/DEM / PSDB / PMB / PSB / PSD;1.531;54,89 %
NOVA UBIRATÃ;45;VALDENIR;PSDB/PMDB / PMB / PSDB / PSC / DEM;2.508;52,23 %
NOVA XAVANTINA;55;JOÃO CEBOLA;PSD/PSDB / PP / PDT / PR / PMB / PRP / PT / PV / PTB / PSL / PSB / PSD / SD / DEM / PRB / PMDB / PC do B / PSC;7.932;100,00 %
NOVO HORIZONTE DO NORTE;55;SILVANO;PSD/PSD / PMDB / PP / PT / PR;1.384;54,42 %
NOVO MUNDO;45;TONI MAFINI;PSDB/PMDB / PSDB / DEM / PTB / PSC;2.604;68,62 %
NOVO SANTO ANTÔNIO;10;ADÃO BRECHÓ;PRB/PRB / PMB / PT;575;40,21 %
NOVO SÃO JOAQUIM;15;JORDÃO;PMDB/PMDB / PP / PV / SD / PROS / PDT;1.956;51,38 %
PARANAÍTA;45;TONY RUFATTO;PSDB/PSDB / PSD / DEM / PSB / PPS;3.994;61,20 %
PARANATINGA;15;MARQUINHOS DO DEDÉ;PMDB/PMDB / PR / PSL;4.541;47,17 %
PEDRA PRETA;15;NÁ;PMDB/PMDB / PSC / PR / PP / DEM / SD / PSL / PRP;4.621;47,09 %
PEIXOTO DE AZEVEDO;45;MAURICIO DO POSTO CARAMUJO;PSDB/PP / PTB / DEM / PSDB / PSB / PRP / PSC;8.535;63,38 %
PLANALTO DA SERRA;45;ANGELINA;PSDB/PSDB / PP / PHS / PTB / PR;885;43,73 %
POCONÉ;22;TATÁ AMARAL;PR/PP / PTB / PSC / PR / PPS / DEM / PRTB / PRP / PROS;6.393;37,88 %
PONTAL DO ARAGUAIA;45;GERSON;PSDB/PSDB / DEM / PSB / PMB / PV / PPS / PRB;1.736;42,76 %
PONTE BRANCA;45;HUMBERTO NOGUEIRA;PSDB/PSDB / PSD / PPS / PMB;1.181;74,61 %
PONTES E LACERDA;10;ALCINO BARCELOS;PRB/PRB;11.817;56,69 %
PORTO ALEGRE DO NORTE;12;DANIEL DA ITAQUERÊ;PDT/PDT / PSD / PRB / PR / PT do B / DEM;2.057;37,69 %
PORTO DOS GAÚCHOS;15;BAXINHO PIOVESAN;PMDB/PMDB / PSDB / PSC / PDT / PP / PR / PSD;1.995;64,13 %
PORTO ESPERIDIÃO;15;MARTINS;PMDB/PMDB / PSC / DEM / PR / PDT / PP;2.827;46,16 %
PORTO ESTRELA;20;EUGÊNIO PELACHIM;PSC/PSC / PMB / PSB / PPS / PSDB / DEM;1.048;41,26 %
POXORÉU;12;NELSON PAIM;PDT/PDT;3.697;44,37 %
PRIMAVERA DO LESTE;15;DR PAULO;PMDB/PV / DEM / PT / PSD / PMDB / PTB / SD / PP / PRB / PR / PROS / PRP / PMB;10.636;100,00 %
QUERÊNCIA;40;FERNANDO GORGEN;PSB/PSB / PSD / PRB / PMN / PROS / PMB / PSDC / DEM / PDT / PC do B / PSC / PPS / PTC / SD;4.822;55,23 %
RESERVA DO CABAÇAL;55;TARCISIO FERRARI;PSD/PSD / PDT / PSC / PMDB / DEM;1.023;58,83 %
RIBEIRÃO CASCALHEIRA;22;DR REYNALDO;PR/PR / PP / PSB / SD / PHS / PSC / PSD;2.635;52,77 %
RIBEIRÃOZINHO;45;RONIVON;PSDB/PSDB / PSD / PP;1.097;62,94 %
RIO BRANCO;20;TOTONHO;PSC/PSC / PPS / DEM / PSDB / PROS / PSD;1.763;54,67 %
RONDOLÂNDIA;11;AGNALDO;PP/PP / PTB / PR / DEM / PSB / PSDB / PSD / PC do B;1.048;50,65 %
RONDONÓPOLIS;77;ZÉ CARLOS DO PÁTIO;SD/SD / PTB / PHS / PEN / PMN / PTN / PRTB / REDE / PMB;39.352;36,22 %
ROSÁRIO OESTE;22;JOÃO BALBINO;PR/PR / PPS / PSC / PP;4.062;51,37 %
SALTO DO CÉU;11;MERSON;PP/PP / PSDB / PV / PSD;1.605;65,32 %
SANTA CARMEM;55;RODRIGO DO POSTO;PSD/PSD / PP / PSC / PR / PSB;1.634;58,19 %
SANTA CRUZ DO XINGU;40;MARCOS DE SÁ;PSB/PSB / PMDB / PP / PPS / PDT / SD / PV / PT;659;53,84 %
SANTA RITA DO TRIVELATO;55;EGON HOEPERS;PSD/PDT / PSB / SD / PMB / PROS / PR / PSD;888;51,75 %
SANTA TEREZINHA;12;EUCLESIO;PDT/PDT / PTB / PMDB / PSC / PSDB;1.826;50,64 %
SANTO AFONSO;45;JOABE, XIRU, INDIO VELHO;PSDB/PSDB;1.088;100,00 %
SANTO ANTÔNIO DO LESTE;22;MIGUEL BRUNETTA;PR/PP / PR / PRB / PSC / PSDB / PSD / PSB / PPS;1.126;59,67 %
SANTO ANTÔNIO DO LEVERGER;55;VALDIRZINHO;PSD/PMDB / PTB / SD / PTC / PT do B / PSB / PSD;6.085;50,58 %
SÃO FÉLIX DO ARAGUAIA;77;DRA. JANAILZA;SD/PRB / PP / PDT / PT / PMDB / PSL / PSC / PMB / PV / PRP / PC do B / SD;2.908;59,87 %
SÃO JOSÉ DO POVO;55;ARIVALDO;PSD/PSD / PSC / PV / PSDB;1.420;59,87 %
SÃO JOSÉ DO RIO CLARO;11;VALDOMIRO LACHOVICZ;PP/PP / REDE / PSC / PSDB / SD / PR;4.238;51,76 %
SÃO JOSÉ DOS QUATRO MARCOS;45;PROFESSOR RONALDO;PSDB/PSDB / DEM / PSB / PSC / PRB / PT / PMDB / PV;6.355;63,56 %
SÃO JOSÉ DO XINGU;14;CASTELO;PTB/PTB / PSD / PHS / PP / PSB / SD / PR / PRB / PV / PPS / PT do B;1.429;44,95 %
SÃO PEDRO DA CIPA;22;ALEXANDRE RUSSI;PR/PRB / PP / PDT / PT / PMDB / PR / PSB / PROS;2.306;83,64 %
SAPEZAL;20;VALCIR;PSC/PSL / PDT / PRP / PMN / PTB / REDE / PROS / PSC / PR / PV / PMDB / PHS;5.211;54,03 %
SERRA NOVA DOURADA;45;OZEMAR;PSDB/PP / PR / DEM / PV / PDT / PSDB;734;57,17 %
SINOP;22;ROSANA MARTINELLI;PR/PR / PMDB / PV / PMB / PTB / PMN / PTC / PC do B / PTN / PROS / PT;23.981;39,55 %
SORRISO;45;ARI LAFIN;PSDB/PMDB / PSC / PRP / PSD / PSDB / PV / DEM;21.008;54,14 %
TABAPORÃ;15;SIRINEU;PMDB/PMDB / PSB / PPS / PDT / PT;2.259;46,73 %
TANGARÁ DA SERRA;15;FÁBIO JUNQUEIRA;PMDB/PMDB / PMB / PR / PC do B / SD / PRB;18.063;39,15 %
TAPURAH;25;IRALDO;DEM/PTB / PDT / DEM / PSDB;3.025;52,27 %
TERRA NOVA DO NORTE;22;VALTER KUHN;PR/PR / PMDB / PT / PDT / PP / SD / PMB / REDE / PSDB;3.694;55,11 %
TESOURO;15;ANTONIO LEITE;PMDB/PDT / PMDB / PSDB;1.176;51,42 %
UNIÃO DO SUL;55;CLAUDIO DO POSTO;PSD/PSD;1.237;63,66 %
VALE DE SÃO DOMINGOS;40;GERALDO RAMOS;PSB/PSB / DEM / PP / PSD / PV / PR / PRB / PMB;1.142;52,39 %
VÁRZEA GRANDE;25;LUCIMAR;DEM/PP / PTB / PMDB / PR / PPS / DEM / PRTB / PHS / PSB / PRP / PSD / PC do B / PTN;95.634;76,16 %
VERA;40;MOACIR GIACOMELLI;PSB/PT / PTB / DEM / PRP / PSB / SD / PSC;2.744;55,27 %
VILA BELA DA SANTÍSSIMA TRINDADE;43;WAGNER;PV/PMDB / PV;4.781;61,44 %
VILA RICA;22;ABMAEL;PR/PR / PMB / PSDB;4.492;49,21 %
