Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
SÃO GONÇALO;23;* DR. JOSÉ LUIZ NANCI;PPS/PPS / PSL / SD;82.848;20,46 %
SÃO GONÇALO;10;* DEJORGE PATRICIO;PRB/PRB / PMN / PRTB;81.952;20,24 %
SÃO JOÃO DA BARRA;11;CARLA MACHADO;PP/PRB / PP / PSB / PC do B / PHS / PSDC / REDE / PT / PSC / PSD / PROS / PTN / PPS / PEN / PV / PTB / PRP;22.032;73,02 %
SÃO JOÃO DE MERITI;22;DR. JOÃO;PR/PR / PSDB / PDT / PMB / PV / PRP / PEN / PPL / PROS / PRB;115.403;50,90 %
SÃO JOSÉ DE UBÁ;11;MARCIONILIO;PP/PP / PR / PTN / PTB / PSDC / PSDB / PROS / PRB / PPS;3.155;51,27 %
SÃO JOSÉ DO VALE DO RIO PRETO;43;GILBERTO ESTEVES;PV/PV / PT do B;4.012;33,49 %
SÃO PEDRO DA ALDEIA;15;CHUMBINHO;PMDB/PMDB / PDT / PSDC / PSL / PRP / PP / PTN / PRTB / PC do B / DEM / PPS / PT;20.478;53,80 %
SÃO SEBASTIÃO DO ALTO;11;TAVINHO RODRIGUES;PP/PP / PMDB / PPS / PSB / PR;4.170;100,00 %
SAPUCAIA;15;FABRICIO BAIÃO;PMDB/PMDB / PSC / PSB / PSDB / PROS;6.654;51,35 %
SAQUAREMA;19;MANOELA PERES;PTN/PTN / PR / PPS / PRB / PT do B / PT / PSC / PC do B / PPL / PRP;23.600;52,20 %
SEROPÉDICA;12;ANABAL;PDT/PDT / PT do B / PTC / PSDC / PTN / PRP;24.124;84,53 %
SILVA JARDIM;15;ANDERSON ALEXANDRE;PMDB/PP / PMDB / PSB / PTN / SD / PRP / PSD;7.470;51,30 %
SUMIDOURO;14;PÉ LISO;PTB/PTB / PP / PR / PEN / SD;6.870;61,37 %
TANGUÁ;14;VALBER;PTB/PSB / PTB / PT do B / PSC / PHS / PPL / PRP / SD / PV / PSDC / PMB / PEN / PSDB / PPS / DEM;11.230;56,96 %
TERESÓPOLIS;15;DR. LUIZ RIBEIRO;PMDB/PMDB / PRTB / DEM / PEN;19.791;39,73 %
TRAJANO DE MORAIS;25;RODRIGO VIANA;DEM/DEM / PPS / PP / PT do B / PMB / PT;3.298;45,55 %
TRÊS RIOS;12;JOSIMAR SALLES;PDT/PDT / PRB / PSC / PR / PPS / PRTB / PHS / PV / PSDB / PEN;22.947;50,62 %
VALENÇA;11;FERNANDINHO GRAÇA;PP/PP / PSDC / DEM / PEN / PSL / PSC / PT;20.252;50,87 %
VARRE-SAI;55;DR. SILVESTRE;PSD/PSD / DEM / PSDB / PT do B / PROS / PT / PP / SD / PPS;3.511;53,37 %
VASSOURAS;23;SEVERINO DIAS;PPS/PPS / PP / PHS / PROS / PEN;7.108;46,06 %
VOLTA REDONDA;10;* BALTAZAR;PRB/PRB / PDT / PT / PSL;50.881;31,96 %
VOLTA REDONDA;43;* SAMUCA SILVA;PV/PV;39.547;24,84 %
