Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
AMÉRICO BRASILIENSE;45;DIRCEU PANO;PSDB/PSDB / PV / PTB / DEM / PDT / PSB / PR / PSD / PRTB / PP / PRB / PPS / PSL / PSC;13.638;74,79 %
AMÉRICO DE CAMPOS;23;AQUILES;PPS/PMDB / PTB / PV / SD / PROS / PC do B / PSD / DEM / PP / PPS / PHS;2.596;64,02 %
AMPARO;45;JACOB;PSDB/PRB / PP / PR / PSC / PV / PSDB / PSD / PC do B / SD;11.549;33,78 %
ANALÂNDIA;15;JAIRO MASCIA;PMDB/PMDB / PSB / PTN / PV / SD;1.968;54,19 %
ANDRADINA;65;TAMIKO;PC do B/PT / PTN / PC do B / PDT / PT do B / PSD / PTC / PMN / PHS / PEN / PRTB / PSC / PMB;14.148;45,11 %
ANGATUBA;15;DR. LUIZ;PMDB/PMDB / PV / PSD / PDT / PSC / PT / PR / PRB;9.731;70,76 %
ANHEMBI;55;MIGUEL MACHADO;PSD/DEM / PP / PPS / PRB / PSB / PV / PEN / PSD / PSDB / SD;2.785;100,00 %
ANHUMAS;55;GENILDO;PSD/PTB / PSD / PSB / PRB / PP / PEN;1.265;42,79 %
APARECIDA;15;SARGENTO ERNALDO;PMDB/PMDB / PDT / PT / PTB / DEM / PSL / PPS / SD / PC do B / PV / PRTB;7.388;33,53 %
APARECIDA D'OESTE;55;MAÉRCIO;PSD/DEM / PSD / PSC / PTB / PMDB / PSB / SD;1.757;54,53 %
APIAÍ;15;LUCIANO POLACZEK;PMDB/PMDB / DEM / PROS / PEN;8.092;56,25 %
ARAÇARIGUAMA;43;LILI AYMAR;PV/PV / PRB / PPS / PPL / PT do B / PDT / PT / PTC / PC do B / PEN / PMDB / DEM / PHS / PP / PSL;6.080;50,27 %
ARAÇATUBA;45;DILADOR;PSDB/PSDB / PPS / PP / PSC / PPL / PEN / SD / PMB / PRTB / PV / PDT / PSD / PHS / PSB;58.190;59,58 %
ARAÇOIABA DA SERRA;43;DIRLEI SALAS;PV/PRB / PV;4.468;25,53 %
ARAMINA;45;DALVINHA;PSDB/PSDB / PTB / PMDB / DEM / PT;2.050;51,10 %
ARANDU;22;CASTELO;PR/PP / PT / PMDB / PSC / PR / PV / PSDB / PSD / DEM;2.273;89,45 %
ARAPEÍ;77;EDINHO;SD/SD;726;34,80 %
ARARAQUARA;13;EDINHO SILVA;PT/PP / PT / PR / PC do B;41.220;41,71 %
ARARAS;55;ENG. PAULINHO;PSD/PSD / REDE / PSB / PROS;14.137;36,53 %
ARCO-ÍRIS;14;ANA SERAFIM;PTB/PTB / PP / PT / PMDB / PSB / PSDB / PSD;1.018;51,34 %
AREALVA;45;DR ELSON;PSDB/PSDB / DEM / PMDB / PTB;2.874;55,00 %
AREIAS;25;PAULO HENRIQUE - PH;DEM/DEM / PSD / PTN / PV / PSB / PR / PP / PT / PSC;2.061;73,24 %
AREIÓPOLIS;22;TONI;PR/PR / PMDB / PRB / DEM / PEN / PMB / SD / PT;3.655;52,71 %
ARIRANHA;45;FAUSTO;PSDB/PSDB / PRB / PT / PR / PPS / PSB / PMB / PSD;1.384;100,00 %
ARTUR NOGUEIRA;45;IVAN VICENSOTTI;PSDB/PSDB / PSL / PMDB / PTC / PR / PC do B / PMB / PTN / PP / PEN;15.872;60,34 %
ARUJÁ;15;DR ZE LUIZ MONTEIRO;PMDB/PRB / PMDB / PT / PR / PSDB / PTB / PRTB / PTC / PSC;16.290;44,18 %
ASPÁSIA;25;CALANGO;DEM/DEM / PTB / PSB / PSD / PP / SD / PMDB / PT;857;50,86 %
ASSIS;12;JOSÉ FERNANDES;PDT/PDT / PP / PSD / PSC / PMDB / PPS / PSL / PRP / SD;18.817;40,09 %
ATIBAIA;40;SAULO;PSB/PSB / PROS / PTB / PMDB / SD / PRB / PC do B / PTC / PSC / PEN / PT / PDT / PTN / PT do B / PRTB / DEM / PPS / PR / PSL;37.300;56,52 %
AURIFLAMA;45;DR OTAVIO WEDEKIN;PSDB/PSDB / DEM / PDT / PR / PSD;5.162;58,98 %
AVAÍ;55;ANDRÉ DO NETO;PSD/PSD / PSC / PMB;1.253;34,89 %
AVANHANDAVA;55;CIRO;PSD/PSD / PTB / PSC / PSDB / PR / PV;3.367;54,21 %
AVARÉ;14;JO SILVESTRE;PTB/PSB / PTN / PEN / PR / PDT / DEM / SD / PTB / PRB;19.542;46,42 %
BADY BASSITT;23;TOBARDINI;PPS/PPS / DEM / PV / PRB / PMDB / PP / SD / PHS;4.979;56,23 %
BALBINOS;45;JACKSON;PSDB/PDT / PTB / PMDB / DEM / PSDB;991;100,00 %
BÁLSAMO;15;DU;PMDB/PMDB / SD / PT / PTN / PROS;3.255;52,70 %
BANANAL;45;PELECO;PSDB/PSDB / PDT / PRB / PRP / PEN / PPS / PSDC;3.205;47,72 %
BARÃO DE ANTONINA;45;MARIA NERES;PSDB/PP / PTN / PR / PSDB / PSD;1.165;54,64 %
BARBOSA;25;PAULINHO;DEM/PRB / DEM;1.810;41,42 %
BARIRI;45;NETO LEONI;PSDB/PSDB / PTB / PTN / PSC / PR / DEM / PSB / PRP / PEN / PMB;6.891;40,53 %
BARRA BONITA;15;ZEQUINHA RICI;PMDB/PMDB / PROS / PMB / PRP / PPS / PSB;12.001;54,43 %
BARRA DO CHAPÉU;13;JANETE SARTI;PT/PT / PRB / SD;1.444;50,38 %
BARRA DO TURVO;45;DR. JEFFERSON;PSDB/PSDB / DEM / PP;2.385;45,02 %
BARRETOS;45;GUILHERME ÁVILA;PSDB/PSDB / PMDB / PR / PSC / PRP / PT do B / PP / PTN / PSL / PROS / PRTB / PDT / PV / SD / PRB;26.681;47,09 %
BARRINHA;23;KATIÁ;PPS/PPS / PTB / PRB / PP / PTN / PSC / PSB / PV / PSD / PT do B / SD;13.056;72,34 %
BARUERI;45;RUBENS FURLAN;PSDB/PSDB / PPS / PTN / SD / PSC / PP / PC do B / PRB / PRTB / PTC / PV / PMDB / PTB / PEN / PSD / PSDC / PRP / PMB / PSB / DEM / PHS / PT do B / PDT;143.250;84,73 %
BASTOS;15;MANOEL ROSA;PMDB/PMDB / PSB / PEN;4.461;34,07 %
BATATAIS;55;ZÉ LUIS;PSD/PSD / PMDB / DEM / PSC / PRP / PTN;14.298;50,58 %
BAURU;55;* GAZZETTA;PSD/PP / PSD / PTB / PSB / DEM / PROS / PC do B / PSC / PEN / REDE;78.349;45,53 %
BAURU;43;* RAUL;PV/PV / PSDB / PR / PTN / PPS / PMB;52.668;30,61 %
BEBEDOURO;25;FERNANDO GALVÃO;DEM/DEM / PSD / PPS / PDT / SD / PSB / PSDB;24.667;70,02 %
BENTO DE ABREU;15;VALINHO;PMDB/PT / PMDB / PSC;1.095;58,28 %
BERNARDINO DE CAMPOS;23;ODILON;PPS/PP / PPS / PEN / PV;3.412;54,10 %
BERTIOGA;45;CAIO MATHEUS;PSDB/PSDB / PR / DEM / PTB / PTN / PMDB / PC do B / PMN / PDT / PHS / PRTB;18.584;63,41 %
BILAC;45;VITOR BOTINI;PSDB/PSC / PSDB;3.029;60,46 %
BIRIGUI;14;CRISTIANO SALMEIRAO;PTB/PTB / PTN / PPS / PHS / PSB / PEN / PRB / PP / PRP / PTC / PSC / PMDB;28.507;49,88 %
BIRITIBA MIRIM;43;PROF. JARBAS;PV/PV / PTB / PC do B / PT / DEM / PSC / PT do B / PMB / PDT / PR / PSDC;9.821;55,37 %
BOA ESPERANÇA DO SUL;15;FABIÃO;PMDB/PTB / PMDB / PPS / PSDB;3.925;52,76 %
BOCAINA;23;PIPOCA;PPS/PPS / DEM / PHS / PC do B / PSD / PV;5.465;100,00 %
BOFETE;14;DR. DIRCEO;PTB/PTB / PSD / PDT / PV / DEM / PROS / PSC / PP / PRB / PMB / PSL / PT;3.297;53,36 %
BOITUVA;45;PROFESSOR FERNANDO;PSDB/PSDB / PSL / PRB / PSDC / PC do B;12.684;45,88 %
BOM JESUS DOS PERDÕES;45;SERGIO FERREIRA;PSDB/PSDB / PC do B / PRB / PSC;4.161;35,01 %
BOM SUCESSO DE ITARARÉ;45;LUIZ HUMBERTO;PSDB/PTN / DEM / PSDB / SD;1.231;43,82 %
BORÁ;10;WILSON;PRB/PRB / PV / PSDB;572;55,80 %
BORACÉIA;45;MARCOS BILANCIERI;PSDB/PMDB / PSDB / PP / DEM / PTN;2.044;67,02 %
BORBOREMA;51;VLADIMIR ADABO;PEN/PP / PT / PSC / PEN / DEM;3.833;48,10 %
BOREBI;45;VACA;PSDB/PTB / PMDB / PSDB / PV;1.187;62,21 %
BOTUCATU;45;PARDINI;PSDB/PSDB / PC do B / PPS / PMDB / PSB / SD / PSL / PSC / DEM / PROS / PMN / PSDC / PP / PTN / PRB / PTC / PT do B / PEN;39.045;58,20 %
BRAGANÇA PAULISTA;40;GUSTAVO SARTORI;PSB/PTB / PTN / PPS / PROS / PC do B / PSB / PRTB / PV / PRP / PSD / PSDC;22.155;90,03 %
BRAÚNA;14;FLAVIO;PTB/PT / PTB / PPS / PV / PSD / PSB / PHS;2.077;58,11 %
BREJO ALEGRE;43;ADRIANO;PV/PV / PMDB / PT / PEN / PTB;1.643;100,00 %
BRODOWSKI;45;PROF. ZE LUIZ;PSDB/PP / PDT / PTB / PR / PPS / PHS / PMB / PSB / PV / PRP / PSDB / PEN / PC do B;6.738;57,08 %
BROTAS;14;MODESTINHO CAPITÃO SALVIATTO;PTB/PTB / DEM / PSB / PV;5.979;46,95 %
BURI;11;OMAR CHAIN;PP/PP / PRB / PTB / PPS / DEM / PEN / SD / PSD;5.949;50,50 %
BURITAMA;10;RODRIGO DO ADALBERTO;PRB/PRB / PTB / PT / PSC / DEM;5.796;57,57 %
BURITIZAL;45;AGLIM;PSDB/PPS / DEM / PSDB / PSD / PSB;1.752;54,14 %
CABRÁLIA PAULISTA;14;ZEQUINHA MADRIGAL;PTB/PTB / PRB / PT / SD;1.325;39,77 %
CABREÚVA;12;HENRIQUE MARTIN;PDT/PDT / SD / DEM / PC do B / PHS / PPS / PRB / PROS / PRP / PSB / PSC / PMDB / PSL / PT do B / PTB / PV / PSDB;20.908;85,44 %
CAÇAPAVA;43;FERNANDO DINIZ;PV/PRB / PMDB / PTN / DEM / PV;13.411;41,29 %
CACHOEIRA PAULISTA;22;EDSON MOTA;PR/PR / PSDB / PMDB / PP / PHS / PSB / PSD / PRB / DEM / PSC;7.670;41,85 %
CACONDE;14;ZÉ BENTO;PTB/PPS / PTB / PTN / PT / PDT / PROS / PRP / PSDC / DEM / PSC / PRB;5.229;48,52 %
CAFELÂNDIA;51;TUKA MONTERA;PEN/PRB / PR / PRP / SD / PEN / PTB / PPS / PSDC;2.092;48,57 %
CAIABU;45;DARIO;PSDB/PSDB / PSB / DEM / PRB / PP / PSL;1.580;51,96 %
CAIEIRAS;55;GERSINHO ROMERO;PSD/PTB / DEM / PR / PDT / PPS / PP / PSC / PEN / PSD / PMDB / PV / PRB;16.331;38,65 %
CAIUÁ;14;RUTE;PTB/PSD / PSDB / PP / PT / PTB / PPS / DEM / PEN;1.686;52,61 %
CAJAMAR;40;PAULA RIBAS;PSB/PSB / PP / PSC / PPS / DEM / PHS / PMB / PTC / PEN / PPL / PC do B / PROS;27.874;65,19 %
CAJATI;40;VAVÁ CORDEIRO;PSB/PSB / DEM / PPS / PSDB;7.078;43,64 %
CAJOBI;45;GUSTAVO;PSDB/PRP / PDT / PSDB / PPS;3.624;54,16 %
CAJURU;12;JOÃO RUGGERI;PDT/PDT / PPS / PT / PSD / PP / PMDB / PSC / SD / PRB / PHS / PV / PTN / PSB;8.596;62,07 %
CAMPINA DO MONTE ALEGRE;12;GIL;PDT/PDT / SD;1.536;39,41 %
CAMPINAS;40;JONAS DONIZETTE;PSB/PPL / PSB / PP / PTB / PMDB / PSL / PTN / PSC / PR / PPS / DEM / PSDC / PRTB / PMN / PMB / PV / PSDB / PC do B / PROS / PT do B / SD / PRP / PRB;323.308;65,43 %
CAMPO LIMPO PAULISTA;90;DR JAPIM;PROS/PDT / PROS / PC do B / PTC / PSB / PSL / PT;12.658;31,93 %
CAMPOS DO JORDÃO;45;FRED;PSDB/PSDB / PRB / PP / PDT / PMDB / PTN / DEM / PHS / PEN / SD / PSD;12.927;49,19 %
CAMPOS NOVOS PAULISTA;45;BIJUCA;PSDB/PSDB / PV / PSC / PSD;1.630;47,73 %
CANANÉIA;55;GABRIEL;PSD/PRB / PDT / PTB / PPS / PSDC / PHS / PSB / PSD / PC do B;4.133;56,22 %
CANAS;45;LUCEMIR AMARAL;PSDB/PRB / PP / DEM / PSDB / PSD / SD;1.622;50,59 %
CÂNDIDO MOTA;31;ROBERTO BUENO;PHS/PP / PTB / PHS / PSDB / SD / PROS;12.539;73,76 %
CÂNDIDO RODRIGUES;40;FALCHI;PSB/PP / PT / PSB / PSD / PSDB;1.351;61,30 %
CANITAR;14;ANIBAL;PTB/PTB / PR / PSD / PSB;1.556;50,57 %
CAPÃO BONITO;14;MARCO CITADINI;PTB/PTB / PSC / PR / PPS / DEM / PHS / PV / PC do B;8.622;32,26 %
CAPELA DO ALTO;23;KÉKE;PPS/PPS / DEM / PDT / PTN / PSC / PC do B;4.806;46,99 %
CAPIVARI;45;RODRIGO PROENÇA;PSDB/PRB / PSL / PTN / PSC / PPS / PSB / PSDB / PROS / PP / PV;13.829;52,71 %
CARAGUATATUBA;15;AGUILAR JUNIOR;PMDB/PDT / PMDB / PSC / PPS / PRTB / PMN / PRP / PSD / PSDC / PEN;25.138;42,50 %
CARAPICUÍBA;43;MARCOS NEVES;PV/PV / PMN / PHS / PR / PSB / SD / PMDB / PSC;102.287;56,85 %
CARDOSO;55;TUCURA;PSD/PSD / PHS / PSL / PPS / PSB / PTB;3.633;47,24 %
CASA BRANCA;22;MARCO CESAR;PR/PR / PDT / PSL / PMN / PP / PV;5.853;43,02 %
CÁSSIA DOS COQUEIROS;15;PROFESSORA DILMA;PMDB/PMDB / PSB / PRP / PSDB / PEN / PSD;1.520;65,29 %
CASTILHO;25;FATIMA NASCIMENTO;DEM/PP / PSL / PR / PPS / PC do B / PV / DEM / PMDB;6.710;58,19 %
CATANDUVA;40;AFONSO MACCHIONE;PSB/PMDB / REDE / PSB / SD;34.403;56,20 %
CATIGUÁ;23;VERA;PPS/PRB / PP / PTB / PMDB / PPS / DEM / PSB / PSDB / PSD;2.473;56,24 %
CEDRAL;23;JANJÃO;PPS/PPS / PHS / PRP / PROS;3.818;69,33 %
CERQUEIRA CÉSAR;10;MARCOS ZALOTI;PRB/PRB / PTB / PSB / PSDB / DEM;5.604;54,14 %
CERQUILHO;55;DR. MANOEL;PSD/PSD / PMDB / SD / PR;2.281;43,73 %
CESÁRIO LANGE;45;DINHO;PSDB/PRB / PP / PTN / PSC / PR / PSB / PV / PSDB;6.048;69,70 %
CHARQUEADA;45;ROMEU VERDI;PSDB/PSDB / PSD / PDT / PTB / PPS / PSDC / PPL / PMN / PT do B / PMDB;6.188;62,78 %
CHAVANTES;15;MARCIO BURGUINHA;PMDB/PMDB / PPS / PTN / DEM / PSD / PP / PSB;4.405;65,45 %
CLEMENTINA;25;CÉLIA;DEM/DEM / PSB / PV;2.373;51,87 %
COLINA;77;TUTU;SD/SD / PEN / PPS / PV / PRP;3.616;100,00 %
COLÔMBIA;14;ENDRIGO;PTB/PRB / PP / PTB / PSC / PPS / PRTB / PSB / PSDB;2.765;56,46 %
CONCHAL;45;VANDO MAGNUSSON;PSDB/PSDB / PTB / PDT / PP;8.600;55,43 %
CONCHAS;40;ODIRLEI REIS;PSB/PSB / PPS / PHS / PMB / PROS / SD / PV / PRP / PP;5.460;54,02 %
CORDEIRÓPOLIS;15;ADINAN ORTOLAN;PMDB/PRB / PT / PMDB / PHS / PRP / PR / PC do B / PDT;6.929;51,08 %
COROADOS;25;TEREZINHA;DEM/DEM / PTB / PMDB / PSB / PSDB;1.783;51,89 %
CORONEL MACEDO;90;BETINHO;PROS/PDT / PTB / PR / PV / PROS / PSD;1.970;54,45 %
CORUMBATAÍ;25;LEANDRO MARTINEZ;DEM/DEM / PDT / PPS / PSB / PROS;1.124;44,73 %
COSMÓPOLIS;13;PIVATTO;PT/PT / PSL / PSD / PHS / PRP / PSC / PDT / PTC;11.389;36,78 %
COSMORAMA;23;BIGO;PPS/PRB / PT / PMDB / PR / PPS / PSB / PV / PEN / PROS;2.714;53,23 %
COTIA;55;ROGERIO FRANCO;PSD/PRB / PT do B / PTC / PTN / PSD / PHS / PSC / PSDB / PSDC / PSL / PT / PV / DEM / PR;39.933;61,61 %
CRAVINHOS;45;BOI;PSDB/PSDB / PDT / PP / DEM / PMB / PTB / PRP / PRB;11.769;63,84 %
CRISTAIS PAULISTA;55;DRA KATIUSCIA LEONARDO;PSD/SD / PSD / PRP / PMN;2.604;45,58 %
CRUZÁLIA;55;JOSÉ ROBERTO CIRINO;PSD/PSD / DEM / PSDB / PRP;1.001;51,41 %
CRUZEIRO;77;THALES GABRIEL;SD/SD / PV / PMB / PC do B / PTN / PT / PDT / PR / PSDC / PEN / PT do B;17.211;43,92 %
CUBATÃO;45;ADEMARIO;PSDB/PSDB / DEM / PTB / PT do B;28.455;41,53 %
CUNHA;40;ROLIEN;PSB/PRB / PP / PMDB / PR / PPS / DEM / PSB / PSD / PROS;8.406;57,82 %
DESCALVADO;22;BECÃO;PR/PPS / PSD / PR / PSB / PDT / PROS / PRP;8.238;49,81 %
DIADEMA;43;* LAURO MICHELS;PV/PV / PSDB / PC do B / PSB / PRP / PRTB / PP / PROS / PSL / DEM / PPS / PDT / PEN / PSDC / PPL;93.772;48,10 %
DIADEMA;10;* VAGUINHO;PRB/PRB / PTB / PMDB / PTN / PSC / PR / PMB / SD;42.596;21,85 %
DIRCE REIS;25;CRIDÃO;DEM/DEM / PSD / PTB;788;51,64 %
DIVINOLÂNDIA;45;DR NAIEF;PSDB/PSDB / DEM / PMDB / PRB / PRP / PHS / PV;4.337;55,42 %
DOBRADA;14;DEDE;PTB/PTB / PRB / PPS / PHS;1.948;41,17 %
DOIS CÓRREGOS;14;RUY;PTB/PTB / PR / PT / PP / PHS / PEN / PSOL / PSL / PMDB / PRB / PROS / PSB / PV / SD / PRP;8.516;62,39 %
DOLCINÓPOLIS;15;AMÉRICO;PMDB/PDT / PT / PMDB / PSC / PV;1.393;100,00 %
DOURADO;40;JUNINHO ROGANTE;PSB/PP / PMDB / PRB / PSC / PR / DEM / PSB / PV / PRP / PSDB / PSD / SD;3.439;61,71 %
DRACENA;19;PROFESSOR JULIANO;PTN/PTN / PTB / PV / PSB / SD / PDT / PEN / PHS / PSD / PMN / PP;14.207;62,03 %
DUARTINA;23;JUNINHO ADERALDO;PPS/PPS / PSC / PRB / PSD / PSB / PSOL / PPL / PMB / PEN / PDT;4.053;55,73 %
DUMONT;14;ALAN;PTB/PTB / PSDB / PEN / PRTB / PSB / SD;2.879;53,68 %
ECHAPORÃ;15;GUSTAVO;PMDB/DEM / PEN / PSB / PSD / PSDB / PT / PMDB;1.684;41,78 %
ELDORADO;22;VADICO;PR/PT / PR / SD / PSB;4.581;54,21 %
ELIAS FAUSTO;15;MAURICIO BARONI;PMDB/PMDB / PSB / PSL / PEN / PSD / PR / PRP / PTN;5.653;54,75 %
ELISIÁRIO;14;RUBÃO;PTB/PSDB / PTB / DEM / PPS / PV / PT / PSB / PHS / PTN / SD / PMDB;1.298;54,98 %
EMBAÚBA;44;ROGERIO DO ZUI;PRP/PEN / PP / PRP / PSD / PV;820;52,36 %
EMBU DAS ARTES;10;NEY SANTOS;PRB/PMDB / PTN / PSC / PR / DEM / PMB / PTC / PSB / PV / PRP / PSDB / PT do B / PRB / PP;64.828;79,45 %
EMBU-GUAÇU;40;MARIA LUCIA;PSB/PP / PSDC / PRTB / PSDB / PSB;12.494;35,69 %
EMILIANÓPOLIS;14;JOÃO AGRONOMO;PTB/PTB / PSB;1.367;58,92 %
ENGENHEIRO COELHO;15;PEDRO FRANCO;PMDB/PMDB / PV / PRB / PDT / DEM / PR / PTB / PSD;4.998;50,47 %
ESPÍRITO SANTO DO PINHAL;55;SERGIO BIANCHI;PSD/PV / PSD / PDT / PTB / PSC / PSL;12.436;53,44 %
ESPÍRITO SANTO DO TURVO;15;DR. AFONSO;PMDB/PMDB / PR / PT / PRB;1.775;61,57 %
ESTIVA GERBI;15;CLÁUDIA BOTELHO;PMDB/PMDB / PRB / SD / PPS;3.882;57,37 %
ESTRELA D'OESTE;31;ANTONIO ESCRIVÃO;PHS/PHS / PMDB / PSB / PP / PRB;3.010;53,03 %
ESTRELA DO NORTE;45;CABEÇÃO;PSDB/PSDB / SD / PPS / PSB;1.464;60,50 %
EUCLIDES DA CUNHA PAULISTA;55;DR CHRISTIAN;PSD/PSD / PTB / PT / PP / PPS;2.371;41,23 %
FARTURA;45;TINHO BORTOTTI;PSDB/PSDB / PPS / PRB / PR;4.403;44,59 %
FERNANDÓPOLIS;25;ANDRÉ PESSUTO;DEM/DEM / PPS / PP / PTN / PR / PRP / PSDB / SD / PV / PRB / PDT / PMB;15.980;46,41 %
FERNANDO PRESTES;15;JUNIOR LUCHETTI;PMDB/PMDB / PR / PSB / PHS / PSDB;2.256;52,14 %
FERNÃO;22;ADELCIO;PR/PR / PRB / PSD / PRP;812;57,63 %
FERRAZ DE VASCONCELOS;10;ZÉ BIRUTA;PRB/PRB / PP / PTC;29.597;35,95 %
FLORA RICA;15;ZEZINHO;PMDB/PDT / PEN / PHS / PMDB / PP / PR / PROS / PSD / SD / DEM / PSDB / PV;1.249;78,36 %
FLOREAL;45;JOÃO MARITACA;PSDB/PSDB / PSB / DEM / PTB / PSD / PV;1.502;62,66 %
FLÓRIDA PAULISTA;15;FROIO;PMDB/PMDB / DEM / PTB / PRB / PSB / PV / PSC / PSDC / PROS / PR / PDT;3.925;58,43 %
FLORÍNEA;45;DUDA;PSDB/PSDB / PT / PTB / PMDB;1.398;56,67 %
FRANCA;45;* SIDNEI FRANCO DA ROCHA;PSDB/PSDB / PRB / PPS / SD / PMN / PSD;69.902;45,09 %
FRANCA;25;* GILSON DE SOUZA;DEM/DEM / PP / PSC / PEN / PSDC / PROS;34.976;22,56 %
FRANCISCO MORATO;10;RENATA SENE;PRB/PRB / PP / PSC / PTC / PPL / PC do B / PRP;23.515;29,78 %
FRANCO DA ROCHA;13;KIKO;PT/PT / PMDB / PTB / PDT / PC do B / PT do B / PSDC / PTC / PROS;46.652;73,41 %
GABRIEL MONTEIRO;45;COCA;PSDB/PSDB / PTB;945;40,45 %
GÁLIA;55;RENATO;PSD/PSD / DEM / PDT / PSL / PPS / PSB / PRP / PROS;2.313;57,34 %
GARÇA;25;JOAO CARLOS;DEM/DEM / PTN / PMDB / PROS;10.497;43,58 %
GASTÃO VIDIGAL;40;BETO DA FARMACIA;PSB/PSB / PPS / PTB / DEM / SD;1.358;50,13 %
GAVIÃO PEIXOTO;31;GUSTAVO;PHS/PHS / PRB;1.654;49,94 %
GENERAL SALGADO;22;LEANDRO DO CORREIO;PR/PDT / PT / PR / PV / PRP / PEN / SD / PMDB / PROS / PSD;2.874;39,06 %
GETULINA;45;TONINHO MAIA;PSDB/PSC / PRP / PRB / PSDB / DEM / PR / PV / PROS;3.516;56,77 %
GLICÉRIO;45;ILDO GAÚCHO;PSDB/PPS / PSDB;2.216;61,90 %
GUAIÇARA;25;VADINHO;DEM/DEM / PTB / PPS / PR / PSC / PSDB / PRB / PMDB;5.645;88,40 %
GUAIMBÉ;15;ALBERTINO BRANDÃO;PMDB/PMDB;1.701;44,01 %
GUAÍRA;45;ZÉ EDUARDO;PSDB/PP / PPS / DEM / PRTB / PV / PSDB / SD / PTB;13.640;63,65 %
GUAPIAÇU;15;CARLOS CESAR;PMDB/PMDB / PSDB / PP / PT / PR / PPS / PHS / PSD;5.161;48,93 %
GUAPIARA;14;PIXA;PTB/PRB / PP / PTB / PMDB / PSDB / PC do B / PSB / SD;5.465;51,25 %
GUARÁ;45;MARCO AURÉLIO;PSDB/PROS / PSDB / DEM;6.393;54,75 %
GUARAÇAÍ;23;TANAKA;PPS/PPS;2.553;50,14 %
GUARACI;55;ELSON MACHADO;PSD/PRB / PDT / PEN / PSD / PP / SD / PC do B;3.382;50,10 %
GUARANI D'OESTE;14;NILSON;PTB/PRB / PTB / PSB / PV / PSDB;817;53,47 %
GUARANTÃ;15;CLAUDIO;PMDB/PT / PP / PMDB / PTN / PPS / DEM / PV;2.750;79,32 %
GUARARAPES;14;TAREK;PTB/PRB / PP / PTB / PR / PPS / PSD / PSB;11.059;59,65 %
GUARAREMA;22;ADRIANO;PR/PR / PMDB / PROS / DEM / PEN / SD / PSDB / PRP / PSB / PRB;13.614;78,42 %
GUARATINGUETÁ;40;MARCUS SOLIVA;PSB/PSB / PTB / DEM / PTN / PT do B / PMN / PTC / PRTB;26.422;40,10 %
GUAREÍ;15;JUCA DO ZÉ NEVES;PMDB/PRB / PMDB / PSC / PPS / PTB / PSDB;4.064;63,09 %
GUARIBA;40;DR. FRANCISCO;PSB/PV / PPS / PSDB / PSD / PHS / PSB / PDT / PRP / PTN / PMDB / PRB / PTC / PROS / PEN / PR / SD / PTB;9.735;48,74 %
GUARUJÁ;23;* HAIFA MADI;PPS/PPS / PRTB / PRP;66.147;43,17 %
GUARUJÁ;40;* DR. VALTER SUMAN;PSB/PSB / PMB / PEN / PHS;36.311;23,70 %
