Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
BELÉM DE SÃO FRANCISCO;55;PROFESSOR LICINIO;PSD/DEM / PROS / PHS / PSC / PT / PR / PMDB / PSD / PSDB;7.097;57,00 %
BELO JARDIM;14;HÉLIO DOS TERRENOS;PTB/PRB / PDT / PT / PTB / PMN;14.015;52,98 %
BETÂNIA;14;MÁRIO;PTB/PP / PTB / REDE / PTC / SD / PT do B / PHS;4.609;100,00 %
BEZERROS;40;BRANQUINHO;PSB/PSB / PV / PP / PSDC / PSDB / PPL / PRP / PSD / DEM / PMDB / PTC / PSL / PHS;20.714;67,02 %
BODOCÓ;25;TULIO ALVES;DEM/DEM / PSC / PTB / PDT / PRTB / PSL;11.005;52,07 %
BOM CONSELHO;40;DANNILO GODOY;PSB/PP / PT / PTB / PMDB / PR / PPS / PHS / PTC / PSB / PV / PSDB / PRP / PSD / SD / PROS;15.484;100,00 %
BOM JARDIM;55;JOÃO LIRA;PSD/PT / PMDB / PTN / PSD;12.070;51,09 %
BONITO;40;GUSTAVO;PSB/PSB / PRTB / REDE / PMDB / PDT / PC do B / PRP / PMN / DEM / PR / PROS;12.544;54,01 %
BREJÃO;40;BETA CADENGUE;PSB/PR / PSB / PMDB;4.562;60,67 %
BREJINHO;40;TANIA MARIA;PSB/PSB / PSD;3.474;63,50 %
BREJO DA MADRE DE DEUS;55;HILARIO;PSD/DEM / PC do B / PDT / PEN / PHS / PMB / PP / PRB / PRP / PRTB / PSD / PSDC / PT / PTB / SD / PT do B;12.885;52,36 %
BUENOS AIRES;22;FABINHO QUEIROZ;PR/PR / PHS / PSD / SD;4.841;51,43 %
BUÍQUE;15;ARQUIMEDES;PMDB/PMDB / PP / PRB / PDT / PSDB / PRP / PEN / PSC / PHS / PV / PRTB / PPS;13.461;52,45 %
CABO DE SANTO AGOSTINHO;40;LULA CABRAL;PSB/PSC / PP / PDT / PSDC / PRTB / PMN / PMB / PTC / PSB / PRP / PEN / PT do B / PROS / PR / PRB;66.970;55,53 %
CABROBÓ;40;ANTONIO DE NESTOR;PSB/PSB / PSD / PRB / PDT / PSL / PR / PRTB / PMN / PTC / PRP / SD / PT do B;8.293;100,00 %
CACHOEIRINHA;40;IVALDO;PSB/PSB / PSD / PP / PSC / PC do B / PSDB;7.852;68,07 %
CAETÉS;14;ARMANDO DUARTE;PTB/PTB / PT do B / PSDB / PP / PTC;8.353;59,19 %
CALÇADO;11;NOGUEIRA;PP/PP / PMDB / PR / PRB / PSB;3.416;52,45 %
CALUMBI;13;SANDRA DA FARMACIA;PT/PT / PTB / PSL / PSD / PC do B / PMDB / PDT;2.829;54,93 %
CAMARAGIBE;14;MEIRA;PTB/PTB / PSDC / PPS / PTN / PT;48.019;56,49 %
CAMOCIM DE SÃO FÉLIX;55;GIORGE DE NENO;PSD/PP / PDT / PSL / PR / DEM / PSDB / PSD / PROS;6.127;51,26 %
CAMUTANGA;40;ARMANDO PIMENTEL;PSB/PSB / PDT / PSD / PROS;3.103;50,28 %
CANHOTINHO;55;FELIPE PORTO;PSD/PSD / PMDB / DEM / PSDC / PSDB;8.653;71,90 %
CAPOEIRAS;40;NEIDE REINO;PSB/PSB / PSD / PSC / PTC / PR / PMDB;6.019;52,72 %
CARNAÍBA;40;ANCHIETA PATRIOTA;PSB/PSB / PDT / PSC / PHS / PSDB / PSD / PROS;8.294;72,80 %
CARNAUBEIRA DA PENHA;22;DR MANOEL;PR/PR / PMDB / PSD / PDT / PSDB / PSC / PRP;4.801;55,84 %
CARPINA;12;BOTAFOGO;PDT/PDT / PMDB / SD / PP / PR;23.870;54,05 %
CARUARU;15;* TONY GEL;PMDB/PMDB / PV / PSD / PMB / PPS / SD / PSDC;63.697;37,10 %
CARUARU;45;* RAQUEL LYRA;PSDB/PRB / PSL / PTN / DEM / PRTB / PMN / PSDB / PEN / PT do B / PROS / PTB;44.776;26,08 %
CASINHAS;40;JOAO CAMELO;PSB/PSB / PTC / PEN / PMN / PSL;4.861;51,77 %
CATENDE;55;PROFESSOR JOSIBIAS CAVALCANTI;PSD/PSC / DEM / PPS / PSD / PMN / PC do B;7.556;39,32 %
CEDRO;22;ANTONIO LEITE;PR/PT / PTB / PR / PRP;4.210;55,85 %
CHÃ DE ALEGRIA;40;TARCISIO RENOVAÇÃO;PSB/PSB / PRB / PP / PMDB / PR / PPS / PHS / PTC / PSDB / PEN / SD;4.552;100,00 %
CHÃ GRANDE;22;DIOGO;PR/PR / PROS / PRB / PP / PSL / REDE / PTN / PRTB / PRP / PSDB / PC do B / PT do B;8.932;61,58 %
CONDADO;14;CASSIANO;PTB/PTB / PTN / PC do B / DEM / PV / PPS / PR / PSDB / PTC / PHS / PT / PSD;7.654;50,43 %
CORRENTES;40;EDIMILSON DA BAHIA;PSB/PSB / PSDB / PP / PMDB / PMN / PV / PRP / PSD / SD;5.151;52,57 %
CORTÊS;40;REGINALDO MORAIS;PSB/PSB / PP / PDT / PSC / PR / PPS / PHS / PMN / PSD / PROS;4.711;100,00 %
CUMARU;36;MARIANA;PTC/PP / PTC / PT / PC do B / PSB / PSDB / PT do B / PRB;6.512;55,72 %
CUPIRA;25;ZÉ MARIA;DEM/PP / PDT / PMDB / PR / DEM / PHS / PMB / PTC / PSB / PSD;7.612;52,32 %
CUSTÓDIA;55;MANUCA DE ZÉ DO POVO;PSD/PSD / PSB / PC do B / PMDB / PP / PPS / PRB / SD / DEM / PSDB;12.528;61,97 %
DORMENTES;40;GEOMARCO;PSB/PTB / PSB / PSD / PEN;7.525;57,89 %
ESCADA;40;LUCRECIO GOMES;PSB/PT / PPS / PEN / PSC / PT do B / SD / PTB / PMDB / PSD / PHS / PSB / PDT;17.240;45,98 %
EXU;22;RAIMUNDINHO SARAIVA;PR/PR / DEM / PTC / PSB;9.204;42,76 %
FEIRA NOVA;55;DANILSON GONZAGA;PSD/PT / PTB / PSL / PTN / PR / PSD / PP;7.638;52,64 %
FERREIROS;15;BRUNO JAPHET;PMDB/PSL / PMDB / PP;4.144;53,03 %
FLORES;40;MARCONI SANTANA;PSB/PDT / PMDB / PTC / PSB / PV / PSDB / PSD;6.914;51,97 %
FLORESTA;44;RICARDO FERRAZ;PRP/PRP / PTC / PTB / REDE / PPS / PR / PRTB / PTN / PSC;9.036;48,95 %
FREI MIGUELINHO;40;ADRIANA ASSUNÇÃO;PSB/PSB / PR / PROS / PRP / PDT;4.897;45,83 %
GAMELEIRA;40;VERONICA DO MAJOR;PSB/PSL / PHS / PSB / PSD / PC do B;5.665;44,86 %
GARANHUNS;14;IZAÍAS RÉGIS;PTB/PSC / PRB / PSDC / PC do B / PT do B / PT / PSL / PMB / PTC / PSDB / PHS / PTB / PP;44.275;68,57 %
GLÓRIA DO GOITÁ;22;ADRIANA PAES;PR/PR / PSB / PSL / PMDB / PRTB / DEM / PPS / SD / PSOL / PEN / PSD / PTC / PRP / PC do B;10.589;62,12 %
GOIANA;15;OSVALDINHO;PMDB/PMDB / PSL / SD / PTB / PT do B / PTN / PV / PEN;20.161;42,35 %
GRANITO;13;JOAO BOSCO;PT/PT / PTB / PHS;3.016;55,02 %
GRAVATÁ;45;JOAQUIM NETO;PSDB/PRB / PSDB / SD / PMDB / PTC / PHS / PMN / PEN / PRTB / PSDC;27.136;58,98 %
IATI;40;TONHO DE LULA;PSB/PSB / PTC;5.241;48,91 %
IBIMIRIM;11;ADAUTO BODEGÃO;PP/PP / PTB / PMDB / PR / DEM / PHS / PMN / PTC / PSB / SD;8.445;56,41 %
IBIRAJUBA;40;SANDRO  ARANDAS;PSB/PSB / DEM / PMDB / PTC / SD;2.808;53,19 %
IGARASSU;14;MARIO RICARDO;PTB/PTB / PT / PT do B / PTN / PRB / SD / PSL / PSDB / PR / DEM / PTC / PHS / REDE;38.708;61,37 %
IGUARACI;40;ZEINHA;PSB/PMDB / PV / PHS / PT / PSB;3.830;54,72 %
ILHA DE ITAMARACÁ;40;TATO;PSB/PRB / PDT / PSB / PSD / SD / PMN;6.763;50,00 %
INAJÁ;22;ADILSON TIMOTEO CAVALCANTE;PR/PR / PSD / PPS / PROS;5.285;50,50 %
INGAZEIRA;40;LINO MORAIS;PSB/PSB / PMDB / PSD / PROS;1.831;53,32 %
IPOJUCA;45;CARLOS SANTANA;PSDB/PSDB / PP / PSB / PSL / PTC / PDT / PMDB / PMN / PSD;23.765;100,00 %
IPUBI;40;CHICO SIQUEIRA;PSB/PSB / PSC / PSD / SD / DEM / PP / PHS / PPS / PRTB;8.899;53,77 %
ITACURUBA;15;BERNARDO MANIÇOBA;PMDB/PRB / PP / PRTB / PMDB;2.249;56,64 %
ITAÍBA;14;REGINA DA SAÚDE;PTB/PTB / PDT / PSD / PT;7.131;54,18 %
ITAMBÉ;12;DONA GRAÇA;PDT/PMDB / PDT / SD / PP / PTN / PPS;8.608;46,11 %
ITAPETIM;40;ADELMO MOURA;PSB/PSB / PR / PDT / PSDB / PMB / PRTB / PROS;5.489;58,83 %
ITAPISSUMA;55;ZÉ DE IRMÃ TECA;PSD/PSD / PP / PSDB / PPS / PHS / PMN;7.314;50,26 %
ITAQUITINGA;33;DR. GEOVANI;PMN/PMN / SD / PT / DEM / PSDB / PMDB / PMB / PPL / PSDC / PTB;6.150;55,12 %
JABOATÃO DOS GUARARAPES;22;* ANDERSON FERREIRA;PR/PR / PTN / DEM / PTB / PSL / PMB / PSC / PRB;99.670;34,28 %
JABOATÃO DOS GUARARAPES;12;* NECO;PDT/PDT / PT do B / PEN;87.490;30,09 %
JAQUEIRA;13;MARIVALDO ANDRADE;PT/PT / PSB / PTN / PROS / PPS;3.938;53,03 %
JATAÚBA;15;ANTONIO DE ROQUE;PMDB/PMDB / PSB / PSDB;5.535;50,61 %
JATOBÁ;77;GORETI VARJÃO;SD/PRB / PT / PSL / REDE / PSC / DEM / PSDC / PV / PSD / SD;3.233;39,21 %
JOÃO ALFREDO;55;MARIA;PSD/PTB / PTN / PR / DEM / PRTB / PSD;10.063;53,73 %
JOAQUIM NABUCO;14;NETO BARRETO;PTB/PTB / PMN / PTC / PRP;4.324;42,35 %
JUCATI;40;EDNALDO PEIXOTO;PSB/PSB / PP / PR;4.145;54,75 %
JUPI;25;MARCOS PATRIOTA;DEM/PP / PTB / PPS / DEM / PTC / PRP / PSD;5.503;59,32 %
JUREMA;22;AGNALDO INÁCIO;PR/PT / PSL / PR / PPS / PSB / PSDB;6.132;67,18 %
LAGOA DE ITAENGA;40;GRAÇA DO MOINHO;PSB/PSB / PSC / PDT;7.738;88,78 %
LAGOA DO CARRO;45;JUDITE BOTAFOGO;PSDB/PSDB / PSDC / DEM / PSL / PSC / PC do B / SD / PV / PSD / PDT / PP / PRB;5.863;51,48 %
LAGOA DO OURO;40;MARQUIDOVES;PSB/PSB / PSD / PTC;4.692;58,16 %
LAGOA DOS GATOS;12;MISSO DE AMPARO;PDT/PDT / PROS / SD;4.166;45,87 %
LAGOA GRANDE;15;VILMAR CAPPELLARO;PMDB/PMDB / PSD / PSDB / PTB / PMN / PPS / PTN / PHS / PR / DEM / PDT;7.877;54,99 %
LAJEDO;55;ROSSINE;PSD/PRB / PMDB / PTN / PSC / PPS / DEM / PSDC / PTC / PSDB / PEN / PSD / PT do B / SD;12.454;54,00 %
LIMOEIRO;40;JOÃOZINHO;PSB/PP / PSL / PPS / PSC / PHS / PSB / PSDB / PROS / DEM / PV / PMDB;17.584;52,76 %
MACAPARANA;25;MAVIAEL CAVALCANTI;DEM/PTB / PR / DEM / PSD;7.797;52,13 %
MACHADOS;40;ARGEMIRO PIMENTEL;PSB/PSD / PMDB / PSDB / PRP / PROS / PSB;4.478;52,04 %
MANARI;45;VAN DE OTAVIANO;PSDB/PSDB / DEM / PR / PC do B / PROS / PP / PSB / PMDB;6.042;65,42 %
MARAIAL;14;MARQUINHOS MOURA;PTB/PTB / PP / PRP / PSDB / PHS / PEN / SD / PT / PSC;5.155;100,00 %
MIRANDIBA;55;ROSE CLÉA MAXIMO;PSD/PSD / PRP / PSL / PSDB / PDT;5.206;51,45 %
MOREILÂNDIA;15;JOAO ANGELIM;PMDB/PMDB / PSDB / PR;4.362;61,00 %
MORENO;14;VAVÁ RUFINO;PTB/PTB / DEM / PHS / PROS / PMDB / PRP / PP / PRB / PSC / PTC / PV / PSD / PC do B / SD / PDT / PSDB / PMB / PT do B / PR / PTN;16.307;47,23 %
NAZARÉ DA MATA;45;NINO;PSDB/PRB / PHS / PSB / PTC / PSDB;8.970;44,94 %
OLINDA;40;* ANTÔNIO CAMPOS;PSB/PSB / PHS / PR / PSC / PTC / PPL / REDE / PMB / PSDC / PROS / PEN;55.995;28,17 %
OLINDA;77;* PROFESSOR LUPERCIO;SD/SD;46.476;23,38 %
OROBÓ;55;CHAPARRAL;PSD/PDT / PRB / DEM / PSB / PSD;8.370;57,54 %
OROCÓ;13;GUEBER;PT/PDT / PR / PT / PSL / PC do B;5.173;53,55 %
OURICURI;45;RICARDO RAMOS;PSDB/PSDB / PSL / PV / PT do B / PSD / PP;15.851;45,15 %
PALMARES;15;ALTAIR JUNIOR;PMDB/PMDB / PPS / PTB / PSDB / PP / SD / PSL;20.093;65,94 %
PALMEIRINA;40;MARCELO NEVES;PSB/PSB / PP;2.653;53,20 %
PANELAS;40;JOELMA CAMPOS;PSB/PSB / PMDB / PP / PTC / PSD;9.127;61,22 %
PARANATAMA;40;VALMIR DO LEITE;PSB/PSB / PDT / PROS / PSC;4.846;62,72 %
PARNAMIRIM;40;TÁCIO PONTES;PSB/PSB / PSD / PMDB / PR / PDT / PSL;7.755;53,50 %
PASSIRA;11;RÊNYA CARLA;PP/PP / PR / PPS / PRP / PSB;10.013;50,29 %
PAUDALHO;55;MARCELO GOUVEIA;PSD/PSD / PPL / PROS / PSDB / PP / PTC / PRB / PTB / PTN / PRP / PT do B / PC do B;19.760;61,42 %
PAULISTA;40;JÚNIOR MATUTO;PSB/PSB / PC do B / PMDB / PSDB / DEM / PV / PSL / PSDC / PR / PPS / PEN / PTC / PSD / SD / PMB / PROS / PRTB / PRP / PRB;67.110;47,70 %
PEDRA;40;OSÓRIO FILHO;PSB/PSB / PTC / PSD / PR / PROS / PRP / PMDB;7.637;54,55 %
PESQUEIRA;44;MARIA JOSE;PRP/PDT / PEN / PRB / PSDB / PTC / PSL / DEM / PT do B / PMDB / PSD / PSDC / PPL / PRP;19.894;79,45 %
PETROLÂNDIA;22;RICARDO;PR/PR / PRB / PDT / PV / PT do B / PSB / SD;7.224;37,74 %
PETROLINA;40;MIGUEL COELHO;PSB/PSB / PDT / PRTB / DEM / PSDC / PPL / PEN / PSC / SD / PR / PSD / PV / PTC / PSDB / PRP / REDE;60.509;38,80 %
POÇÃO;15;MERSON;PMDB/PMDB / DEM / PSDB / PRP / PRB / PP / PC do B / PT do B / PROS;3.812;51,24 %
POMBOS;40;DR.MARCOS;PSB/PTB / PSL / PTN / DEM / PRTB / PHS / PTC / PSB / PV / PC do B;8.952;55,85 %
PRIMAVERA;12;DAYSE DO GÁS;PDT/PP / PDT / PSDB;3.664;42,35 %
QUIPAPÁ;40;CRISTIANO MARTINS;PSB/PRB / PP / PMDB / PSB / PSDB / PC do B / SD / PRP;6.508;52,96 %
QUIXABA;22;TIÃO DE GAUDÊNCIO;PR/PP / PTB / PR;2.821;57,05 %
RECIFE;40;* GERALDO JULIO;PSB/PMDB / PRTB / PC do B / PPL / PSC / PR / PMB / PTC / PP / PPS / PSD / PDT / PRP / SD / REDE / PSDC / PROS / PHS / PSB / PEN;430.997;49,34 %
RECIFE;13;* JOÃO PAULO;PT/PRB / PT / PTN / PT do B / PTB;207.529;23,76 %
RIACHO DAS ALMAS;40;MOTA;PSB/PSB / PSD / PR / PTN / DEM / PC do B / PSC / PV / PP / PROS / PHS / REDE;7.732;48,90 %
RIBEIRÃO;40;MARCELLO MARANHÃO;PSB/PRB / PP / PT / PSL / REDE / PTN / PSC / PPS / DEM / PHS / PMN / PTC / PSB / PV / PSDB / SD;17.827;79,54 %
RIO FORMOSO;40;ISABEL HACKER;PSB/PSB / PRB / PDT / PSC / PHS / PMN / PR / PTC / PSD / PC do B / PRP / PMDB / PT;6.798;52,51 %
SAIRÉ;40;FERNANDO PERGENTINO;PSB/PP / PDT / PR / PSB / PMDB;6.181;74,89 %
SALGADINHO;15;ZÉ DE VEVA;PMDB/PMDB / PSDB / PSB / PSL;3.121;56,27 %
SALGUEIRO;15;CLEBEL;PMDB/PMDB / PV / PRB / PC do B / PTN / PSL / PTB / PSC / PTC / DEM / PPS / PROS / PSDB / PP;17.417;54,39 %
SALOÁ;15;RICARDO;PMDB/PMDB / PDT / PV / PRB / PSB / PSDB / PR;5.652;62,01 %
SANHARÓ;40;HERALDO DE SIDÔNIO;PSB/PP / PT / REDE / PSB / PEN / PSD / PSL / PRP / PTC;6.384;51,66 %
SANTA CRUZ;22;ELIANE SOARES;PR/PR / PSB / PSD / PV / PC do B / PSL / SD / PTC / PROS;5.797;63,54 %
SANTA CRUZ DA BAIXA VERDE;14;TASSIO BEZERRA;PTB/PTB / PTN / PRB / PROS / PSDC;4.197;53,66 %
SANTA CRUZ DO CAPIBARIBE;45;EDSON VIEIRA;PSDB/PSDB / PSB / REDE / PR / DEM / PV / PMB / PSD / PROS / SD / PC do B / PTC / PHS / PMDB / PRB / PDT;22.879;50,76 %
SANTA FILOMENA;33;CLEOMATSON;PMN/PMDB / PTB / PP / PT / PTN / PHS / PC do B / PV / PMN;4.847;100,00 %
SANTA MARIA DA BOA VISTA;14;HUMBERTO MENDES;PTB/PRB / PTB / PPS / PT do B / PROS / PT;9.112;40,32 %
SANTA MARIA DO CAMBUCÁ;40;ROBEVAN DE SEU NIM;PSB/PSB / PMDB / PDT / PR / PP;6.456;75,69 %
SANTA TEREZINHA;22;VANINHO DE DANDA;PR/PR / PRB / PSB;4.228;68,07 %
SÃO BENEDITO DO SUL;22;JUNINHO AMORIM;PR/PR / PRP / PRB / PP;3.555;57,41 %
SÃO BENTO DO UNA;40;DÉBORA ALMEIDA;PSB/PT / PHS / PTC / PRB / PDT / PMDB / PSDB / PV / PSB / PSD;15.960;61,78 %
SÃO CAITANO;45;JADIEL;PSDB/PSDB / PSDC / PMN / REDE / PSC;13.130;57,04 %
SÃO JOÃO;55;GENALDI ZUMBA;PSD/PSDB / PRP / PSD / PT do B / PPS / PSC / PC do B / PROS;6.987;52,27 %
SÃO JOAQUIM DO MONTE;45;JOÃOZINHO TENÓRIO;PSDB/PSDB / PSB / PMDB / PSD / PR / PTC / SD;7.710;56,89 %
SÃO JOSÉ DA COROA GRANDE;51;PEL;PEN/PEN / PP;5.642;49,01 %
SÃO JOSÉ DO BELMONTE;31;ROMONILSON MARIANO;PHS/PHS / PMB / PTC / PC do B / PMDB / PSDB;12.534;61,68 %
SÃO JOSÉ DO EGITO;40;EVANDRO VALADARES;PSB/PDT / REDE / PTN / PPS / DEM / PSB / PSDB / PC do B / PSD / SD;9.497;51,13 %
SÃO LOURENÇO DA MATA;14;BRUNO PEREIRA;PTB/PRB / PTB / PTN / PHS / PV / PMN / PTC;32.802;53,29 %
SÃO VICENTE FÉRRER;40;FLAVIO REGIS;PSB/PSB / PP / PDT / PSD / PT / PMDB;5.802;54,80 %
SERRA TALHADA;13;LUCIANO DUQUE;PT/PT / PSD / PMB / PHS / PTC / PRTB / PV / PSL / PTB / PDT / PMN / PPS / PSDC;24.532;55,74 %
SERRITA;55;ERIVALDO OLIVEIRA;PSD/PSD / PT / PROS / PSDB / PSDC / PSL / PSC;6.187;51,11 %
SERTÂNIA;40;ANGELO FERREIRA;PSB/PRB / PP / PDT / PMDB / PSL / PPS / DEM / PRTB / PHS / PMB / PSB / PV / PRP / PEN / PT do B / SD / PROS;10.846;53,33 %
SIRINHAÉM;40;FRANCE HACKER;PSB/PP / PDT / PTB / PMDB / PSL / PR / PPS / PSDC / PRTB / PTC / PSB / PV / PSDB / PSD / PC do B / SD;14.398;74,49 %
SOLIDÃO;40;DJALMA DA PADARIA;PSB/PSB;2.335;51,28 %
SURUBIM;40;ANA CÉLIA;PSB/PSB / PR / PSD / DEM / PSDB / PPS / PTC / PRTB / PRP / PSL;18.188;51,54 %
TABIRA;14;SEBASTIÃO DIAS;PTB/PTC / PHS / PTB / PSDC / PDT / PC do B / PT / PSDB / PSC / PT do B / PTN / PSL / PSD / REDE / PEN / PRP;6.736;43,48 %
TACAIMBÓ;13;ÁLVARO;PT/PT / PC do B / PRP / SD / DEM / PTC;4.594;57,79 %
TACARATU;40;GERSON;PSB/DEM / PSB / PV / PSD / SD / PROS;5.770;45,62 %
TAMANDARÉ;40;SERGIO HACKER;PSB/PSB / PTC / PR / SD / PP;7.401;57,01 %
TAQUARITINGA DO NORTE;22;LERO;PR/PV / PSDB / PMDB / PRB / PR / PSB / PTN / PPS / PTB / PSC / PMB / PC do B;8.193;50,16 %
TEREZINHA;40;MATHEUS;PSB/PR / PTB / PMDB / PSB;2.666;54,99 %
TERRA NOVA;22;ALINE FREIRE;PR/PR / PP;4.894;73,20 %
TIMBAÚBA;45;ULISSES;PSDB/PSDB / PEN / PTC / PTB / DEM / PMDB / PC do B / PPS;17.725;53,74 %
TORITAMA;15;EDILSON TAVARES;PMDB/PMDB / PTN / PPS / PSDC / PV / PRP;9.212;37,10 %
TRACUNHAÉM;22;BELARMINO;PR/PR / PSB / PMDB / PC do B / PSDB / PSD;4.794;52,47 %
TRINDADE;40;DR ÉVERTON;PSB/PSB / PSD / PR / PP / PMDB / PROS / SD / PSDB;9.032;51,55 %
TRIUNFO;22;JOAO BATISTA;PR/PR / PTB / PSB / PP / PTC / PSC / PRB / DEM / PSDB / PTN;6.618;80,42 %
TUPANATINGA;11;SILVIO ROQUE;PP/PP / PSD;5.971;50,45 %
TUPARETAMA;14;SÁVIO TORRES;PTB/PTB / PTN / PSDB / PSC / PROS / PP / PHS / PRB / DEM / SD;3.504;52,10 %
VENTUROSA;22;DR. EUDES;PR/PR / PSDB / PP / PSB / PMDB / DEM / PSD;6.889;67,93 %
VERDEJANTE;40;HAROLDO;PSB/PSB / PRB / PTB / PR / PP;3.917;58,88 %
VERTENTE DO LÉRIO;15;RENATO SALES;PMDB/PMDB / DEM / SD;3.135;50,55 %
VERTENTES;45;ROMERO LEAL;PSDB/PMDB / PSDB / PSB / PSD / PP / PHS;7.148;55,52 %
VICÊNCIA;45;GUIGA;PSDB/PMB / PSDB / PTC / SD / PP / PT do B;12.396;72,06 %
VITÓRIA DE SANTO ANTÃO;40;AGLAILSON;PSB/PSB / SD / PP / PTC;30.935;40,50 %
XEXÉU;40;EUDO MAGALHÃES;PSB/PSB / PSDB / PSL / PTB / PSD;5.272;100,00 %
