Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
CAMBARÁ DO SUL;11;SCHAMBERLAEN;PP/PP / PTB / PPS / PSB / PSDB;2.088;47,53 %
CAMPESTRE DA SERRA;11;MOACIR ZANOTTO;PP/PP;1.328;58,09 %
CAMPINA DAS MISSÕES;15;AFONSO LUCIO PERIUS;PMDB/PMDB / PT / PDT / PTB;2.234;48,13 %
CAMPINAS DO SUL;11;NERI MONTEPO;PP/PP / PRB / PDT / DEM;2.278;54,58 %
CAMPO BOM;12;LUCIANO ORSI;PDT/PDT / DEM;15.793;40,92 %
CAMPO NOVO;40;SARTORI;PSB/PSB / PT;1.539;42,40 %
CAMPOS BORGES;12;EVERALDO;PDT/PDT / PSB;1.484;51,10 %
CANDELÁRIA;40;PAULO BUTZGE;PSB/PP / PPS / PT / PSB / PSDB;10.806;55,25 %
CÂNDIDO GODÓI;15;VALDI;PMDB/PMDB / PSB / PPS / PDT / PT;2.654;51,61 %
CANDIOTA;13;ADRIANO;PT/PT / PTB / PC do B / PSB;2.974;43,59 %
CANELA;15;CONSTANTINO ORSOLIN;PMDB/PMDB / PSDB / PTB / PPS;10.912;45,23 %
CANGUÇU;15;VINICIUS PEGORARO;PMDB/PMDB / PRB / PSDB;14.977;41,77 %
CANOAS;10;* BETH COLOMBO;PRB/PRB / PT / PDT / PP / PSB / PC do B / PROS / PPS / PSD / PV / PTC / PTN / PHS / SD;71.952;45,79 %
CANOAS;14;* BUSATO;PTB/PMN / PTB / PSDC / PEN / PT do B / REDE / PRTB / PRP / PMDB / PR / PSC;58.616;37,30 %
CANUDOS DO VALE;15;REGINATTO;PMDB/PMDB / PDT / PP / PTB / PT;1.085;100,00 %
CAPÃO BONITO DO SUL;12;FELIPPE JUNIOR RIETH;PDT/PMDB / PDT / PC do B;944;54,88 %
CAPÃO DA CANOA;14;AMAURI;PTB/PTB / PSDB / PP / PV / PMDB / PROS / PSC / PC do B / PTN / REDE;12.999;49,23 %
CAPÃO DO CIPÓ;11;FRONER;PP/PP / PT;1.227;50,70 %
CAPÃO DO LEÃO;13;MAURO NOLASCO;PT/PT / PRB / PC do B / PT do B;6.265;40,84 %
CAPELA DE SANTANA;11;ALFREDO MACHADO;PP/PP / PPS / PRB / SD;4.586;75,22 %
CAPITÃO;15;PAULINHO;PMDB/PMDB / PSDB;1.329;56,27 %
CAPIVARI DO SUL;12;MARCO CARDOSO;PDT/PDT / PT / PMDB / PRB;1.789;61,97 %
CARAÁ;15;NEI;PMDB/PMDB;2.771;51,80 %
CARAZINHO;15;MILTON SCHMITZ;PMDB/PP / PMDB / PSB / DEM / PR;25.157;70,12 %
CARLOS BARBOSA;15;ZIBETTI;PMDB/PMDB / PDT / PPS / PRB / PSB / PSD / PV;9.528;53,82 %
CARLOS GOMES;10;EGIDIO MORETO;PRB/PRB;791;100,00 %
CASCA;13;DOMINGOS;PT/PT / PP / PSB / PPS;3.291;53,00 %
CASEIROS;15;LEO CESAR TESSARO;PMDB/PMDB / PDT / PSDB / PT / PTB;1.246;50,02 %
CATUÍPE;12;BARONINHO;PDT/PDT / PT;3.506;50,38 %
CAXIAS DO SUL;12;* EDSON NESPOLO;PDT/PDT / PMDB / PSB / DEM / PSD / PSDB / PSC / PT do B / PPS / SD / PTC / PRP / PMN / PHS / PPL / PROS / PTN / PV / PP / PTB / PSDC;102.044;43,54 %
CAXIAS DO SUL;10;* DANIEL GUERRA;PRB/PRB / PR / PEN;68.214;29,11 %
CENTENÁRIO;13;KOLASSA;PT/PDT / PT;1.228;51,45 %
CERRITO;11;DOUGLAS SILVEIRA;PP/PP / PDT / PTB;2.649;56,76 %
CERRO BRANCO;12;JORGE;PDT/PDT / PTB / PSD;1.822;52,45 %
CERRO GRANDE;12;ELEEDES ZARDINELLO PINHEIRO;PDT/PDT / PT / PPS / PSB / PSDB;1.047;50,10 %
CERRO GRANDE DO SUL;15;SERGINHO;PMDB/PMDB / PSDB / PP / PC do B;2.591;43,56 %
CERRO LARGO;11;VALTER SPIES;PP/PP / PTB / PDT;3.464;43,28 %
CHAPADA;12;CARLOS ALZENIR CATTO;PDT/PRB / PDT / PMDB / PT / PTB;3.461;50,58 %
CHARQUEADAS;12;SIMON;PDT/PDT / PMDB / PP / PTB / PPS / SD;8.494;43,31 %
CHARRUA;11;ROQUE;PP/PP / PTB;1.428;69,83 %
CHIAPETTA;11;EDER BOTH;PP/PP / PDT / PSDB / DEM;1.910;62,01 %
CHUÍ;25;MARCO ANTONIO;DEM/PR / PPS / DEM / PV / PSDB / PSD;1.277;41,99 %
CHUVISCA;40;JOEL;PSB/PP / PDT / PSB;1.935;52,88 %
CIDREIRA;11;ALEX CONTINI;PP/PP / PTB / REDE / DEM;4.650;48,52 %
CIRÍACO;15;ARLINDO LOPES;PMDB/PPS / PRB / PT / PMDB;2.011;54,84 %
COLINAS;11;SANDRO;PP/PP / PTB / DEM / PDT / PSDB;1.095;53,81 %
COLORADO;12;CELSO GOBBI;PDT/PP / PDT;1.758;63,58 %
CONDOR;11;VALMIR LAND;PP/PP / PDT / PT / PSDB;1.996;100,00 %
CONSTANTINA;13;GERRI;PT/PMDB / PT / PSB;3.681;50,26 %
COQUEIRO BAIXO;15;JOCIMAR VALER;PMDB/PDT / PMDB;693;55,66 %
COQUEIROS DO SUL;11;VALOIR CHAPUIS;PP/PP / PT;1.094;52,37 %
CORONEL BARROS;25;EDISON ARNT;DEM/PP / PMDB / DEM / PSB;1.184;53,84 %
CORONEL BICACO;40;DR JORA;PSB/PSB / PDT / PPS / PMDB / PT;2.599;51,09 %
CORONEL PILAR;15;ADELAR LOCH;PMDB/PMDB / PT;761;56,66 %
COTIPORÃ;11;JOSE CARLOS BREDA;PP/PP / PSD / PC do B / PTB;2.111;100,00 %
COXILHA;11;ILDO;PP/PP / PSDB / PMDB / PTB / PSB;1.407;61,36 %
CRISSIUMAL;15;BETO BERGMANN;PMDB/PMDB / PSB / PSD / PP / PTB / PDT / PSDB;5.351;100,00 %
CRISTAL;40;FABIA RICHTER;PSB/PSB / PTB / PPS;2.830;53,00 %
CRISTAL DO SUL;15;MANO;PMDB/PMDB / PDT / PSDB;1.161;51,35 %
CRUZ ALTA;13;VILSON ROBERTO;PT/PT / PC do B / PV / PHS / PROS;15.202;44,33 %
CRUZALTENSE;11;KELY JOSE LONGO;PP/PP / PTB / PT;988;52,03 %
CRUZEIRO DO SUL;45;LAIRTON HAUSCHILD;PSDB/PRB / PT / PMDB / DEM / PSD / PSDB / PSC;4.318;52,89 %
DAVID CANABARRO;11;MARCOS ORO;PP/PP / PPS / PTB / PSD;1.888;51,77 %
DERRUBADAS;15;ILA;PMDB/PMDB / PSDB;1.764;70,56 %
DEZESSEIS DE NOVEMBRO;11;MICO GONZATTO;PP/PP / PDT / PT;1.301;54,94 %
DILERMANDO DE AGUIAR;15;CLAITON ILHA;PMDB/PMDB / PP / DEM;1.099;44,69 %
DOIS IRMÃOS;15;TANIA;PMDB/PP / PSB / PMDB;10.682;56,33 %
DOIS IRMÃOS DAS MISSÕES;13;DENIS BRIDI;PT/PT / PSDB;1.111;62,73 %
DOIS LAJEADOS;15;TIAGO GRANDO;PMDB/PP / PMDB / PV;1.251;48,87 %
DOM FELICIANO;13;CLENIO;PT/PT / PP;3.041;50,93 %
DOM PEDRITO;11;MARIO AUGUSTO;PP/PP / PDT / PSD / PRB / PSDB;16.768;75,48 %
DOM PEDRO DE ALCÂNTARA;12;DIRCEU;PDT/PDT;1.279;57,17 %
DONA FRANCISCA;11;ALEMAO MARTINI;PP/PP / PDT;1.469;51,82 %
DOUTOR MAURÍCIO CARDOSO;11;MARINO JOSÉ POLLO;PP/PTB / PMDB / PP;2.588;100,00 %
DOUTOR RICARDO;15;CATEA ROLANTE;PMDB/PMDB / PSDB;1.019;55,74 %
ELDORADO DO SUL;12;ERNANI;PDT/PMDB / PDT / PHS / PC do B;9.074;48,03 %
ENCANTADO;45;CONZATTI;PSDB/PSDB / PP / PT;7.296;52,57 %
ENCRUZILHADA DO SUL;11;ARTIGAS;PP/PPS / PSDB / REDE / PMN / PSB / PP / PSD / DEM;7.435;48,66 %
ENGENHO VELHO;11;PAULO DAL ALBA;PP/PP / PT / PDT / PMDB / PPS;869;100,00 %
ENTRE-IJUÍS;11;BRASIL SARTORI;PP/PP / PMDB / PDT / PT / PR;3.496;58,90 %
ENTRE RIOS DO SUL;15;JAIRO;PMDB/PMDB / PP / PSDB;1.434;59,01 %
EREBANGO;23;TOMAZINI;PPS/PDT / PPS / PC do B;1.273;54,73 %
ERECHIM;45;SCHMIDT;PSDB/PP / PR / PMN / PSDB / PDT / PRB / PMB / SD / PT do B;23.819;39,82 %
ERNESTINA;12;NICO - ODIR BOEHM;PDT/PDT / PTB / PMDB;1.415;56,40 %
ERVAL GRANDE;40;AGUSTINO SINSKI;PSB/PSB / PDT / PT / PMDB / PTB / PPS / PP;2.426;100,00 %
ERVAL SECO;45;LEONIR KOCHE;PSDB/PSDB / PDT;2.533;54,17 %
ESMERALDA;15;AILTON;PMDB/PMDB / PP;1.447;60,93 %
ESPERANÇA DO SUL;15;MOISÉS;PMDB/PMDB / PSB / PDT;1.402;55,05 %
ESPUMOSO;12;FONTANA;PDT/PDT / PC do B / PR / DEM;4.534;42,28 %
ESTAÇÃO;15;CEPO;PMDB/PMDB / PPS / PDT;2.755;65,38 %
ESTÂNCIA VELHA;15;IVETE GRADE;PMDB/PMDB / PPS / PSC / PRB / PRTB / PSD;7.607;33,12 %
ESTEIO;11;LEONARDO PASCOAL;PP/PRB / PP / PTN / PRTB / PHS / PSB / PROS / PEN / PTC;21.612;46,78 %
ESTRELA;15;RAFAEL MALLMANN;PMDB/PMDB / PV / PTB / PSDB / PP / PSB / PT;13.506;68,70 %
ESTRELA VELHA;40;CECILIA;PSB/PP / PDT / PT / PTB / PMDB / PSB;1.245;100,00 %
EUGÊNIO DE CASTRO;11;POLACO;PP/PP / DEM;953;44,72 %
FAGUNDES VARELA;11;CLAUDIA MORESCHI TOME;PP/PT / PSD / PP / PDT / PTB;1.101;51,79 %
FARROUPILHA;12;CLAITON;PDT/PDT / PRB / PT / REDE / PSB / PSD / PC do B;23.940;100,00 %
FAXINAL DO SOTURNO;11;CLOVIS ALBERTO MONTAGNER;PP/PP / PMDB / PTB;2.534;53,81 %
FAXINALZINHO;23;SELSO;PPS/PPS / PDT / PP / DEM / PSDB / PTB;1.121;53,92 %
FAZENDA VILANOVA;11;CENCI;PP/PP / PT / PMDB / PSB;1.530;53,14 %
FELIZ;15;ALBANO KUNRATH;PMDB/PMDB / PSDB / PSD;5.814;70,19 %
FLORES DA CUNHA;15;LÍDIO;PMDB/PMDB / PSD / PTB / PT / PRB / PT do B / PC do B / PTC / PSB / DEM / SD;13.916;69,77 %
FLORIANO PEIXOTO;15;ORLEI;PMDB/PMDB / PDT / PP / DEM;946;55,06 %
FONTOURA XAVIER;13;ZE FLAVIO;PT/PT / PPS;3.501;50,16 %
FORMIGUEIRO;15;XIRU;PMDB/PMDB / PT;2.630;55,22 %
FORQUETINHA;11;PAULO GRUNEWALD;PP/PP / PSDB;1.039;47,97 %
FORTALEZA DOS VALOS;11;MARCIA;PP/PP / DEM;1.780;50,86 %
FREDERICO WESTPHALEN;15;PANOSSO;PMDB/PMDB / PR / PSOL / PSDB;11.568;57,09 %
GARIBALDI;15;CETTOLIN;PMDB/PMDB / PRB / PDT / PTB / DEM / PSD / PC do B;12.083;56,21 %
GARRUCHOS;11;SCOTTO;PP/PP / PSB;1.403;56,32 %
GAURAMA;12;LEANDRO;PDT/PDT / PP / PMDB / PT;2.535;55,42 %
GENERAL CÂMARA;11;HELTON BARRETO;PP/PP / PMDB / PHS / PSD;2.797;49,31 %
GENTIL;12;ALCENIR DALMAGO;PDT/PDT / PT;780;55,71 %
GETÚLIO VARGAS;11;SOLIGO;PP/PP / PSC / PTB / PSD / DEM / PSDB;5.437;51,10 %
GIRUÁ;11;RUBEN WEIMER;PP/PP / PMDB / PSDB / PPS;5.720;52,66 %
GLORINHA;10;DARCI LIMA DA ROSA;PRB/PRB / PSD / PDT / PEN;2.851;52,60 %
GRAMADO;12;FEDOCA;PDT/PDT / PT / PMDB / PPS / PSDC / PHS / PV / PEN / PC do B / PROS;12.244;50,13 %
GRAMADO DOS LOUREIROS;11;OSMAR ZIM;PP/PP / PSB / PMDB / PT / PDT / PTB;1.131;61,57 %
GRAMADO XAVIER;11;CLAUCIR MAFI;PP/PP / PDT / PT / PPS / PSB / PSD;1.420;51,69 %
GUABIJU;11;DIEGO VENDRAMIN;PP/PP / PT / DEM / PSD;786;59,86 %
GUAÍBA;14;SPEROTTO;PTB/PTB / PSL / PRB / PPS / PHS / PSD / PMDB / DEM / PC do B / PSDC / PTN / PSDB / SD / PEN;28.434;55,69 %
GUAPORÉ;12;VALDIR FABRIS;PDT/PDT / PMDB / PTB / PPS / PR;8.470;54,26 %
GUARANI DAS MISSÕES;15;JERONIMO JASKULSKI;PMDB/PMDB / PP / PDT;3.045;56,68 %
HARMONIA;45;LICO;PSDB/PP / PTB / PSDB;2.013;56,62 %
HERVAL;45;RUBEM;PSDB/PRB / PP / PT / PSDB / PPL / DEM;2.473;100,00 %
HERVEIRAS;15;PAULO GRASSEL;PMDB/PMDB / PSB;1.193;50,34 %
HORIZONTINA;23;DR. LAJUS;PPS/PPS / PDT / PTB / PSD;6.010;48,36 %
HULHA NEGRA;11;RENATO MACHADO;PP/PP / PDT / PRB / PSC;2.274;55,23 %
HUMAITÁ;11;FERNANDO WEGMANN;PP/PP / PTB / PSDB;1.933;52,68 %
IBARAMA;11;ANDRE DA CAS;PP/PP / PT;1.837;51,92 %
IBIAÇÁ;13;CLAUDIÃO;PT/PT / PDT;1.964;56,73 %
IBIRAIARAS;14;DOUGLAS ROSSONI;PTB/PTB / PP / PT / PSDB;2.337;100,00 %
IBIRAPUITÃ;11;ROSEMAR HENTGES;PP/PP / PMDB;2.218;70,41 %
IBIRUBÁ;10;ABEL GRAVE;PRB/PRB / PP / SD / PC do B / PT / PSB;7.481;55,01 %
IGREJINHA;11;JOEL WILHELM;PP/PP / PDT / PSC / PPS / DEM / PSB / PSDB / PSD / PC do B / SD / PROS;16.207;74,09 %
IJUÍ;12;VALDIR HECK;PDT/PDT / PTB / PPS / PP / PMDB / PSDB / PSD;28.502;64,77 %
ILÓPOLIS;15;EDE;PMDB/PMDB / PTB / PSB;1.580;50,98 %
IMBÉ;13;PIERRE;PT/PT / PMDB / PTB / PDT / REDE / PSD / SD / PROS;9.072;67,53 %
IMIGRANTE;11;LELO;PP/PP / PT;1.336;58,65 %
INDEPENDÊNCIA;14;JOAO EDECIO GRAEF;PTB/PTB / PP;2.443;49,73 %
INHACORÁ;14;EVERALDO BUENO ROLIM;PTB/PTB / DEM / PMDB;975;51,29 %
IPÊ;11;VALERIO ERNESTO MARCON;PP/PP / PDT / PTB;2.538;53,38 %
IPIRANGA DO SUL;14;MARIO;PTB/PTB / PP;930;51,50 %
IRAÍ;11;VILSINHO;PP/PP / PRB / PMDB / PSB;3.199;64,28 %
ITAARA;15;CLEO;PMDB/PMDB / DEM / PT;1.319;40,52 %
ITACURUBI;13;JOSÉ GROSO;PT/PT;865;36,01 %
ITAPUCA;25;MARCOS SCORSATTO;DEM/DEM / PDT / PP / PT / PTB / PMDB / PSDB / PC do B;1.122;68,75 %
ITAQUI;11;JARBAS MARTINI;PP/PP;11.873;56,75 %
ITATI;11;FLORI;PP/PP / PDT;1.203;50,91 %
ITATIBA DO SUL;13;ADRIANA;PT/PT / PDT / PPS / PSD;1.964;58,64 %
IVORÁ;11;BINOTTO;PP/PP / PDT / PSDB / PTB;1.256;100,00 %
IVOTI;11;MARIA DE LOURDES BAUERMANN;PP/PP / PSB / PSD / PMDB;8.714;66,54 %
JABOTICABA;11;VICO;PP/PP;1.270;45,24 %
JACUIZINHO;12;CAPITANIO;PDT/PDT / PT;788;41,69 %
JACUTINGA;11;BETO BORDIN;PP/PP / PMDB / PRB;1.384;50,84 %
JAGUARÃO;15;DR. FAVIO TELIS;PMDB/PMDB / PP / PSB / PT do B;7.668;47,26 %
JAGUARI;15;BETO TURCHIELLO;PMDB/PT / PMDB / SD;3.250;69,03 %
JAQUIRANA;11;MARCOS;PP/PP / PMDB / DEM;1.500;51,48 %
JARI;11;JOÃO ZICO;PP/PP;1.131;42,68 %
JÓIA;11;ADRIANO MARANGON;PP/PP / PTB / PMDB / PSDB;2.383;62,24 %
JÚLIO DE CASTILHOS;40;JOÃO VESTENA;PSB/PSB / PP / PSD / PRB;6.822;52,44 %
LAGOA BONITA DO SUL;14;GILNEI LUCHESE;PTB/PTB / PP / PSB / PDT;1.159;55,35 %
LAGOA DOS TRÊS CANTOS;11;DIONISIO WAGNER;PP/PP / PDT / PMDB;1.081;100,00 %
LAGOÃO;12;CIRANO CAMARGO;PDT/PDT / PSDB / PT / PPS / DEM;2.480;54,87 %
LAGOA VERMELHA;11;GUSTAVO BONOTTO;PP/PP;10.972;64,19 %
LAJEADO;11;MARCELO CAUMO;PP/PP / PMN / PSDB / PSD;19.969;43,60 %
LAJEADO DO BUGRE;11;BETO;PP/PP / PSD / PSC / PSB;937;56,14 %
LAVRAS DO SUL;12;SAVIO PRESTES;PDT/PDT / PMDB / DEM / PTB / PT;2.316;52,36 %
LIBERATO SALZANO;15;GILSON;PMDB/PMDB / PT / PP / PDT / PSB;2.133;55,58 %
LINDOLFO COLLOR;11;WILIAM WINCK;PP/PP / PT / PSB;2.384;61,91 %
LINHA NOVA;15;HENRIQUE PETRY;PMDB/PMDB / PTB / PDT;750;58,18 %
MAÇAMBARÁ;45;ADRIANE SCHRAMM;PSDB/PT / PR / PMDB / PSDB;2.091;65,45 %
MACHADINHO;12;HAMILTON;PDT/PDT / PMDB / PP / PSB / PPS;2.197;52,55 %
MAMPITUBA;13;DIRCEU;PT/PTB / PMDB / PT;1.421;56,57 %
MANOEL VIANA;12;GUSTAVO;PDT/PDT / PT / PTB / PMDB;2.477;53,42 %
MAQUINÉ;12;JOÃO MARCOS;PDT/PDT;2.642;54,60 %
MARATÁ;45;FERNANDO SCHRAMMEL;PSDB/PP / PDT / PSDB / PSD;1.155;56,20 %
MARAU;15;IURA KURTZ;PMDB/PMDB / PSB / PT do B / PDT / PSDB / PSD / PSC / PR;12.561;50,16 %
MARCELINO RAMOS;13;JULIANO (JUCA);PT/PT / PDT / PSD;1.798;54,29 %
MARIANA PIMENTEL;15;RENATO;PMDB/PMDB / PSB / PP;1.019;33,66 %
MARIANO MORO;12;IRINEU;PDT/PDT;1.003;51,54 %
MARQUES DE SOUZA;14;BRIDA;PTB/PTB / PT / PDT / PT do B;1.671;54,84 %
MATA;11;SERGIO;PP/PP;1.749;49,03 %
MATO CASTELHANO;12;JORGE LUIZ AGAZZI;PDT/PDT / PMDB;1.340;56,56 %
MATO LEITÃO;45;CARLOS BOHN;PSDB/PSDB / PDT / PMDB;2.150;64,99 %
MATO QUEIMADO;11;ORLANDO THOMAS;PP/PP / PT / PTB / PMDB;1.241;100,00 %
MAXIMILIANO DE ALMEIDA;13;DIRLEI;PT/PT / PP / PPS / PSB;1.506;42,42 %
MINAS DO LEÃO;11;MIGUEL;PP/PP / PMDB / PSDB / PTB;3.717;71,56 %
MIRAGUAÍ;14;TOCO;PTB/PMDB / PDT / PSB / PPS / PTB;2.152;61,66 %
MONTAURI;15;JAIRO ROSO;PMDB/PMDB / PTB / PDT / PPS / DEM;779;56,25 %
MONTE ALEGRE DOS CAMPOS;11;HILDEBRANDO;PP/PTB / PDT / PP / PT;1.623;53,09 %
MONTE BELO DO SUL;15;DALLÉ;PMDB/PMDB / PDT;1.342;48,66 %
MONTENEGRO;40;ALDANA "PARAGUAIO";PSB/PSB / SD / PRB;10.479;30,75 %
MORMAÇO;11;RODRIGO TRINDADE;PP/PP / PSB / PSDB;1.366;56,52 %
MORRINHOS DO SUL;15;LUIZ;PMDB/PMDB / PPS / PSB;1.481;54,07 %
MORRO REDONDO;14;DIOCELIO JAECKEL;PTB/PP / PTB;2.746;62,32 %
MORRO REUTER;14;CARLA;PTB/PTB / PP / PDT / SD / PT;3.074;70,81 %
MOSTARDAS;11;MOISÉS PEDONE;PP/PP / PSDB / PTB;3.420;42,88 %
MUÇUM;15;LOURIVAL A. BERNARDINO SEIXAS;PMDB/PMDB / PDT / PSD;2.137;58,26 %
MUITOS CAPÕES;25;PROFESSORA RITA;DEM/DEM / PMDB;1.124;51,58 %
MULITERNO;15;ADRIANO LUIZ PELISSARO;PMDB/PDT / PTB / PMDB;1.220;58,82 %
