Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
BELA VISTA DE MINAS;25;WILBER;DEM/PP / PR / DEM / PMN / PSDB;3.684;59,21 %
BELMIRO BRAGA;25;AFONSO;DEM/DEM / PSDB / PMDB;1.411;52,99 %
BELO HORIZONTE;45;* JOÃO LEITE;PSDB/PSDB / PPS / PP / DEM / PRB / PRTB;395.952;33,40 %
BELO HORIZONTE;31;* KALIL;PHS/PHS / REDE / PV;314.845;26,56 %
BELO ORIENTE;45;HAMILTON;PSDB/PSDB / DEM / PRP / PRB / PPL / PSC / PTC / PMN / PSD;6.689;43,04 %
BELO VALE;15;LAPINHA;PMDB/PP / PMDB / PTC / PTB / DEM / PSD / PRB;5.452;86,54 %
BERILO;11;LÁZARO;PP/PMDB / PSD / PT / PP / PV;3.435;55,83 %
BERIZAL;14;JOAO CARLOS;PTB/PRB / PDT / PTB / PMDB / PMN / PV / PSDB;1.699;53,36 %
BERTÓPOLIS;55;ANJINHO DEPOLO;PSD/PP / PDT / PT / PSD;1.622;50,12 %
BETIM;31;VITTORIO MEDIOLI;PHS/PP / DEM / PTN / PR / PHS / PMN / PV / PMB / PTC / PSDB / PC do B / PT do B / PRB / SD / PSD;119.750;61,64 %
BIAS FORTES;11;FABRICIO;PP/PMDB / PSDB / PDT / PP / PT;1.709;52,55 %
BICAS;15;HONORIO DE OLIVEIRA;PMDB/DEM / PSDB / PMDB / PPS;3.695;41,70 %
BIQUINHAS;45;ARISLEU PIRES;PSDB/PSDB / PV;1.386;51,37 %
BOA ESPERANÇA;15;HIDERALDO HENRIQUE SILVA;PMDB/PMDB / PC do B / PSB / PSDC / PSC / PTN / PMN / PRP / PSL / PDT;11.255;50,03 %
BOCAINA DE MINAS;11;GORDO;PP/PP;1.082;28,53 %
BOCAIÚVA;15;MARISA;PMDB/PMDB / PDT / PP / PRP / PRTB / PC do B / PT do B;9.936;37,77 %
BOM DESPACHO;23;FERNANDO CABRAL;PPS/PPS / PTB / PV / PSDB / PSC / DEM / PRTB / PP / PSD / SD / PTN / PDT / PMN;17.322;61,85 %
BOM JARDIM DE MINAS;25;DRAGÃO;DEM/DEM / PSB;2.705;53,82 %
BOM JESUS DA PENHA;40;NEI DO JORGINHO;PSB/PP / PT / PSC / PR / DEM / PSB / PSDB;2.168;100,00 %
BOM JESUS DO AMPARO;40;DÁRIO;PSB/PSB / DEM / PR / PT / PC do B;2.513;61,35 %
BOM JESUS DO GALHO;11;WILLIAM MOTOS;PP/PT / PMDB / PP / PR / PV;5.651;57,09 %
BOM REPOUSO;43;MESSIAS;PV/PV / PMDB / PSDB / PRB / PP / PSD / PSB / DEM;4.719;67,26 %
BOM SUCESSO;25;BETO;DEM/DEM / PV;5.771;60,19 %
BONFIM;15;GUSTAVO MARQUES RIBEIRO;PMDB/PMDB / DEM;2.302;42,11 %
BONFINÓPOLIS DE MINAS;22;DONIZETE;PR/PRB / PT / PSC / PR / PHS / PV / PSDB / PSD / PROS;2.024;51,18 %
BONITO DE MINAS;23;ZÉ REIS;PPS/PP / PT / PMDB / PTN / PR / PPS / DEM / PHS / PSB / PRP / PSDB / PC do B / PT do B / SD;3.261;54,66 %
BORDA DA MATA;45;ANDRE DO TIPÃO;PSDB/PDT / PR / PSDB / PSD;5.054;49,74 %
BOTELHOS;11;EDUARDO;PP/PP / PSDB / PTC;3.812;39,42 %
BOTUMIRIM;36;NANINHA;PTC/PRB / PTC / PDT / PC do B / PSD / PHS / PTB / PTN / PSB;2.593;63,68 %
BRASILÂNDIA DE MINAS;55;MARDEN JUNIOR;PSD/PSD / PHS / PPS / PMDB / PROS / SD / PV / PDT;5.408;57,19 %
BRASÍLIA DE MINAS;15;PROFESSOR GEELISON;PMDB/PRB / PP / PMDB / REDE / DEM / PRP / PEN;13.131;69,11 %
BRÁS PIRES;14;ITAMAR;PTB/PT / PV / PTB / DEM;2.082;54,09 %
BRAÚNAS;90;JOVANI;PROS/PROS / PP / DEM / SD;1.400;39,91 %
BRAZÓPOLIS;55;CARLOS DO POSTO;PSD/PSD / PR / PDT / PSB / PP / PPS / PTN / PV;6.066;61,62 %
BRUMADINHO;43;NENEN DA ASA;PV/PV / PRTB / PPS / PSDB / PTN / PSD / PR / PTC / PRP / DEM;11.945;55,11 %
BUENO BRANDÃO;55;SILVIO FELIX;PSD/PRB / PP / PT / PTB / PMDB / PSC / PR / PPS / DEM / PSB / PSDB / PSD;4.858;72,59 %
BUENÓPOLIS;40;CÉLIO SANTANA;PSB/PSB / PROS / PSD / PDT / PHS / PRB / PTC / PT / PMDB;3.169;54,61 %
BUGRE;15;JORDÃO;PMDB/PPS / PEN / PV / PR / PSDB / PTB / DEM / PMDB / PDT;1.983;55,87 %
BURITIS;12;DR. KENY;PDT/PDT / PRB / PT do B / PSB / PTC / PTN;7.511;52,21 %
BURITIZEIRO;55;ANDERSON BRAGA;PSD/PP / PT / PTN / PPS / PR / PSDC / PMN / PV / PSDB / PRP / PROS / PPL / PEN / PSD / SD;7.015;49,66 %
CABECEIRA GRANDE;22;ODILON;PR/PR / PTC / PSB / PSDB / PROS;2.237;68,37 %
CABO VERDE;55;EDSON DO JOÃO DO OLINTO;PSD/PSD / PSL / PR / PPS / PT do B;3.870;50,97 %
CACHOEIRA DA PRATA;15;DOMICIO;PMDB/DEM / PMN / PMDB;1.529;49,35 %
CACHOEIRA DE MINAS;22;DIRCEU DO ZÉ BIGODE;PR/PP / PTB / PR;4.217;57,13 %
CACHOEIRA DE PAJEÚ;13;GILÃO;PT/PRB / PT / PMDB / PROS;3.291;60,78 %
CACHOEIRA DOURADA;15;OVIDIO;PMDB/PMDB / PP / PSC / PSD;1.055;52,18 %
CAETANÓPOLIS;45;ROMÁRIO;PSDB/PP / PTB / PMDB / PRTB / PV / PSDB / PSD;3.359;55,01 %
CAETÉ;14;LUCAS COELHO;PTB/PTB / PTC / PSL / PSD / PTN;10.429;41,36 %
CAIANA;11;MAURICIO;PP/PP / PSB / PMDB;1.799;52,65 %
CAJURI;40;RICARDO;PSB/PDT / PMDB / PSB / SD / PSDB;1.696;50,22 %
CALDAS;14;ULISSES GUIMARÃES BORGES;PTB/PTB / PMDB / PT / PSDB / PP;5.279;59,16 %
CAMACHO;25;BRUNO;DEM/PMDB / DEM;1.207;52,34 %
CAMANDUCAIA;15;EDMAR;PMDB/PMDB / PDT / PSC / PP / PT / PHS / PROS / PPS / REDE;6.855;53,60 %
CAMBUÍ;77;TALES TADEU TAVARES;SD/SD / PSB / PP / DEM / PR;5.833;39,92 %
CAMBUQUIRA;17;FABRICIO DA CREUSA;PSL/PSL;4.293;55,96 %
CAMPANÁRIO;45;MARCONDES;PSDB/PSC / PSDB / PROS / PSD;1.642;59,13 %
CAMPANHA;23;NANDO BELMIRO;PPS/PPS / DEM / PSDB / PDT / PSD;6.207;68,71 %
CAMPESTRE;45;ZETINHO;PSDB/PRTB / PHS / PSDB / PV;8.051;63,75 %
CAMPINA VERDE;45;FRADIQUE;PSDB/PSDB / PSB / PTB / PSL / SD / PRB;6.113;47,39 %
CAMPO AZUL;13;NARDIN;PT/PDT / PT / PC do B / PHS / PRB / PSL;1.455;100,00 %
CAMPO BELO;40;DR. ALISSON;PSB/PSB / PMDB / PMB / PTC / PHS / PC do B / PR;22.210;79,57 %
CAMPO DO MEIO;45;ROBSON;PSDB/PSDB / PC do B / PV / DEM / PPS / PSDC;4.313;51,80 %
CAMPO FLORIDO;22;RONALDO BERNARDES;PR/PT do B / PT / PSDB / PMDB / PSC / PR / PC do B / PTB / PTC;2.713;54,26 %
CAMPOS ALTOS;15;PAULO ALMEIDA;PMDB/PTB / PMDB / PSC / PSB / PSD;4.053;53,11 %
CAMPOS GERAIS;15;ZE PESUDO;PMDB/PMDB / PSD / PSDB / PTB;8.498;58,02 %
CANAÃ;25;CLARICE;DEM/DEM / PT do B / PHS;1.425;39,50 %
CANÁPOLIS;22;UALISSON DO PRIMO;PR/PR / PT / PMDB / PV / PMB / PSC / PHS / PC do B;4.053;53,40 %
CANA VERDE;11;EDUARDO;PP/PP / PV / PT / PSC / PSD / PSB;2.760;72,42 %
CANDEIAS;11;RODRIGO DO CELINHO;PP/PP / PMDB / PR / PTC / PSB / PSD / PRB / PT do B / PROS;6.349;70,36 %
CANTAGALO;12;ADEILSON;PDT/PDT / PRB / PEN / PSL / PHS / PPS / PMDB / DEM;1.735;54,44 %
CAPARAÓ;45;CRISTIANO XAVIER;PSDB/PMDB / PSDB / PHS / PTB / PR / PSC / PP / PT;1.874;51,46 %
CAPELA NOVA;25;ADELMO;DEM/DEM / PSDB / PEN / PSC;2.181;57,64 %
CAPELINHA;20;TADEUZINHO;PSC/PRB / PSC / PTC / PSDC;11.687;60,37 %
CAPETINGA;15;CÉSAR DA AUTO ELÉTRICA;PMDB/PMDB / PTB / DEM;2.537;54,79 %
CAPIM BRANCO;15;ELMO DE MOZART;PMDB/PMDB / PEN / DEM / PDT / PTB / PTC / PSC / PHS / PROS / PMN;3.886;61,74 %
CAPINÓPOLIS;40;CLEIDIMAR ZANOTTO;PSB/PHS / PSB;4.230;44,75 %
CAPITÃO ANDRADE;15;AROLDO;PMDB/PMDB / PRB / PDT / PSC / DEM / PHS / PSD / SD;2.497;75,28 %
CAPITÃO ENÉAS;14;PETRONIO MINEIRO;PTB/PTB / PP / PMDB / PSL / PDT / PTC / PSDB / PSDC;5.515;58,82 %
CAPITÓLIO;13;DR ZÉ EDUARDO;PT/PRB / PMDB / PT / DEM / PSDC;3.806;64,83 %
CAPUTIRA;25;CELSO;DEM/PR / PHS / DEM / PSDB / PEN / PSD;4.392;66,15 %
CARAÍ;40;VAVÁ;PSB/PSB / PTC / PEN / PSD;3.512;35,47 %
CARANAÍBA;23;MARCOS BELLAVINHA;PPS/PP / PPS / PSDB;1.620;58,95 %
CARANDAÍ;55;VASIQUINHO;PSD/PTB / PP / PMDB / PT / PR / PSD / PC do B;6.599;40,12 %
CARANGOLA;15;PAULO PETTERSEN;PMDB/PMDB / PTB / PRB / PHS / PV / PEN;6.764;37,93 %
CARATINGA;25;DR WELINGTON;DEM/DEM / REDE / PRP / PT do B / PSD / PC do B;17.516;42,49 %
CARBONITA;45;NICO MORAES;PSDB/PMDB / PDT / PSB / PSDB / PSD / SD;3.187;53,88 %
CAREAÇU;25;TOVAR;DEM/DEM / PRB / PP / PSDB / PSD / PMDB;2.479;59,89 %
CARLOS CHAGAS;23;ACASSIO;PPS/PTB / PMDB / PR / PPS / DEM / PSB / PV / PSDB / PROS / PDT;6.842;59,45 %
CARMÉSIA;45;MARIO CESAR;PSDB/PSDB / PMDB / PT / PSD / PV;1.436;100,00 %
CARMO DA CACHOEIRA;15;GODÓ;PMDB/PMDB / PP / PSC / PSL / PSD / PV / SD / PDT;3.823;50,95 %
CARMO DA MATA;45;ALMIR;PSDB/PPS / PSDB / PR / PHS / PROS / PSL / PTC / DEM / PSB / PMDB;3.954;85,27 %
CARMO DE MINAS;15;YURI;PMDB/PMDB / PR / PV / PSD / PHS / PSB;5.336;70,85 %
CARMO DO CAJURU;40;EDSON VILELA;PSB/PTB / PMDB / DEM / PSB / PSDB / PR / PEN;6.647;52,09 %
CARMO DO PARANAÍBA;15;DR. CÉSAR;PMDB/PMDB / PSC / PR / PV / PT;8.139;51,02 %
CARMO DO RIO CLARO;70;TIÃO NARA;PT do B/PT do B / PPS / PSB;5.064;42,54 %
CARMÓPOLIS DE MINAS;55;GERALDO TOURO;PSD/DEM / PMDB / PSD / PP;6.371;58,90 %
CARNEIRINHO;45;CÁSSIO;PSDB/DEM / PSB / PSDB / SD;3.490;50,73 %
CARRANCAS;15;ZÉ DO MERCADO;PMDB/PMDB / PSL / PC do B;1.902;100,00 %
CARVALHÓPOLIS;25;CURIÓ;DEM/PMDB / DEM / PSDB;1.394;51,48 %
CARVALHOS;14;ANTONIO DE PADUA;PTB/PTB / PP / PSB / PSDB;1.764;54,53 %
CASA GRANDE;15;LUIZ DO ZECA;PMDB/PMDB / PROS;1.196;51,49 %
CASCALHO RICO;55;DÁRIO;PSD/PSD / PT do B / PMDB / SD / PP;1.419;49,27 %
CÁSSIA;33;KITO ARANTES;PMN/PMN / SD / PSL;5.097;47,25 %
CATAGUASES;45;WILLIAN LOBO;PSDB/PSDB / PSD / PSB / DEM / PPS / PRTB / PDT / PV / PTB / PTC / PSC / PEN;16.798;41,82 %
CATAS ALTAS;45;PARREIRA;PSDB/PSDB / DEM / PP / PV;2.047;52,84 %
CATAS ALTAS DA NORUEGA;11;GERSON;PP/PP / PSDB / PT / REDE;1.329;41,62 %
CATUJI;22;FUVIO;PR/PRB / PT / PTB / PSL / PTN / PR / PPS / PSDC / PMN / PSB / PT do B;3.286;54,01 %
CATUTI;55;ZINGA;PSD/PR / PSDB / PDT / PP / PC do B / PMDB / PSB / PSD;1.746;50,98 %
CAXAMBU;45;DIOGO CURI;PSDB/PR / PSC / PROS / PSB / PSDB / PEN;6.588;49,73 %
CEDRO DO ABAETÉ;25;LUIZ ANTONIO;DEM/DEM;617;50,62 %
CENTRAL DE MINAS;11;TAVIN;PP/PSDB / PHS / PR / PP;2.549;51,53 %
CENTRALINA;55;ELSINHO;PSD/PSD / PSB / PT / PRP / PPS / PDT;3.258;51,50 %
CHÁCARA;10;EMERSON;PRB/PRB / PP / PTB / PV / PSDB;1.232;51,23 %
CHALÉ;45;CARLINHO;PSDB/PSDB / SD / PMDB;2.211;100,00 %
CHAPADA DO NORTE;10;DIEGO DE TECO;PRB/PRB / PDT / PMDB / DEM / PROS / PPS;3.660;54,86 %
CHAPADA GAÚCHA;40;JAIRZINHO;PSB/SD / PDT / PSB / PTB / PT do B / PV / PPS / PRB;2.788;42,00 %
CHIADOR;65;MAURICIO;PC do B/PC do B / PR / PV;886;54,06 %
CIPOTÂNEA;31;DEZINHO DO SINDICATO;PHS/PHS / PPS / PSL / PSDB / PTB / SD / PV;2.708;58,31 %
CLARAVAL;70;LUIZÃO;PT do B/PT do B / SD;1.721;42,15 %
CLARO DOS POÇÕES;12;DR NORBERTO;PDT/DEM / PTB / PDT / PSDB / PP / PSL / PV / PROS / PT do B;3.359;54,09 %
CLÁUDIO;28;ZEZINHO DO ZÉ DO JUQUINHA;PRTB/PMDB / PPS / PRTB;6.366;39,65 %
COIMBRA;31;DIQUINHA;PHS/PHS;1.889;36,26 %
COLUNA;70;SADY;PT do B/PTC / PSD / PT do B / PSB;1.841;34,66 %
COMENDADOR GOMES;15;JERÔNIMO;PMDB/DEM / PMDB / PR / PRB / PT / PSB / PSC / SD / PP / PT do B / PROS / PHS / PV / PSDB;1.648;100,00 %
COMERCINHO;40;GILMAR;PSB/PSB / PTB / PROS;2.240;48,46 %
CONCEIÇÃO DA APARECIDA;14;RUBERVAL;PTB/PTB / DEM / PHS / PMDB / PR / PROS / PSD / PSDB;3.323;50,45 %
CONCEIÇÃO DA BARRA DE MINAS;45;JUJU;PSDB/PSDB / PV / PP / PTB;1.712;53,70 %
CONCEIÇÃO DAS ALAGOAS;15;CELSON PIRES;PMDB/PT / PMDB / PR / PHS / PMB / PSB / PROS;9.289;58,76 %
CONCEIÇÃO DAS PEDRAS;14;ZÉ CHIQUINHO;PTB/PTB / PMDB / PT;1.237;52,55 %
CONCEIÇÃO DE IPANEMA;45;GROSMANE;PSDB/PV / PROS / DEM / PSDB;1.921;56,62 %
CONCEIÇÃO DO MATO DENTRO;15;ZÉ FERNANDO;PMDB/PR / PMDB / PSL / PTC / PV / REDE / PSC / PSD / DEM;5.383;46,33 %
CONCEIÇÃO DO PARÁ;15;PROCOPIO;PMDB/PRB / PMDB / PSL / PR / PV / PT do B;2.491;60,14 %
CONCEIÇÃO DO RIO VERDE;55;JOÃO DO KIKÃO;PSD/PDT / PP / PT / PMDB / PTN / PSC / PR / PSL / PSDB / PSD / DEM / PPS;2.556;66,95 %
CONCEIÇÃO DOS OUROS;15;MAURÍCIO VIANA;PMDB/PMDB / PTB / PT / PRB / PSC / PHS;4.146;56,86 %
CÔNEGO MARINHO;11;AGIDÊ;PP/PP / PSC / PPS / PHS / PSB / PC do B;2.712;60,71 %
CONFINS;45;TOTÔ;PSDB/PDT / PTB / PTN / DEM / PHS / PSDB;2.405;45,88 %
CONGONHAL;14;JUNIOR;PTB/PP / PT / PTB / PSDC / PTC;3.884;50,84 %
CONGONHAS;45;ZELINHO;PSDB/PSDB / PPS / PHS / PRB / PMDB / PT do B / PTB / PTC / PSDC / PC do B / PTN / PPL / PEN / PSL / PMB / PRTB;14.995;47,46 %
CONGONHAS DO NORTE;77;NELMAR;SD/SD;1.720;55,39 %
CONQUISTA;22;HENRIQUE;PR/PR / PSD;2.080;45,08 %
CONSELHEIRO LAFAIETE;25;MARIO MARCUS;DEM/PP / PR / DEM / PV / PSDB / PSD / SD / PSC / PDT / PPS / PRTB / PHS / PC do B;35.036;71,12 %
CONSELHEIRO PENA;10;ELIANA MORAIS;PRB/PRB / PP / PR / PTC / PSDB / PROS / PEN;6.471;51,35 %
CONSOLAÇÃO;15;MAURILIO CORREIO;PMDB/PMDB / PSD / PR;1.084;64,68 %
CONTAGEM;65;* CARLIN MOURA;PC do B/PC do B / PDT / PT / PRB / PEN / PTC / PSDC / PHS / PMN / PROS / PTB;79.454;27,87 %
CONTAGEM;45;* ALEX DE FREITAS;PSDB/PSDB / PV / PMB / PP / PPS / PSB / PT do B / PRP / PSL / SD;70.358;24,68 %
COQUEIRAL;15;ROSSANO DE OLIVEIRA;PMDB/PMDB / DEM / PP / PSB / PSL / PSD / PTB;3.414;67,74 %
CORAÇÃO DE JESUS;22;ROBINHO DIAS;PR/PR / PEN / PP;7.978;50,06 %
CORDISBURGO;13;PADRE MAURICIO;PT/PT / PTB / DEM / PSB / PMB / PC do B;3.283;59,79 %
CORDISLÂNDIA;22;MARLENE FUBÁ;PR/PMDB / PT / PR;1.545;63,22 %
CORINTO;23;DR. SOCRATES;PPS/PPS / PSDC / PP / PRTB / PR;7.583;53,44 %
COROACI;12;EMERSON ANDRADE;PDT/PDT / PTB / PPS / PSDB / PSD;3.789;52,44 %
COROMANDEL;15;DIONE;PMDB/PMDB / DEM / PV / PSL / PSD;8.619;45,82 %
CORONEL FABRICIANO;45;DR. MARCOS VINICIUS;PSDB/PSDB / PMDB / PTB / PDT / PSB / PSD / PP / PMN / PROS / PHS / PSL;27.037;46,63 %
CORONEL MURTA;45;DONA FIA;PSDB/PSDB / PMDB / PDT / PSC / SD / DEM;3.150;55,24 %
CORONEL PACHECO;15;EDELSON;PMDB/PMDB / DEM / PP / PT / PSD;1.039;44,53 %
CORONEL XAVIER CHAVES;45;FÚVIO DO CHICO PREFEITO;PSDB/PSDB;1.307;56,00 %
CÓRREGO DANTA;23;REGINALDO;PPS/PPS / PV / PMDB / PTC / PSDB / PP / PT do B;1.617;63,84 %
CÓRREGO DO BOM JESUS;22;ELIANA;PR/PP / PR / PV;1.771;49,82 %
CÓRREGO FUNDO;27;ERICA LEAO;PSDC/PSDC;2.422;54,44 %
CÓRREGO NOVO;22;AILTON TOP LAJE;PR/PSL / PR / PSDB / PDT / PTB / PSC / DEM / PSB / PRP / PSD;1.874;65,46 %
COUTO DE MAGALHÃES DE MINAS;15;MARQUINHOS DO AÇOUGUE;PMDB/PMDB / PSC / PR / DEM / PV / PTB;1.995;67,83 %
CRISÓLITA;14;LANDÃO;PTB/PTB / PV / PRB / PDT / PSD;2.667;67,52 %
CRISTAIS;14;DJALMA CARVALHO;PTB/PTB / PTN / PSD / PMN / PSDB / PMDB;4.035;60,50 %
CRISTÁLIA;15;TIQUIM;PMDB/PP / PMDB / DEM;2.473;57,59 %
CRISTIANO OTONI;40;ZÉ ÉLCIO;PSB/PTB / PSB / PHS / PSDB;1.414;69,52 %
CRISTINA;55;PROFESSOR RICARDO;PSD/PPS / PSD;2.665;41,28 %
CRUCILÂNDIA;11;LAERCIO DE SOUZA;PP/PP / PSL / PSC / PSDB / SD;2.241;53,36 %
CRUZEIRO DA FORTALEZA;15;AGNALDO SILVA;PMDB/PMDB;1.315;36,08 %
CRUZÍLIA;11;JOAQUIM PARANAIBA;PP/PP / PR / DEM / PSD;6.298;63,91 %
