Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
CARACOL;40;GILSON FILHO;PSB/PSB / PRP / PSD / PRB / PC do B / PV / PDT / PTB;3.866;60,21 %
CARAÚBAS DO PIAUÍ;13;CABURE;PT/PT / PDT / PSB / PTC / DEM;2.486;64,59 %
CARIDADE DO PIAUÍ;55;TONINHO DE CARIDADE;PSD/PSD / PDT / PMDB / PSDB / DEM;2.295;57,63 %
CASTELO DO PIAUÍ;13;MAGNO;PT/PRB / PP / PT / PRTB / PHS / PV / PSB;6.866;58,03 %
CAXINGÓ;15;WASHINGTON;PMDB/PMDB / PDT / PTB / PPS / PSB;2.085;49,22 %
COCAL;45;RUBENS VIEIRA;PSDB/PSDB / PRB / PT / PTC / PSD / PMN;10.093;61,95 %
COCAL DE TELHA;11;ANA CÉLIA;PP/PP / PT / PSDB;2.267;68,30 %
COCAL DOS ALVES;13;OSMAR VIEIRA;PT/PP / PSDB / PT;2.259;51,73 %
COIVARAS;13;MARCELINO;PT/PT / PP / PMDB / PR / PTC / PSD;2.548;62,73 %
COLÔNIA DO GURGUÉIA;13;DOQUINHA;PT/PT / PR / PTB / PSD / PRB / PROS;2.200;52,12 %
COLÔNIA DO PIAUÍ;11;LUCIA MOURA;PP/PTB / PP / PC do B / PMDB / PROS;2.408;50,55 %
CONCEIÇÃO DO CANINDÉ;11;MIRIM;PP/PP / PTB / PDT / PSD;2.166;57,62 %
CORONEL JOSÉ DIAS;40;MANINHO;PSB/PDT / PT / PSB / PSDB / PSD / PC do B;1.967;50,67 %
CORRENTE;11;MURILO;PP/PP / PMDB / PSDB / PROS / SD / PSB;8.044;54,68 %
CRISTALÂNDIA DO PIAUÍ;11;ARIANO MESSIAS;PP/PSB / PP / PDT / PRP / PROS;2.614;56,99 %
CRISTINO CASTRO;40;MANOEL JUNIOR;PSB/PSB / PSC / PRB / PSDB;2.636;44,84 %
CURIMATÁ;45;VALDECIR JUNIOR;PSDB/PSDB / PHS / DEM / PP / PSD / PRB / PROS / PR / PDT / PSC / PTB;3.900;56,00 %
CURRAIS;40;RAIMUNDO SANTOS;PSB/PSB / PTB / PP / PHS / PT / PC do B;1.084;24,93 %
CURRALINHOS;40;ALCIDES OLIVEIRA;PSB/PSB / PRP / PSD / PV / SD / PDT / PSDB;1.640;43,15 %
CURRAL NOVO DO PIAUÍ;15;JUNIOR DE ABEL;PMDB/PMDB / PSDB / DEM / PT / PDT;1.700;50,69 %
DEMERVAL LOBÃO;15;JUNIOR CARVALHO;PMDB/PMDB / PTB / DEM / PRP / PRB / PSB / PSC / PT / PDT / SD / PSDB / PPS / PRTB / PSDC / PSD;7.729;82,91 %
DIRCEU ARCOVERDE;40;CARLAO DO FEIJAO;PSB/PSB / PSD / PMDB / PDT / PRB / PSC / PC do B;2.451;54,35 %
DOM EXPEDITO LOPES;12;VALMIR BARBOSA;PDT/PDT / DEM / PPS / PROS / REDE / PC do B / PSDB / PSB / PT / PTB;2.563;50,02 %
DOMINGOS MOURÃO;14;JULIO CESAR;PTB/PSDB / PTB / PT;1.461;50,24 %
ELESBÃO VELOSO;14;RONALDO BARBOSA;PTB/PP / PTB / PSC / PR / PSDB / SD;5.739;60,18 %
ELISEU MARTINS;55;DR. MARCOS;PSD/PDT / PSD / PSB;1.939;59,46 %
ESPERANTINA;13;VILMA AMORIM;PT/PT / PTB / PEN / PSB / PV / PTN / PHS / PRB;11.314;49,48 %
FARTURA DO PIAUÍ;55;DR. LAÊNIO;PSD/PSD / PP / PT / PPS / PRB / PRP / PSDB / PTB;2.001;61,84 %
FLORES DO PIAUÍ;14;NAEL BARROS;PTB/PT / PTB / PRTB / PDT / PSC;1.992;52,70 %
FLORESTA DO PIAUÍ;14;MILTON;PTB/PT / PTB / PMDB / PR / PRP / PSDB / SD;1.168;56,45 %
FLORIANO;11;JOEL RODRIGUES;PP/PP / PSDC / PSDB / REDE / PHS / SD / PC do B / PV / PMN / PTB / PRTB / PPS / PTN / PSC;16.040;46,96 %
FRANCINÓPOLIS;40;PAULO CÉSAR;PSB/PMDB / PSB / PT / PTN;1.768;50,72 %
FRANCISCO AYRES;12;VALKIR NUNES;PDT/PRB / PP / PDT / PT / PHS / PSD / PC do B;2.135;60,36 %
FRANCISCO MACEDO;40;NONATO ALENCAR;PSB/PP / PR / PT / PSB / PSDB;1.229;55,74 %
FRANCISCO SANTOS;13;DR. LUIS JOSÉ;PT/PT / PRTB / PP / PTB;3.514;54,04 %
FRONTEIRAS;15;MARIA JOSE;PMDB/PMDB / PT / PDT / PSB / PRTB / PR / DEM / PP;4.239;53,34 %
GEMINIANO;11;ERCULANO;PP/PP / PDT / SD;2.578;54,58 %
GILBUÉS;54;LEO MATOS;PPL/PT / PMDB / PR / PPS / DEM / PHS / PV / PROS / PPL / PEN;3.478;57,84 %
GUADALUPE;55;NEIDINHA;PSD/PSD / PC do B / DEM / PMDB / PP / PPL / PRB;4.290;61,90 %
GUARIBAS;11;CLAUDINE;PP/PP / PT / PR / PSB / PSD;2.264;54,24 %
HUGO NAPOLEÃO;13;HÉLIO;PT/PT / PP / PRB / PSC;2.319;66,35 %
ILHA GRANDE;15;HERBERT SILVA;PMDB/PMDB / PSB / PR;3.406;55,33 %
INHUMA;13;SILVA JÚNIOR;PT/PT / PMDB / PMB / PC do B / PPL / PMN / PDT / PTC / PSDB;4.609;47,61 %
IPIRANGA DO PIAUÍ;11;ZÉ MARIA;PP/PP / SD / PDT / PT / PTB / PV / PSDB;2.939;50,12 %
ISAÍAS COELHO;15;DR EUDES;PMDB/PMDB / PSB;2.615;52,95 %
ITAINÓPOLIS;12;DR PAULO LOPES;PDT/PDT / PT / PMDB / PRB / PRP;3.171;42,63 %
ITAUEIRA;55;CHICO MOURA;PSD/PSD / PSDC / DEM / PV / PSB / PMDB;2.662;100,00 %
JACOBINA DO PIAUÍ;33;GD;PMN/PMN / PT / PMDB / SD / PTN;2.740;65,08 %
JAICÓS;55;NENEN DE EDITE;PSD/PSD / PSDB / PPL / PROS;4.322;43,96 %
JARDIM DO MULATO;13;AIRTON;PT/PT / PSB / PSD / PDT;1.773;53,16 %
JATOBÁ DO PIAUÍ;13;JOSÉ CARLOS;PT/PT / PDT / PRB / PTB / PTN / PTC;2.406;51,50 %
JERUMENHA;22;ALDARA PINTO;PR/PSDC / PMDB / PR / PTC / PSB / PDT / DEM / PSC / PRB / SD / PMN / PPL;2.036;53,15 %
JOÃO COSTA;43;GILSON CASTRO;PV/PV / PMDB / PPS / PSD / PSB;1.569;57,77 %
JOAQUIM PIRES;13;GENIVAL BEZERRA;PT/PT / PSB / PTB / PR;5.895;62,41 %
JOCA MARQUES;14;BETÃO;PTB/PTB / PP / PT;2.691;75,85 %
JOSÉ DE FREITAS;11;ROGER LINHARES;PP/PP / PDT / PSD / SD / PTB / PSC / PRB / PR / PT / PHS / PSDB;14.827;57,51 %
JUAZEIRO DO PIAUÍ;55;ZEVALDO;PSD/PT / PRB / PSD / DEM / PP / PTB / PDT / PC do B / PMDB;2.629;60,09 %
JÚLIO BORGES;11;EDUARDO HENRIQUE;PP/PP / PDT / DEM / SD;2.478;59,14 %
JUREMA;13;ELDER;PT/PRB / PT / PSD / PT do B;1.913;51,16 %
LAGOA ALEGRE;15;CARLOS MAGNO;PMDB/PMDB / PSDB / PPS / PRP / PT / PDT / PTB;2.731;44,75 %
LAGOA DE SÃO FRANCISCO;40;VERIDIANO MELO;PSB/PRB / PP / PSB / PV / PT / PSD / SD;2.071;51,65 %
LAGOA DO BARRO DO PIAUÍ;12;GILSON NUNES;PDT/PDT / PP / PSB / PSDB / PT / SD / PMDB;1.948;60,80 %
LAGOA DO PIAUÍ;15;ANTONIO NETO;PMDB/PSDB / PMDB / PSB / PP;1.778;50,79 %
LAGOA DO SÍTIO;13;ANTONIO DITOSO;PT/PT / SD / PPS / PSDB / PSB;1.806;54,68 %
LAGOINHA DO PIAUÍ;14;DR. ALCIONE;PTB/PTB / PMDB / PMN / PHS / PTC / PPL / SD;1.251;55,50 %
LANDRI SALES;40;AURELIO SA;PSB/PR / PSD / PP / PSB;1.986;52,60 %
LUIS CORREIA;40;KIM DO CARANGUEJO;PSB/PSB / PTB;11.726;61,78 %
LUZILÂNDIA;36;RONALDO GOMES;PTC/PTC / PR / PMDB / PSB / PSD;8.188;54,07 %
MADEIRO;11;ZÉ NETO;PP/PP / PMDB / PSC / PEN / PSDB;2.795;57,80 %
MANOEL EMÍDIO;14;ZE MEDEIROS;PTB/PP / PRP / PRTB / PRB / PSDB / PTB;1.973;53,85 %
MARCOLÂNDIA;13;CHICO PITU;PT/PT / PP / PDT / PMB / PMDB;2.947;53,00 %
MARCOS PARENTE;13;PEDRO NUNES;PT/PT / PSDB / PP / PSD / PR / PROS / PMDB;1.667;50,64 %
MASSAPÊ DO PIAUÍ;11;CHICO CARVALHO;PP/PP / PT / DEM;2.754;59,34 %
MATIAS OLÍMPIO;55;FOGOIO;PSD/PRB / PSL / PSC / PR / PSDC / PRTB / PSD / PEN;2.534;39,60 %
MIGUEL ALVES;13;OLIVEIRA JÚNIOR;PT/PC do B / PMDB / PT / SD / PEN / PRTB / PTB / PSB / PTC / PROS / PRP;11.333;64,87 %
MIGUEL LEÃO;22;ROBERTO NASCIMENTO;PR/PP / PMDB / PTB / PRB / PR;620;100,00 %
MILTON BRANDÃO;13;CASA GRANDE;PT/PC do B / PT / PTB / PSD;2.265;50,76 %
MONSENHOR GIL;55;JOÃO LUIZ;PSD/PSD / PT / PRTB / PMDB / PC do B / PDT / SD / PTC / PRP / PMB / PPS / PP / PSDB;4.509;70,89 %
MONSENHOR HIPÓLITO;40;DR. ZENON BEZERRA;PSB/PSB / PP / PSD / PTC / PSDB;3.086;52,76 %
MONTE ALEGRE DO PIAUÍ;40;DAVI;PSB/PSB / PT / PRB / PR / PPL / DEM / PRP / PPS / PSD / PMDB;3.849;54,56 %
MORRO CABEÇA NO TEMPO;28;BATISTA;PRTB/PDT / PT / PTB / PMDB / PR / PRTB / PSD / PROS;1.784;55,27 %
MORRO DO CHAPÉU DO PIAUÍ;55;MARCOS HENRIQUE;PSD/PMDB / PSD / PPL / PSDB / PSC / PHS / PP / PTC / PR / PV;2.068;50,69 %
MURICI DOS PORTELAS;55;DR. RICARDO SALES;PSD/PSD / PSB / PPS / PMDB / PRB;2.906;59,02 %
NAZARÉ DO PIAUÍ;22;NONATO DE ABILIO;PR/PT / DEM / PDT / PHS / PMDB / PMN / PR / PRTB / PSB / PSC / PSDB;3.045;57,89 %
NAZÁRIA;13;OSVALDO BONFIM;PT/PT / PRTB / PR / PSD / PTN / PSDC / PMN / PSC / DEM;4.598;51,94 %
NOSSA SENHORA DE NAZARÉ;65;LUIZINHO CARDOSO;PC do B/PDT / PC do B / SD / PSC / PMDB / PMN / PRB;2.966;73,00 %
NOSSA SENHORA DOS REMÉDIOS;13;MANOEL DO FERNANDINHO;PT/PSD / PR / PT / PTB / PV;3.096;50,10 %
NOVA SANTA RITA;12;ANTÔNIO CHICO;PDT/PDT / PTB / PSB / PV;1.727;55,94 %
NOVO ORIENTE DO PIAUÍ;36;ARNILTON NOGUEIRA;PTC/PTC / PMN / PMDB / DEM / PDT;2.227;54,30 %
NOVO SANTO ANTÔNIO;13;EDGAR BONA;PT/PT / PTC / DEM / PMDB / PSDB / PSD;2.363;67,75 %
OEIRAS;11;ZÉ RAIMUNDO;PP/PP / PDT / PTB / PMB / PSB / PSDB / PC do B / PROS;11.481;52,62 %
OLHO D'ÁGUA DO PIAUÍ;40;ANTONIO FRANCISCO;PSB/PT / PTB / PMDB / PSB / PC do B / PSD;1.716;100,00 %
PADRE MARCOS;40;VALDINAR;PSB/PSB / PSD / PSDB / PT;1.916;39,16 %
PAES LANDIM;13;GUTIM;PT/PMDB / PRB / PP / PSD / PR / PT / PSB;1.580;51,07 %
PAJEÚ DO PIAUÍ;22;SEBASTIANA DO CLÁUDIO;PR/PT / PMDB / PR / PROS;1.670;61,97 %
PALMEIRA DO PIAUÍ;14;JOÃO DA CRUZ;PTB/PTB / PSB / PRTB / PMN / PP / PDT / PHS / SD / PSDB;2.602;65,02 %
PALMEIRAIS;12;REGINALDO JÚNIOR;PDT/PDT / PSD / PP / PMDB / PMB / DEM / SD / PSDB / PPL / PRP / PRB / PPS;4.846;50,10 %
PAQUETÁ;15;DR. THALES;PMDB/PMDB / PSDB / PT / PSB;1.873;56,36 %
PARNAGUÁ;54;ALEMAO;PPL/PTB / DEM / PHS / PSB / PPL / PV;2.543;47,82 %
PARNAÍBA;77;MÃO SANTA;SD/SD / PSL;35.585;45,53 %
PASSAGEM FRANCA DO PIAUÍ;11;LAN;PP/PP / PT / PSDB;1.743;52,66 %
PATOS DO PIAUÍ;40;AGENILSON;PSB/PSB / PMDB / PDT / PT / PC do B;2.255;50,96 %
PAU D'ARCO DO PIAUÍ;11;NILTON BACELAR;PP/PRB / PP / PSC / PSB / PV;1.882;47,09 %
PAULISTANA;40;DIDIU;PSB/PSB / PT / PMDB / PPS / PSDC / PTC / PROS;7.416;58,90 %
PAVUSSU;14;JULIMAR;PTB/PTB / PSD / PV / PTC / PSC;1.968;61,71 %
PEDRO II;11;ALVIMAR MARTINS;PP/PP / PSB / PTB / PMDB / PMN / PSDB / PSD;12.615;53,92 %
PEDRO LAURENTINO;11;LEO LEITE;PP/PP / PMDB / PSD;1.267;52,59 %
PICOS;13;PADRE WALMIR;PT/PDT / PT / PTB / PMDB / PSL / PTN / PMN / PTC / PSB / PEN / PPL / PSD / PC do B / PSDB;20.133;48,13 %
PIMENTEIRAS;14;VENICIO DO Ó;PTB/PP / PT / PTB / DEM / PMB / PRP / PSDB / PSD / SD;4.175;55,25 %
PIO IX;40;REGINA;PSB/PSB / REDE / PR / DEM / PHS / PSDB / PROS;4.364;38,29 %
PIRACURUCA;55;DR. RAIMUNDO;PSD/PSB / PSD / PT / PRB;9.157;51,11 %
PIRIPIRI;15;LUIZ MENEZES;PMDB/PMDB / PPS / DEM / PMN / PSDB / PSDC / PSOL / PV / SD / PROS / REDE;17.956;49,71 %
PORTO;11;DÓ BACELAR;PP/PRB / PP / PTB / PTN / PR / PPS / PRTB / PV;4.313;63,61 %
PORTO ALEGRE DO PIAUÍ;15;MÁRCIO NEIVA;PMDB/PMDB / PSB;906;55,69 %
PRATA DO PIAUÍ;19;NEGUIM BARBOSA;PTN/PP / PMDB / PTN / DEM / PMB / PV / PC do B;1.300;50,49 %
QUEIMADA NOVA;11;RAIMUNDO JULIO;PP/PP / PDT / PTB / PMN;2.202;41,08 %
REDENÇÃO DO GURGUÉIA;31;DR MACAXEIRA;PHS/PHS / SD / PMDB / DEM / PSD / PC do B / PRB / PTB / PRP / PSDB;3.235;62,62 %
REGENERAÇÃO;22;DR. HERMES JUNIOR;PR/PR / PMDB / PTB / PP / PDT / PSC;5.739;52,55 %
RIACHO FRIO;40;BETIM;PSB/PT / PMDB / PR / PPS / DEM / PSB / PV / PROS / PSDB;1.803;50,52 %
RIBEIRA DO PIAUÍ;28;PROF. ARNALDO;PRTB/PT / PMDB / PRTB / PC do B;1.398;46,06 %
RIBEIRO GONÇALVES;13;DR. LINDENBERG;PT/PT / PHS / PSB / PC do B / PSD;2.315;50,48 %
RIO GRANDE DO PIAUÍ;11;DR. MAURÍCIO;PP/PP / PRB / PSD / PR / PSB / PSDB;2.748;59,16 %
SANTA CRUZ DO PIAUÍ;14;BARROSO NETO;PTB/PTB / PP;2.414;53,78 %
SANTA CRUZ DOS MILAGRES;22;DR. WILNEY;PR/PR / PDT / PT / PMDB / PTC;1.657;55,33 %
SANTA FILOMENA;11;DR CARLOS;PP/PP / PMDB / PV / PROS / PHS / PRB;2.297;58,31 %
SANTA LUZ;15;CIDELTON;PMDB/PMDB / PDT / PRB / PP;1.842;51,31 %
SANTANA DO PIAUÍ;14;CHICO BORGES;PTB/PTB / PP / PSD;1.427;45,49 %
SANTA ROSA DO PIAUÍ;13;VERÍSSIMO;PT/PT / PSD / PTN / PMDB / SD;1.816;51,07 %
SANTO ANTÔNIO DE LISBOA;11;WELINGTON CARLOS;PP/PP / PMDB;1.841;38,94 %
SANTO ANTÔNIO DOS MILAGRES;55;DR. ADALBERTO FILHO;PSD/PSD / PMDB / PHS / PR / PP / PRTB;919;58,46 %
SANTO INÁCIO DO PIAUÍ;40;TAIRO MESQUITA;PSB/PSB / PSDB / PSL;1.864;68,83 %
SÃO BRAZ DO PIAUÍ;15;NILTON;PMDB/PMDB / PP / PR / PRP / PSB / PT / PTB;1.859;61,58 %
SÃO FÉLIX DO PIAUÍ;11;JAILSON PIO;PP/PP / PRTB / PSB / DEM;1.836;53,20 %
SÃO FRANCISCO DE ASSIS DO PIAUÍ;11;JOSIMAR OLIVEIRA;PP/PP / PSB / PSDB / SD;1.402;38,25 %
SÃO GONÇALO DO GURGUÉIA;70;PAULINHO ENFERMEIRO;PT do B/PMDB / PT / REDE / PRTB / PHS / PSB / PSDB / PPL / PT do B / PDT;1.090;58,20 %
SÃO GONÇALO DO PIAUÍ;40;JUNIOR RIBEIRO;PSB/PSB / PT / PP / PSDC;2.152;54,70 %
SÃO JOÃO DA CANABRAVA;15;MÉRCIA ABREU;PMDB/PMDB / PT / PSB;2.519;56,05 %
SÃO JOÃO DA FRONTEIRA;40;LINCOLN;PSB/PSB / PTB / DEM / PROS;2.188;56,73 %
SÃO JOÃO DA SERRA;23;ANANIAS ANDRÉ;PPS/PPS / PRP / PT / PSD / PC do B / PDT / PTB;3.307;69,01 %
SÃO JOÃO DA VARJOTA;11;HELIO NERI;PP/PP / PT / PSB / PSDB / PSL / PSC / PTB / PR;2.253;72,61 %
SÃO JOÃO DO ARRAIAL;13;VILMA LIMA;PT/PT / PTB / PR / PV / PRP;2.787;51,97 %
SÃO JOÃO DO PIAUÍ;13;DR. GIL CARLOS;PT/PT / PMDB / PDT / PR / PMB / PTC / PV / PRP / SD;5.619;51,18 %
SÃO JOSÉ DO DIVINO;13;ANTONIO FELÍCIA;PT/PDT / PMDB / PR / PT / PSDB / PSD;2.573;66,64 %
SÃO JOSÉ DO PEIXE;15;VALDEMAR SANTOS;PMDB/PMDB / PC do B / PV / PSD / PSDB;1.405;52,37 %
SÃO JOSÉ DO PIAUÍ;55;NETÃO BEZERRA;PSD/PSD / PRTB / PSDB;2.744;57,47 %
SÃO JULIÃO;40;DR JONAS;PSB/PSB / PPS / PMDB / PSDB / PSC / PDT / PSD / PRTB / PV / SD;2.938;64,83 %
SÃO LOURENÇO DO PIAUÍ;11;MICHELLE;PP/PP / PDT / PROS / PTB / PRTB;1.965;50,14 %
SÃO LUIS DO PIAUÍ;40;RENATO;PSB/PSB / PSD / PSDB / PRTB;1.286;61,38 %
SÃO MIGUEL DA BAIXA GRANDE;15;JOSEMAR;PMDB/PMDB / PSB / PTB / PV / PP / PR;1.302;63,82 %
SÃO MIGUEL DO TAPUIO;40;POMPILIM;PSB/PSB / PPS / PDT / PSD / REDE / PTN / PR / PRB / PRP / PPL;5.824;100,00 %
SÃO PEDRO DO PIAUÍ;45;JÚNIOR BILL;PSDB/PSDB / PRB / PTC;4.488;51,85 %
SÃO RAIMUNDO NONATO;11;CARMELITA CASTRO;PP/PHS / PT / PTB / PMDB / PSDC / PTN / PSC / PPS / PMB / PMN / PPL / PSDB / PRB / PP;9.176;49,83 %
SEBASTIÃO BARROS;14;ONELIO;PTB/PTB / PHS / PT / PRB / PDT / PP / SD / PRTB / PSC;1.916;57,78 %
SEBASTIÃO LEAL;13;ANGELO PEREIRA;PT/PT / PSB;2.159;72,23 %
SIGEFREDO PACHECO;11;OSCAR BANDEIRA;PP/PP / PT / PSC / PMN / PV / PTN;3.011;45,77 %
SIMÕES;11;ZÉ ULISSES;PP/PP / PSD / REDE / PV / PT / PRB / PC do B / SD / PSB / PT do B / PTB;5.355;59,00 %
SIMPLÍCIO MENDES;55;DR. HELI;PSD/PP / PDT / PT / DEM / PMB / PSB / PSDB / PSD / PC do B;3.965;52,92 %
SOCORRO DO PIAUÍ;15;ZITIM;PMDB/PMDB / PSB / PTC / PR / PMN;2.055;54,61 %
SUSSUAPARA;11;DR. EDVARDO (PE TROCADO);PP/PP / PT / PSDB;2.708;50,58 %
TAMBORIL DO PIAUÍ;14;DELCIDES;PTB/PTB / PSC;1.226;57,50 %
TANQUE DO PIAUÍ;13;FILHO TIÚ;PT/PT / PP / PSD;1.244;58,32 %
TERESINA;45;FIRMINO FILHO;PSDB/PMDB / PSDC / PRB / PSB / PP / PMB / PV / PSL / SD / PRP / PRTB / PSDB / PC do B / PT do B / PPS / DEM / PEN / PDT / PSC / REDE / PPL;220.042;51,14 %
UNIÃO;55;DR. PAULO HENRIQUE;PSD/PSD / PT / PSDB / PV / PR / PPL / PSL / PRP / PHS / PC do B;13.572;50,26 %
URUÇUÍ;90;DR. WAGNER;PROS/PROS / PT / PRTB / PRP / PRB / PSD / PSB / PSDB / PHS / PV / REDE / SD / PSL / PDT;7.550;56,99 %
VALENÇA DO PIAUÍ;36;CEIÇA DIAS;PTC/PTC / PRB / PROS / PPS / PDT / PSL / PSC / PR / PMN / PSB / PSDB;4.734;37,51 %
