Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
AURORA;22;DR. JÚNIOR MACÊDO;PR/PR / PSL / PSDB / PMDB / SD / PT do B;8.015;48,15 %
BAIXIO;40;ZÉ HUMBERTO;PSB/PDT / PT / PPS / DEM / PSB / PC do B;2.490;56,08 %
BANABUIÚ;12;EDINHO NOBRE;PDT/PRB / PP / PDT / PT / REDE / PC do B / SD;6.537;54,60 %
BARBALHA;45;ARGEMIRO SAMPAIO;PSDB/PR / PSDB / PMDB / PT do B / PEN / PV / SD;16.570;49,44 %
BARREIRA;13;ALAILSON;PT/PT / PDT / PRTB / PSL / PTN / PC do B;7.858;51,15 %
BARRO;45;DR. GEORGE;PSDB/PTB / PV / PSDB;5.920;95,90 %
BARROQUINHA;14;PROFESSOR ADEMAR;PTB/PTB / PSD / SD;5.425;51,56 %
BATURITÉ;12;ASSIS ARRUDA;PDT/PDT / PPS / PR / PP / PC do B / PRB / PROS / PT do B / PRP / PV / PSDB / PSC / PSD / DEM / SD;10.257;51,05 %
BEBERIBE;55;PADRE PEDRO;PSD/PMDB / PR / PPS / PTC / PSB / PSDB / PPL / PSD;18.362;52,76 %
BELA CRUZ;14;CACHIMBÃO;PTB/PP / PTB / PSB / PC do B / PT / PV / PTC;8.805;54,41 %
BOA VIAGEM;22;ALINE VIEIRA;PR/PR / PMDB / PROS / PSB / PV / PMB / PSDB / PEN / PP / PSC / PTN / PSDC / PSD;19.397;63,02 %
BREJO SANTO;12;DRA. TERESA LANDIM;PDT/PRB / PP / PDT / PTB / DEM / PMB / PSB / PSD;19.886;75,70 %
CAMOCIM;12;MONICA;PDT/PDT / PHS / SD / PPS / PROS / PTB / PRTB / PMB / PEN / PC do B / PP / DEM;18.411;50,33 %
CAMPOS SALES;12;MOÉSIO LOIOLA;PDT/PRB / PDT / PTB / PTN / PHS / PMN / PC do B / PRP;11.051;96,75 %
CANINDÉ;15;ROZARIO XIMENES;PMDB/PMDB / DEM / PTC / SD;17.575;47,35 %
CAPISTRANO;45;INÊS;PSDB/PSDB / PSD / PSB / PSDC;7.038;55,15 %
CARIDADE;12;AMANDA LOPES;PDT/PRB / SD / PTB / PTN / PSDB / DEM / PT do B / PDT;6.869;52,14 %
CARIRÉ;12;ELMO AGUIAR;PDT/PDT;9.042;76,71 %
CARIRIAÇU;12;EDMILSON LEITE;PDT/PDT / PT / PSD / PMN / PMB / PHS / PRB / PSDC / PPS / PC do B / PRP / PTB;9.556;51,72 %
CARIÚS;45;IRAN;PSDB/PSDB / PP / PDT / PTB / PRP / PR;5.811;48,34 %
CARNAUBAL;15;ADEMIR MARTINS;PMDB/PMDB / PC do B / PP / PMB / PPS / PR / PTB / PSD / PSDB;5.077;50,90 %
CASCAVEL;12;IVONETE QUEIROZ;PDT/PDT / PHS / PRB / PTC / PSDC / PEN / PSC / PV / PRTB / PMN;20.144;52,69 %
CATARINA;15;DR. THIAGO;PMDB/PMDB / PT / PSB / PC do B / PSDC;4.395;60,36 %
CATUNDA;12;RAVENNA;PDT/PDT / PMDB / PTN / PR / DEM / PSDB / PC do B / PROS;3.612;53,08 %
CAUCAIA;35;* NAUMI AMORIM;PMB/PMB / PSDC / PTB / PC do B / PMDB / PRP / PPL / PMN / PT / PDT / PV / PSD / PHS / SD;73.316;48,10 %
CAUCAIA;45;* EDUARDO PESSOA;PSDB/PSL / PSC / DEM / PPS / PR / PSDB / PT do B;48.450;31,79 %
CEDRO;12;DR. NILSON;PDT/PDT / PT / PPS / PHS / PTN / PSDC / PMB / PV / PC do B / PEN;8.640;51,49 %
CHAVAL;12;SEBASTIÃOZINHO;PDT/PRB / PDT / PMDB / PPS / PV;5.998;69,36 %
CHORÓ;51;MARCONDES JUCÁ;PEN/PRB / PT / PSC / DEM / PMN / PSB / PEN / PPL;5.238;100,00 %
CHOROZINHO;55;DR. JUNIOR;PSD/PRB / PP / PDT / PTN / PRTB / PMN / PMB / PRP / PSD;7.988;54,70 %
COREAÚ;45;RONER;PSDB/PSDB / PTN / PP / PRB / PMN / PSB / PC do B / PR / PSL;8.279;51,64 %
CRATEÚS;77;MARCELO MACHADO;SD/SD / PPS / PR / PMN / PSDB / PV;21.064;50,61 %
CRATO;11;ZÉ AILTON;PP/PEN / PP / PT / PMN / PDT / PSD / PPL / PHS / PRTB / PSL / PTB / PSC;37.740;58,78 %
CROATÁ;12;THOMAZ;PDT/PDT / PP / PTB / PC do B;5.058;50,06 %
CRUZ;45;JONAS MUNIZ;PSDB/PSDB / PDT / PTB;8.777;53,78 %
DEPUTADO IRAPUAN PINHEIRO;45;CLAUDENILTON PINHEIRO;PSDB/PSDB / PR / PDT / PSD / PSB / PV / PMB / PTN;4.035;72,26 %
ERERÊ;11;TOINHO DE LUIZÃO;PP/PP / DEM / PHS / PMB / PSDB;2.276;52,64 %
EUSÉBIO;51;DRº ACILON;PEN/PRB / PEN / PDT / PROS;25.861;81,20 %
FARIAS BRITO;65;ZÉ MARIA;PC do B/PC do B / PDT / PSB / PT do B;7.639;62,87 %
FORQUILHA;13;GERLASIO PLAY;PT/PRB / PP / PT / PMDB / REDE / PR / DEM / PV / PSDB / PT do B / SD;8.144;54,47 %
FORTALEZA;12;* ROBERTO CLAUDIO;PDT/PDT / PP / DEM / PEN / PSC / PSDC / PRTB / PTC / PPS / PTN / PPL / PSL / PV / PTB / PSD / PROS / PMB / PC do B;524.973;40,81 %
FORTALEZA;22;* CAPITÃO WAGNER;PR/PMDB / PR / PSDB / SD;400.802;31,15 %
FORTIM;15;NASELMO FERREIRA;PMDB/PMDB / PTB / PP / PT / PTN / PROS / PDT;7.318;62,56 %
FRECHEIRINHA;11;CARLEONE JUNIOR;PP/PP / PMDB / PC do B;4.929;50,65 %
GENERAL SAMPAIO;12;CHICO CORDEIRO;PDT/PDT / PSB / PMDB / PT / PR;3.813;58,17 %
GRAÇA;65;AUGUSTO BRITO;PC do B/PC do B / DEM / PSD / PSDB / PSB / PMB / PRTB;4.626;51,09 %
GRANJA;12;AMANDA DO ROMEU;PDT/PP / PDT / PT / PTB / PSC / DEM;20.972;65,33 %
GRANJEIRO;55;JOAO DO POVO;PSD/PSDB / PSD / PMB / PSL;2.358;52,39 %
GROAÍRAS;23;UELITON VASCONCELOS;PPS/PPS / PTB / PSC / PRB / PV / PSB / PSL / PSD / PSDB;3.925;54,90 %
GUAIÚBA;22;MARCELO FRADIQUE;PR/PT / PTB / REDE / PSC / PR / PMN / PSB / SD;8.725;54,92 %
GUARACIABA DO NORTE;15;ADAIL MACHADO;PMDB/PMDB / PROS / PSDB / PRB / PSB / PT do B / PP / PV / DEM / SD;15.870;67,74 %
GUARAMIRANGA;12;ROBERLANDIA;PDT/PDT / PMDB / PRB / PSC / PRTB / PMB / PSB / PV / PSD / PC do B;2.264;47,16 %
HIDROLÂNDIA;12;IRIS MARTINS;PDT/PDT / PT / PR / PSB / PEN / PC do B / PROS;7.001;54,44 %
HORIZONTE;45;CHICO CÉSAR;PSDB/PSDB / PSD / PRP / PSDC / PSL / PRB / PC do B / PPS / PT do B / PMN / PSB / DEM / PR / PSC / SD / PRTB / PTC / PDT;29.902;70,88 %
IBARETAMA;15;EDSON MORAES;PMDB/PMDB / PR / PRB / PSDB / PEN / PSC / PC do B;6.066;60,96 %
IBIAPINA;22;LEANDRO LINHARES;PR/PR / PP / PC do B / PROS / PT / PRB;7.964;59,96 %
IBICUITINGA;12;FRANZÉ CARNEIRO;PDT/PDT / PTN / PPS / PSB / PSD;5.428;50,72 %
ICAPUÍ;15;LACERDA;PMDB/PMDB / PSDB / PR / PTB / PDT / DEM / SD / PROS / PSD / PT do B / PMN / PMB / PSC;7.263;54,58 %
ICÓ;35;LAIS NUNES;PMB/PMB / PSD / PHS / PRB / PEN / PMN / PMDB / PP / PTB;20.398;52,32 %
IGUATU;12;EDNALDO LAVOR;PDT/PDT / PPS / PHS / PTB / PT do B / PSL / PROS / PRB / PP / PC do B / DEM / PMN / PT;31.557;60,09 %
INDEPENDÊNCIA;55;VALDI COUTINHO;PSD/PSD / PEN / PSL / PTN / PMB;8.004;80,38 %
IPAPORANGA;13;TOINHO CONTÁBIL;PT/PT / PDT / PSB / PV / PSD;4.306;61,78 %
IPAUMIRIM;15;DR. GERALDO;PMDB/PMDB / PPS / PDT;4.109;53,18 %
IPU;65;SERGIO RUFINO;PC do B/PC do B / PRB / PP / PT / PSC / PPS / DEM / PMN / PTC / PROS / PR;12.785;53,31 %
IPUEIRAS;12;NENEM DO CAZUZA;PDT/PRB / PP / PDT / PT / PTB / PTN / PSC / PTC / PSD / PC do B;10.815;50,42 %
IRACEMA;13;ZE JUAREZ;PT/PRB / PP / PT / PTB / PSL / PTN / PPS / DEM / PHS / PSB / PC do B / PT do B;5.526;61,69 %
IRAUÇUBA;55;NONATINHO;PSD/PSD / PSB / PSDB / PPL / PROS / PMDB / PMN / DEM;7.731;56,02 %
ITAIÇABA;15;DR. ERENARCO;PMDB/PT / PMDB / PSC / PR / PHS / PSB / PT do B / PSDB;3.090;51,53 %
ITAITINGA;15;ABEL;PMDB/PMDB / PRB / PRTB / PTB / PT do B / PRP / PPS / SD;8.585;49,53 %
ITAPAGÉ;11;DIMAS CRUZ;PP/PP / PT / PTN / PRP / PPS;11.730;40,50 %
ITAPIPOCA;45;JOÃO BARROSO;PSDB/PSDB / PHS / PMDB / PSDC / PTC / SD / DEM / PV / PR / PSB;33.158;46,52 %
ITAPIÚNA;15;DÁRIO COELHO;PMDB/PMDB / PSDB / PSB;6.240;48,79 %
ITAREMA;12;ELIZEU MONTEIRO;PDT/PDT / PRB / PT / PPS / SD;13.456;54,41 %
ITATIRA;12;ANTONIO ALMIR;PDT/PDT / PP / PPS / PEN / PSD / PSL / PMB / PHS;7.602;53,87 %
JAGUARETAMA;22;GLAIRTON CUNHA;PR/PR / PT / PMDB / PSDB / PSB / PSDC / PC do B / PTB / PMB;7.660;62,95 %
JAGUARIBARA;45;JUJU;PSDB/PP / PSB / PSDB / PV / PC do B;3.356;87,37 %
JAGUARIBE;12;ZÉ ABNER;PDT/PTB / PTN / PDT / PT do B / PT / PHS / PSD / PRB;11.511;100,00 %
JAGUARUANA;19;ROBERTO DA VIÚVA;PTN/PTN / PMDB / PDT / PP / PSDB / SD / PSB / PSD;11.995;51,83 %
JARDIM;65;DR. ANIZIARIO;PC do B/PRB / PR / PMB / PC do B / PSD / PTB / PP / PSC;10.306;63,88 %
JATI;55;NETA;PSD/PSD / PDT / PTB / PR;3.971;100,00 %
JIJOCA DE JERICOACOARA;77;LINDBERGH MARTINS;SD/SD / PT / PRB / PSDC;4.084;36,38 %
JUAZEIRO DO NORTE;14;ARNON BEZERRA;PTB/PTB / PRP / PRTB / PP / PHS / PSD / PROS;55.538;42,72 %
JUCÁS;12;LUNA;PDT/PDT / PT / PMB / PSB / PSD / PC do B / PROS;8.747;55,11 %
LAVRAS DA MANGABEIRA;15;ILDSSER;PMDB/PMDB / PMB / PTN / PC do B / PR / PP / PSD / PTB / PEN;9.938;53,63 %
LIMOEIRO DO NORTE;15;DR. ZÉ MARIA;PMDB/PMDB / PMB / PV / PSD / PT do B / PROS / PTN;24.938;71,93 %
MADALENA;15;SÔNIA;PMDB/PRB / PMDB / PR / PPS / PMB / PSD / PC do B;7.640;69,58 %
MARACANAÚ;22;FIRMO CAMURÇA;PR/PRB / PC do B / DEM / PMDB / PTB / PTN / PSDC / PSD / PPL / PMB / PSDB / PMN / PSL / PR;81.315;72,10 %
MARANGUAPE;31;JOÃO PAULO XEREZ;PHS/PHS / PR / PPS / PT / PTC / PSL / SD;33.634;100,00 %
MARCO;55;ROGER AGUIAR;PSD/PDT / PMDB / PSL / PR / PV / PTN / PSD / PC do B;10.750;59,07 %
MARTINÓPOLE;55;JÚNIOR FONTENELE;PSD/PSD / PR / PDT / PV / PMB / PSDB;4.525;54,45 %
MASSAPÊ;15;JACQUES ALBUQUERQUE;PMDB/PMDB / PSDB / PTN / PR / PEN;12.596;53,92 %
MAURITI;12;MANO MORAIS;PDT/PTB / PDT / PRB / PP / PMDB / PR / PPS / PSB / PV / PSDB / PEN / PSD;15.589;57,59 %
MERUOCA;11;FONTELES;PP/PP / PDT / PMB / PSB / PSDB / PPS;4.047;44,94 %
MILAGRES;12;LIELSON LANDIM;PDT/PRB / PSD / PSB / PP / PMB / PTB / PDT / PC do B / PSDB;9.312;52,57 %
MILHÃ;55;DARLAN DANTAS;PSD/PSD / PSDB / PPS / PEN / PDT / PR / PRTB / PMN;4.922;53,02 %
MIRAÍMA;22;EDNARDO FILHO;PR/PR / PMDB / REDE / PSB / PSDB / PC do B / PTN;5.598;58,56 %
MISSÃO VELHA;13;DR. TARDINY;PT/PT / PDT / PSD / PP / PPS / DEM / PTB / PTC;10.166;100,00 %
MOMBAÇA;15;ECILDO FILHO;PMDB/PMDB / PSDB / PRB / PR / SD / DEM / PPS / PMN;13.304;53,51 %
MONSENHOR TABOSA;12;JEOVÁ MADEIRO;PDT/PDT / PSL / PHS / PROS / PC do B;6.279;54,89 %
MORADA NOVA;13;WANDERLEY NOGUEIRA;PT/PRB / PT / REDE / PTN / PC do B / PT do B;24.888;54,69 %
MORAÚJO;12;ÁQUILA;PDT/PDT / PT / PTB / PEN / PSDB;3.349;55,68 %
MORRINHOS;45;CARLOS BRUNO;PSDB/PSDB / PMDB / PSD / PR;7.726;51,91 %
MUCAMBO;65;CANARINHO;PC do B/PC do B / PSD / PMDB / PSB / PRP / PTN / PSDB;5.558;100,00 %
MULUNGU;33;ROBERT VIANA;PMN/PDT / PP / PC do B / PSDB / PHS / PT / PMN;3.706;54,54 %
NOVA OLINDA;55;AFONSO SAMPAIO;PSD/PSD / PP / PROS / PRTB / PTB / PMB / DEM / SD / PMN / PR / PMDB / PSDB / PDT;5.881;60,96 %
NOVA RUSSAS;33;DR RAFAEL PEDROSA;PMN/PMN / PMDB / PROS / PSC / PEN / PP / PSDB / DEM / PC do B / PT / PSB / SD / PSL / PRB / PSDC;7.182;51,81 %
NOVO ORIENTE;65;VANALDO MOURA;PC do B/PC do B / SD / PRB / PPS / PMDB / PR / DEM / PSB / PSDB;8.531;50,49 %
OCARA;11;AMALIA PEREIRA;PP/PP / PTN / PR / DEM / PSDB / PMN;10.231;51,79 %
ORÓS;55;SIMAO PEDRO;PSD/PSD / PDT / PMB / PT / PSB / PC do B / PSC / PV / PHS / PSDC;8.055;57,19 %
PACAJUS;11;FLANKY CHAVES;PP/PP / PMB / PRTB / PTB;16.733;42,01 %
PACATUBA;15;CARLOMANO MARQUES;PMDB/PMDB / PSL / PSC / DEM / PHS / PSDB / PT do B / SD;11.999;33,77 %
PACOTI;43;KIKO;PV/PTB / PR / PPS / PSB / PV / PRP / PSDB / SD / DEM;4.664;55,83 %
PACUJÁ;12;ALEX MELO;PDT/PSL / PDT / PSC / PTB / PSB / PEN;2.583;52,76 %
PALHANO;13;DINHO;PT/PT / PTB / PSB / PC do B;4.461;59,62 %
PALMÁCIA;90;DAVID DO CLÁUDIO;PROS/PP / PT / REDE / PSC / PEN / PSDC / PROS / PT do B / PTC / PSL;4.874;63,83 %
PARACURU;45;RIBEIRO;PSDB/PSDB / PSL / PT do B / PR / PPL / PDT;9.778;40,48 %
PARAIPABA;45;DIMITRI BATISTA;PSDB/PSDC / PSDB / PT do B;10.568;52,67 %
PARAMBU;77;FILHO NORONHA;SD/SD / PMDB / PMB / PSDB / PRB / PP / PMN / PSD / PSL / PEN / PPS;12.345;60,11 %
PARAMOTI;12;EDUARDO;PDT/PDT / PT / PSC / PSD;3.809;47,86 %
PEDRA BRANCA;44;GOIS;PRP/PT / PRP / PSL / PSC / PPS / DEM / PSB / PSDB / PC do B;16.796;63,12 %
PENAFORTE;12;AGABIO;PDT/PC do B / PDT / PTB / PSD;3.512;52,00 %
PENTECOSTE;12;JOÃO BOSCO;PDT/PDT / PTN / PRTB / PMDB / PROS / PR;15.873;60,53 %
PEREIRO;12;NETO ESTEVAM;PDT/PRB / PP / PDT;6.699;62,30 %
PINDORETAMA;13;VALDEMAR;PT/PT / PV / SD / PTC / PP / PR / PPL / PRP / PSDC / PROS / PT do B;8.068;56,06 %
PIQUET CARNEIRO;12;BISMARCK;PDT/PDT / PP / PT / PTB / PMDB / PPS / PMB / PSB / PSDB / PSD / PROS;5.745;64,51 %
PIRES FERREIRA;12;MARFISA;PDT/PDT / PSC / PC do B / PT / PRTB;3.640;57,78 %
PORANGA;12;DR. CÁRLISSON;PDT/PDT / PT / PV / PROS / PP;3.780;51,32 %
PORTEIRAS;14;FÁBIO;PTB/PSD / PTB / DEM / PDT / PSB;6.981;69,37 %
POTENGI;22;EDIVANIO;PR/PTC / PR;1.751;100,00 %
POTIRETAMA;55;EUDES;PSD/PSDB / PTB / PR / PMB / PSD / PT do B;2.665;57,27 %
QUITERIANÓPOLIS;77;DR BARRETO;SD/PT / REDE / PSB / SD / PC do B / PSDB;6.749;96,02 %
QUIXADÁ;13;ILÁRIO MARQUES;PT/PT / PEN / PPL / PSD / PTB / PTC / PSL / PRTB / PROS / PC do B;25.469;56,94 %
QUIXELÔ;13;FATIMA GOMES;PT/PDT / PT / PC do B;5.618;50,78 %
QUIXERAMOBIM;77;CLÉBIO PAVONE;SD/SD / PR / PP / PT do B / PSDB / PV / PC do B;24.026;54,33 %
QUIXERÉ;12;BESSA;PDT/PDT / PT / PTN / PRTB / PMB / PSB / PSD / PT do B / SD;7.392;90,05 %
REDENÇÃO;31;DAVI BENEVIDES;PHS/PHS / PPS / PV / PSC / PT do B / PSB / PTN / PSDC / PTC / DEM / PTB / PMN / PEN / PSL / PDT;9.506;83,49 %
RERIUTABA;12;OSVALDO NETO;PDT/PDT / PP / PTB / PPS / DEM / PRP / PC do B;8.660;75,92 %
RUSSAS;10;WEBER;PRB/PRB / PSB / PMDB / SD / PSDB / PV / PTC / PSC / PT do B / PTN / PPS / PMN;20.841;47,22 %
SABOEIRO;15;DR. TÁCIDO;PMDB/PMDB / PRB / PSDB;4.608;89,67 %
SALITRE;13;RONDILSON;PT/PT / PSD / PMB / PSDC / PMDB / PDT / PR / PRTB / PPS / PSB / PSDB / PRB;6.272;100,00 %
SANTANA DO ACARAÚ;15;MARCELO ARCANJO;PMDB/PMDB / PTB / PP / PT / PV / PSDB;10.827;52,27 %
SANTANA DO CARIRI;17;DANIELI;PSL/PSL / PC do B / PTB / PT / PP;5.232;50,36 %
SANTA QUITÉRIA;12;FABIANO LOBO;PDT/PDT / PSD / PT / PSL / PSC / PPS / DEM / PC do B / PMB / PTC / PEN / PP;9.410;75,91 %
SÃO BENEDITO;65;GADYEL;PC do B/PC do B / PDT / PRB / PT do B / PSD / PPS / PTB / SD / DEM;14.225;53,36 %
SÃO GONÇALO DO AMARANTE;12;CLAUDIO PINHO;PDT/PRB / PP / PDT / PTB / PSC / PPS / DEM / PRTB / PHS / PMN / PV / PRP / PSDB / PEN / PPL / PT do B / PC do B / PROS;21.065;61,79 %
SÃO JOÃO DO JAGUARIBE;12;ACÁCIO CHAVES;PDT/PDT / PTB / PR / PV / PMB;3.353;54,56 %
SÃO LUÍS DO CURU;22;CAROL RAMALHO;PR/PR / PC do B / PPS / PMB / PRTB / SD;6.160;61,22 %
SENADOR POMPEU;12;MAURÍCIO PINHEIRO;PDT/PDT / PPS / PSDB / PEN / PRP / PSB / PR;10.137;61,50 %
SENADOR SÁ;55;REGINA;PSD/PRB / PMDB / PRTB / PMB / PSB / PSDB / PSD;2.710;50,74 %
SOBRAL;12;IVO GOMES;PDT/PP / PDT / PT / PPS / DEM / PRTB / PHS / PSB / PV / PPL / PSD / PC do B / PROS / PSC / PTB;57.908;51,44 %
SOLONÓPOLE;10;WEBSTON PINHEIRO;PRB/PRB / PDT / PMDB / PR / PMB / PSB / PROS / PTC / PSDB;6.178;53,43 %
TABULEIRO DO NORTE;55;DR. RILDSON;PSD/PSD / PMDB / PSDB / PSB / PRB / PV / PMN / PTC / PMB;10.854;54,78 %
TAMBORIL;15;PEDRO CALISTO;PMDB/PMDB / PT / PC do B / PSB / PPS / PR / PSL / SD / PSDC;8.249;50,98 %
TARRAFAS;11;TAIANO;PP/PP / PT / PSB / PC do B;3.182;53,67 %
TAUÁ;22;CARLOS WINDSON;PR/PMDB / PSB / DEM / PSDB / PPL / PR / PRP;16.287;50,14 %
TEJUÇUOCA;15;HELOIDE ESTEVAM;PMDB/PSDB / PMDB / PRB / PC do B / PR / PSB / PP / PTB / PTC / PT / PT do B / PROS / DEM;6.420;54,09 %
TIANGUÁ;12;JEAN AZEVEDO;PDT/PDT / PPL / PSC / PPS / PRB / PTB / SD / PT do B / PSB / PC do B / PP;19.637;93,35 %
TRAIRI;45;DR. MARCOS PRADO;PSDB/PSC / PSDB / DEM / PHS / PTC / PPL / PRTB / SD;17.127;51,56 %
TURURU;12;FÁTIMA GALDINO;PDT/PDT / PT / PEN / PTN / PRB / PSD;5.203;45,11 %
UBAJARA;12;RENÊ DO ARI;PDT/PDT / PT / PSB / PTB / PPL / PSD / PC do B / SD / PPS / PRB / PV / PSDC / PSDB;10.082;53,47 %
UMARI;13;ALEXANDRE;PT/PT / PHS / PRP;2.525;50,04 %
UMIRIM;55;FELIPE UCHOA;PSD/PSD / PR / PP / PT / PDT / PTN / PMB / PPL / DEM / PSDB;6.382;51,29 %
URUBURETAMA;65;DR. HILSON;PC do B/PC do B / PPS / PSC / PSL / PTN / SD;10.558;76,47 %
URUOCA;12;KILSEM;PDT/PDT / PR / PSB / PPS / PTB / PSD / PMB / PC do B;4.872;54,00 %
VARJOTA;15;CÉLIA;PMDB/PMDB / PSC / PPS / PSDC / PMB / PSB / PSDB / PEN / PSD;6.597;54,00 %
VÁRZEA ALEGRE;15;ZÉ HELDER;PMDB/PMDB / PV / PSL / PSC / PPS / PMN / PMB / PRP / PEN / PSD / PT do B / PT;13.520;57,63 %
VIÇOSA DO CEARÁ;15;ZE FIRMINO;PMDB/PMDB / PPS / DEM / PSB / PSDB / PROS;19.116;55,93 %
