Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
CANAÃ DOS CARAJÁS;15;JEOVÁ ANDRADE;PMDB/PMDB / PSC / PR / DEM / PHS / PTC / PSB / PV / PTB / PEN / PSD / PT do B / PROS / PT;21.643;65,84 %
CAPANEMA;25;CHICO NETO;DEM/DEM / PMDB / PC do B / PT do B / PDT / PSD / PMN / PTB / PROS / PHS / PSB / PP / PRB / PRP / SD;22.846;58,78 %
CAPITÃO POÇO;22;JOÃO TONHEIRO;PR/PR / PDT;17.785;56,99 %
CASTANHAL;23;PEDRO COELHO;PPS/PPS;52.285;51,51 %
CHAVES;45;BIRA;PSDB/PSDB / DEM / PDT / PTB / PSC;6.345;62,50 %
COLARES;45;CAMARÃO;PSDB/PP / PROS / PSDB / PTC;2.946;35,18 %
CONCEIÇÃO DO ARAGUAIA;15;JAIR MARTINS;PMDB/PMDB / PSC / PDT / PTB / DEM / PP / PSL / PRP / PRB / PEN / PSD / PR / PC do B;16.634;72,95 %
CONCÓRDIA DO PARÁ;13;ELIAS SANTIAGO;PT/PRB / PDT / PT / PMDB / PR / PPS / PT do B;10.431;62,34 %
CUMARU DO NORTE;15;CLEUSA TEMPONI;PMDB/PMDB / PTB / PSB / PDT / PC do B / PP;2.962;100,00 %
CURIONÓPOLIS;25;ADONEI;DEM/DEM / SD / PTB / PT do B / PTC / PRP / PMN / PSDC / PDT / PC do B;5.227;41,48 %
CURRALINHO;15;ALDA AIRES;PMDB/PHS / PMDB;6.023;37,70 %
CURUÁ;15;ZE DA MARTA;PMDB/PMDB / PT / PP;3.731;46,37 %
CURUÇÁ;25;TARRAFA;DEM/DEM / PT / SD / PMDB / PV / PSC / PSL / PC do B / PPS / PRB / PRP;13.953;58,75 %
DOM ELISEU;12;GASTON;PDT/PDT / PSC / PROS / PT / PRB / PR / PSDC / PT do B;11.773;53,00 %
ELDORADO DOS CARAJÁS;15;CELIO BOIADEIRO;PMDB/PMDB / PROS;7.881;52,22 %
FARO;15;JADE ABREU;PMDB/PMDB / DEM / PSDB / PP / PV / PSC / PDT / PSD;2.442;49,28 %
FLORESTA DO ARAGUAIA;45;ADÉLIO;PSDB/PSDB / PT / PMDB / PC do B;4.988;49,56 %
GARRAFÃO DO NORTE;40;EDILMA ALVES;PSB/PSB / PDT / PP / PPS / PEN / PRB / PROS / PC do B;9.308;55,93 %
GOIANÉSIA DO PARÁ;15;RIBAMAR;PMDB/PMDB / DEM / PT / PTN / PSDC / PMN / PT do B / PEN / PMB;7.780;43,78 %
GURUPÁ;45;NEUCINEI FERNANDES;PSDB/PMDB / PSDB / PPS / PP / PSC / PR / PV;6.649;46,37 %
IGARAPÉ-AÇU;77;DR. RONALDO LOPES;SD/SD;11.428;46,92 %
IGARAPÉ-MIRI;15;TONINHO PESO PESADO;PMDB/PTB / DEM / PMN / PMB / PV / PC do B / PT do B / PROS / PEN / PMDB;16.248;42,78 %
INHANGAPI;25;EGILASIO FEITOSA;DEM/DEM / PSD / PDT / PSC / PSB / PMN;4.589;58,81 %
IPIXUNA DO PARÁ;13;KATIANE CUNHA;PT/PT / PSL / PMN / PSB / PRTB / PRP / PPS / PR;9.781;64,79 %
IRITUIA;25;CARMELINA;DEM/DEM / PMDB / PDT / PTB / SD;11.170;55,69 %
ITAITUBA;15;VALMIR CLIMACO;PMDB/SD / PTB / PEN / PMN / PSDC / DEM / PTN / PPS / PHS / PMDB;26.293;50,06 %
ITUPIRANGA;15;JOSÉ MILESI;PMDB/PRB / PP / PDT / PTB / PMDB / PSC / PHS / PMN / PSB / PEN / PC do B / PSD / PT do B;13.622;58,61 %
JACAREACANGA;20;RAIMUNDINHO;PSC/PSC / PSD / PRP / PP;2.724;40,12 %
JACUNDÁ;15;ZÉ MARTINS;PMDB/PMDB / PSDB / PDT / PC do B / PHS / PSD / SD;12.100;47,45 %
JURUTI;13;HENRIQUE;PT/PT / PT do B / PSB / PV;12.428;49,13 %
LIMOEIRO DO AJURU;13;CARLINHOS;PT/PT / PSB / DEM / PC do B / PR;9.241;55,40 %
MÃE DO RIO;45;DOIDO RABELO;PSDB/PDT / PSC / PR / PPS / DEM / PSDC / PV / PSDB / PRB;11.893;62,49 %
MAGALHÃES BARATA;15;GERSON MIRANDA;PMDB/PR / PMDB / PROS;3.647;89,41 %
MARABÁ;14;TIAO MIRANDA;PTB/PTB / REDE / PSDB / PPS / PSC / PRB / PRP / PMN / PP / PSB / PROS / PHS / PPL / PC do B / PMDB / PSL / PSD / SD;59.416;51,64 %
MARACANÃ;45;PROF. DICA;PSDB/PSDB / PTB / DEM / PPS;7.098;33,73 %
MARAPANIM;25;RONALDO TRINDADE;DEM/DEM / PTN / PMN / PV / PTC;6.091;31,76 %
MARITUBA;55;MARIO FILHO;PSD/PDT / PRB / PSB / PSD / PPS / SD / PEN / PTB / PMN / PSC / PV / PT do B / PTN / PSL / PR / PHS / PT;39.311;65,95 %
MEDICILÂNDIA;19;CELSO TREZECIAK;PTN/PSOL / PTN / PSC / PEN / SD;7.000;51,39 %
MELGAÇO;45;TICA VIEGAS;PSDB/PRB / PTB / PROS / PSC / PTC / SD / PSDB;6.892;57,61 %
MOCAJUBA;15;FÁTIMA BRAGA;PMDB/PMDB / PSD / PDT / PSDC / PRTB / PTC / PSDB / SD;8.471;44,49 %
MOJU;45;IE-IÉ;PSDB/PSDB / PR / PT do B / SD / PP / PDT / PSDC / PRB / PPS / PMN / PTB / PTC;18.283;44,92 %
MOJUÍ DOS CAMPOS;45;JAILSON DO MOJUÍ;PSDB/PSDB / DEM / PEN / PMN / PPS / PRP / PRTB / PSB / PSC / PT do B / PTB / PTC / PV / PHS / PSL;8.302;56,27 %
MONTE ALEGRE;15;JARDEL VASCONCELOS;PMDB/PMDB / PHS / PR / PTC / PT do B / PPS;19.752;57,75 %
MUANÁ;22;MURILO DO POVO;PR/PTB / PR / PDT / PHS / PSD / PEN / SD / PSB;6.675;34,00 %
NOVA ESPERANÇA DO PIRIÁ;22;VALCIRLEI;PR/PT / PR / PDT / PTB;4.633;39,05 %
NOVA IPIXUNA;15;DRª GRAÇA;PMDB/PMDB / PT / PP / PSB;4.906;57,29 %
NOVA TIMBOTEUA;15;SOCORRINHA;PMDB/PMDB / DEM / PROS / PHS / PPS / PDT;5.091;55,36 %
NOVO PROGRESSO;20;MACARRÃO;PSC/PMDB / PSC / PT / PTB / PR / PDT / PROS / DEM / PPS;7.089;51,17 %
NOVO REPARTIMENTO;15;AMIZADE;PMDB/PMDB / PTN / PT / PR / PPS / PHS / PV / PP / PROS / PEN;18.840;73,14 %
ÓBIDOS;22;CHICO ALFAIA;PR/PRP / PC do B / PR;11.772;45,29 %
OEIRAS DO PARÁ;15;DINALDO AIRES;PMDB/PMDB / PP / PC do B / PPS / PT;8.055;47,18 %
ORIXIMINÁ;22;LUDUGERO;PR/PR / PP / PC do B / PV / PEN / SD / PROS;10.912;32,73 %
OURÉM;25;JUNHÃO;DEM/DEM / PSDB;7.584;63,38 %
OURILÂNDIA DO NORTE;55;DR VELOSO;PSD/PSD / PMDB / PROS / DEM / PT / PSB / PDT / PEN;8.689;52,67 %
PACAJÁ;15;CHICO TOZETTI;PMDB/PMDB / PT / PSL / PDT / DEM / PTN / PR / PPL / PSDB / PHS / PT do B / PC do B / SD / PSD / PROS / PTB;13.611;100,00 %
PALESTINA DO PARÁ;45;CLAUDIO DA TETE;PSDB/PSDB / PDT / PSC / PPS / PR / PSB;2.790;56,83 %
PARAGOMINAS;45;PAULINHO;PSDB/DEM / PR / PEN / PRP / PPS / PSL / PROS / PDT / PSC / PMN / PSB / PRB / PT do B / PV / SD / PSDB;34.375;65,86 %
PARAUAPEBAS;15;DARCI;PMDB/PSB / PMDB / PTB / PHS / REDE / PRB / PTN / PV / PROS / PSDC / PEN / PC do B / PMB / SD / PRP;52.049;41,87 %
PAU D'ARCO;15;MAURICIO CAVALCANTI;PMDB/PP / PMDB / PT / PSD / PPS / PHS / PSB;2.799;100,00 %
PEIXE-BOI;15;MOZART;PMDB/PMDB / PTB / PRB / PV;3.995;55,20 %
PIÇARRA;15;WAGNE MACHADO;PMDB/PMDB / PT / PSD / DEM / PRB / PHS / PROS / PP;5.514;100,00 %
PLACAS;45;RAQUEL BRANDÃO;PSDB/PSDB / PMDB / PSB / PR / SD;4.818;51,60 %
PONTA DE PEDRAS;15;PEDRO PAULO BOULHOSA TAVARES;PMDB/PMDB / PR / PHS / PROS;7.345;45,97 %
PORTEL;20;MANOEL MARANHENSE;PSC/PSD / PSC / PSDB / PTB / SD;11.531;64,05 %
PORTO DE MOZ;14;BERG CAMPOS;PTB/PTB / PSC / PP / PSD / PSB / PROS / SD / PSOL / DEM;8.072;50,37 %
PRAINHA;15;DAVI XAVIER;PMDB/PMDB / PROS / PTB / PSB / PHS;10.130;55,96 %
PRIMAVERA;15;RENATA SOUSA;PMDB/PMDB / PR / PRB / PTB / PHS / PROS;4.209;49,89 %
QUATIPURU;25;PROFESSOR LUIZ;DEM/DEM / PEN;3.042;38,07 %
REDENÇÃO;15;IAVÉ;PMDB/PSD / PMDB / PRB / PDT / PSDC / PT / PMN / PV / PEN / PROS;23.428;53,86 %
RIO MARIA;45;PAULINHO;PSDB/PSDB / PT / PTB / PSC / PR / PPS / DEM / PSB / PSD / PC do B / PRB;5.500;100,00 %
RONDON DO PARÁ;45;ARNALDO;PSDB/PSDB / PSC / PSD / PSL / PTC / PTB / SD / PC do B;9.567;46,74 %
RURÓPOLIS;15;TAKA;PMDB/PMDB / PRB / PP / PT / DEM / PROS;8.054;59,63 %
SALINÓPOLIS;45;PAULO HENRIQUE;PSDB/PSDB / PSL / PSC / PPS / DEM / PEN / PT do B / PRB / PSD / PHS;17.611;75,70 %
SALVATERRA;45;VALENTIM;PSDB/PSDB / PMB / PTB / PSB / PRB / SD / PDT / PC do B / PEN / PPS / PT do B;7.205;49,92 %
SANTA BÁRBARA DO PARÁ;45;NIL;PSDB/PSDB / PSD / SD / PRB / PTB / PTC / PC do B / PSC;5.591;42,26 %
SANTA CRUZ DO ARARI;13;TONHAO;PT/PT / PMDB / PC do B;2.587;46,68 %
SANTA ISABEL DO PARÁ;25;EVANDRO WATANABE;DEM/DEM / PP / PTB / PSC / PR / PPS / PRTB / PV / PEN / PC do B / PT do B / SD / PROS;17.919;55,75 %
SANTA LUZIA DO PARÁ;15;EDNO;PMDB/PMDB / PT / PC do B / SD;6.947;52,95 %
SANTA MARIA DAS BARREIRAS;15;MUSSUM;PMDB/PMDB / PDT / PSL / PPS / DEM / PSB / PSD;4.748;45,72 %
SANTA MARIA DO PARÁ;22;DIANA MELO;PR/PR / PMDB / PT / PTB / PP / PHS;8.059;96,38 %
SANTANA DO ARAGUAIA;23;ZÉ DO QUINCA;PPS/PRB / PPS / PC do B / PT do B;5.325;32,15 %
SANTARÉM;25;NÉLIO;DEM/PDT / PMDB / PPS / PHS / DEM / PSD / PMB / PR;96.034;54,85 %
SANTARÉM NOVO;77;PEDRINHO;SD/SD / PSDB / PPS / PSL / PR;3.007;51,27 %
SANTO ANTÔNIO DO TAUÁ;15;EVANDRO TRABALHO;PMDB/PMDB / PT / PSC / PRP / PR / PTB / PEN / PROS / PSD;9.597;49,05 %
SÃO CAETANO DE ODIVELAS;45;MACALE;PSDB/PSDB / PSD / PV / PTC / PPL;4.465;36,78 %
SÃO DOMINGOS DO ARAGUAIA;23;PEDRO PARANA;PPS/PC do B / PDT / PPS / PSDB / PV / SD / PSB / PMN / PTB;5.340;45,30 %
SÃO DOMINGOS DO CAPIM;11;ELSINHO;PP/PP / PT / PSL / PTN / PHS / PMB / PC do B / PMN;8.170;45,05 %
SÃO FÉLIX DO XINGU;12;MINERVINA;PDT/PDT / PRB / PT / PTB / PSL / PTN / PSC / PPS / DEM / PMN / PSB / PRP / PSDB / PSD / PT do B;16.826;62,12 %
SÃO FRANCISCO DO PARÁ;55;PROF. MARCOS;PSD/PSD / PP;5.730;49,86 %
SÃO GERALDO DO ARAGUAIA;45;EDILSON;PSDB/PSDB / PSC / PSL / PDT / DEM / PRB / SD;8.423;56,76 %
SÃO JOÃO DA PONTA;45;CARLOS FEITOSA;PSDB/PSDB / DEM / PSD / PTC / PRB / PDT / PC do B;2.793;53,73 %
SÃO JOÃO DE PIRABAS;12;TONHAO;PDT/PMN / PDT / PV / PHS / PPS / PSOL;3.992;28,53 %
SÃO JOÃO DO ARAGUAIA;14;JOAO NETO;PTB/PTB / PROS / PT / PPS / DEM / PMN / PSD / PC do B;3.375;37,61 %
SÃO MIGUEL DO GUAMÁ;45;ANTÔNIO DOIDO;PSDB/PSDB / PTB / PR / PRB / SD / PSD;9.639;32,13 %
SÃO SEBASTIÃO DA BOA VISTA;45;HILTON LIMA;PSDB/PSDB / PSC / PR / PTN;6.821;43,42 %
SAPUCAIA;45;MARQUINHOS;PSDB/PSDB / PSDC / PTB / PPS / DEM / PMN / PC do B / PRB / PDT / PT / PSL;2.170;54,88 %
SENADOR JOSÉ PORFÍRIO;45;DIRCEU;PSDB/PSDB / PPL / PSC / PTN / PMDB / PPS / PC do B;4.138;56,16 %
SOURE;22;GUTO GOUVEA;PR/PR / PRB / PP;6.667;41,45 %
TAILÂNDIA;22;ALEMÃO DA CERÂMICA;PR/PR / PSL / PT do B / PDT / PEN / PPS;10.548;51,42 %
TERRA ALTA;22;GILVANDRO;PR/PR / PT / PTB / PROS;3.232;36,35 %
TERRA SANTA;55;DOCA ALBUQUERQUE;PSD/PTB / PSC / PPS / DEM / PSDB / PSD / PROS;5.230;49,01 %
TOMÉ-AÇU;13;ZÉ HILDO ALVES;PT/PT / PMDB / PDT / PMB / PSDC / PT do B / PC do B / PP / PTB / PROS / PHS / PSD / PPS / PR / PV / PRB / PTC;11.932;68,56 %
TRACUATEUA;22;DOUTOR TAMARIZ;PR/PR / PSC / PRB / PPS;10.633;54,21 %
TRAIRÃO;45;DJANGO;PSDB/PSDB / PSB / PTC;4.043;46,91 %
TUCUMÃ;15;ADELAR;PMDB/PMDB / PDT / PT do B / PSB / PSC / PC do B / PRTB / PV;10.850;53,84 %
TUCURUÍ;15;JONES WILLIAM;PMDB/PMDB / PT / PP / PV / DEM / PRB / REDE / PHS / PMB / PRTB / PC do B;31.268;53,50 %
ULIANÓPOLIS;25;PROFESSORA NEUSA;DEM/DEM / PTB / PDT / PT / PMDB / PSC / PR / SD;5.169;38,51 %
URUARÁ;15;GILSINHO (GILSON BRANDÃO);PMDB/PMDB / PT do B / PSL / PP / PEN / PR / PHS / PSDC / PMB;16.498;74,32 %
VIGIA;45;CAMILLE;PSDB/PSDB / PSB / SD;9.186;33,42 %
VISEU;22;NETO;PR/PV / PR / PT / PMN / PP / PDT / PSL / PT do B / PTB;16.309;51,80 %
VITÓRIA DO XINGU;40;CAETANO;PSB/PDT / PSC / PROS / PTN / DEM / PRTB / PHS / PMN / PRP / PSB / PV / PTB / PSDB / PSD / PC do B / PT do B / SD;7.119;96,79 %
XINGUARA;45;OSVALDINHO;PSDB/PRB / PSDB / PDT / PP / PSC / PPS / PSB / PRP / PSDC / PSL / PEN / DEM;10.670;44,92 %
