Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
APUCARANA;55;BETO PRETO;PSD/PRB / PP / PDT / PT / PSL / REDE / PSC / PR / DEM / PSDC / PRTB / PHS / PMN / PMB / PTC / PRP / PEN / PSD / PC do B / PT do B / PROS / PSB;60.001;86,11 %
ARAPONGAS;20;SERGIO ONOFRE;PSC/PP / PDT / PR / PSD / PSC / DEM / PSB / PRP / SD / PT do B;24.465;50,91 %
ARAPOTI;25;BRAZ;DEM/DEM / PP / PTB / PPS / PSB;7.072;49,60 %
ARAPUÃ;15;DEODATO MATIAS;PMDB/PMDB / PTB / PDT / PPS / PSL / PP / PV / PR / PSDB / PSC;1.593;56,27 %
ARARUNA;23;LEANDRO DA FARMACIA;PPS/PPS / PSB / PMN / PMDB / PDT / PEN / PSL / PSDB / PV / DEM / PSC / PR / PP / PRTB / PSD / PTB;5.961;100,00 %
ARAUCÁRIA;23;HISSAM;PPS/PRB / PR / PPS / PMN / PC do B / PT do B;37.206;52,49 %
ARIRANHA DO IVAÍ;13;CICATTO;PT/PT / PPS / PSD / PDT / PSC;1.083;51,30 %
ASSAÍ;23;ACÁCIO SECCI;PPS/PPS / PTB / PEN / PSL / PSD;5.160;50,48 %
ASSIS CHATEAUBRIAND;45;MARCEL MICHELETTO;PSDB/PSDB / PDT / PPS / PSB / PRB / PSL / DEM / SD / PMN / PTN / PSD / PEN / PV / PSC;17.336;100,00 %
ASTORGA;14;ANTONIO CARLOS LOPES;PTB/PDT / PT / PSL / PSC / DEM / PHS / PMN / PSB / PV / PSDB / PSD / PROS / PTB / PPS;8.002;51,56 %
ATALAIA;55;FABIO VILHENA;PSD/PSD / PDT / PTB / PMN / PPS;1.735;53,55 %
BALSA NOVA;15;LUIZ COSTA;PMDB/PMDB / PSB / PSDC / PRTB / PDT / PTB / PTN / PMN / PSL / PR / PT / PV / DEM / PC do B;5.101;52,33 %
BANDEIRANTES;12;LINO MARTINS;PDT/PDT / PMDB / DEM / PRB / PEN / PSB / PTN / PR / PSDC / PPS / PSDB;9.699;49,95 %
BARBOSA FERRAZ;23;MILIOSSI;PPS/PRP / PTB / PHS / PV / PPS / PSB / PC do B / PSDB / PMN;3.675;82,62 %
BARRACÃO;15;MARCO AURELIO ZANDONA;PMDB/PMDB / PP / PSC / PSD / PT / PDT / REDE;2.391;40,56 %
BARRA DO JACARÉ;22;BERANO;PR/PR / PT / PROS / PV / PMDB / PHS;1.324;56,03 %
BELA VISTA DA CAROBA;45;DITO;PSDB/PSDB / PDT / PMDB / PSC / PEN / PSD / PTB / PV;1.842;63,02 %
BELA VISTA DO PARAÍSO;22;BRENE;PR/PR / SD / PP / PTB / PTN / PSC / PPS / PHS / PSB / PSD / PROS;6.902;67,54 %
BITURUNA;45;NEGUINHO;PSDB/PSDB / PDT / PSC / PTN / DEM / PROS / PPS / PP / PSD;5.519;56,87 %
BOA ESPERANÇA;40;ZÉ DO CAIXÃO;PSB/PSB / PPS / PSDB / DEM / PP;1.793;52,14 %
BOA ESPERANÇA DO IGUAÇU;43;EVANDRO LUIZ CECATO;PV/PP / PV / PSC / PDT / PSD / PT;1.658;76,76 %
BOA VENTURA DE SÃO ROQUE;40;EDSON HOFFMANN;PSB/PSB / PSDB / PSC / PRP / PTC;2.348;57,32 %
BOA VISTA DA APARECIDA;45;LEONIR;PSDB/PDT / PRB / PSL / PSC / PSDB / PR / PSB;4.044;70,35 %
BOCAIÚVA DO SUL;15;JUNIOR DA FARMÁCIA;PMDB/PMDB / PR / PSC / PPS / PT;4.414;61,61 %
BOM JESUS DO SUL;45;CEZAR BUENO;PSDB/PDT / PT / PP / PTB / PSC / DEM / PMDB / PR / PEN / PSB / PSDB / PSD;2.492;100,00 %
BOM SUCESSO;45;RAIMUNDINHO;PSDB/PSDB / PHS / PRB / PR / DEM / PPS / PROS / PP;1.864;42,40 %
BOM SUCESSO DO SUL;12;NILSON;PDT/PDT / PT / PROS;1.672;61,40 %
BORRAZÓPOLIS;40;DIDI;PSB/PSB / PMDB / PTB / PHS / PR / PTN / DEM / PSDB / PSD / PSL;3.330;62,55 %
BRAGANEY;45;ODAIR GUERREIRO;PSDB/PSDB / PSC / PDT / PSD / PSB / PTB / DEM / PP;2.665;65,74 %
BRASILÂNDIA DO SUL;45;MARCIO;PSDB/PR / DEM / PSL / PSDB;1.952;100,00 %
CAFEARA;55;OSCIMAR;PSD/PSD / DEM;1.076;54,12 %
CAFELÂNDIA;15;DR FRANUS;PMDB/PMDB / PR / PDT / PSC;5.567;56,29 %
CAFEZAL DO SUL;15;JUNINHO / MINORU;PMDB/PMDB / PPS / PHS / PSB / PV / PSD;1.792;50,65 %
CALIFÓRNIA;11;PAULINHO MOISES;PP/PP / PDT / PSL / PHS / PT / PTB / DEM;3.355;58,27 %
CAMBARÁ;20;JOAO MATTAR OLIVATO;PSC/PHS / PT / PSC / PR / PT do B / PROS;3.739;100,00 %
CAMBÉ;14;ZE DO CARMO;PTB/PTB / PDT / PP / PT / PROS / PR / PMN / PV / PSB / DEM / PRB;26.761;54,77 %
CAMBIRA;90;TOLEDO;PROS/PPS / PMN / PMB / PV / PROS;1.786;37,11 %
CAMPINA DA LAGOA;20;DR. MILTON;PSC/PRB / PMDB / PDT / PSC / DEM / PEN / PPS;5.461;54,93 %
CAMPINA DO SIMÃO;20;MIRO;PSC/PSC / PSD / PPS / PSDB;1.646;55,63 %
CAMPINA GRANDE DO SUL;45;BIHL ZANETTI;PSDB/PRB / PP / PDT / PTB / PSL / PTN / PSC / PR / PPS / DEM / PRTB / PMN / PSB / PV / PSDB / PPL / PSD / SD / PROS / PMB;16.398;77,51 %
CAMPO BONITO;22;TONINHO;PR/PR / PSB / PROS / PSC / PT / PTB / PMN;1.740;54,73 %
CAMPO DO TENENTE;15;JORGINHO QUEGE;PMDB/PMDB / PPS / PSDB / PROS / PSB / PR / PTB / PTC;2.773;51,60 %
CAMPO LARGO;25;MARCELO PUPPI;DEM/DEM / PMDB / PHS / PPL / PV / SD / PMN / PDT / PTB / PSL / PPS / PTN / PRB / REDE;31.460;52,43 %
CAMPO MAGRO;55;CASAGRANDE;PSD/PSD / PSC / PPL;5.093;33,58 %
CAMPO MOURÃO;23;TAUILLO TEZELLI;PPS/PPS / PRP / PSDB / DEM / PRTB / PMB / PSL / SD;20.965;51,43 %
CÂNDIDO DE ABREU;14;JUNIOR;PTB/PMDB / PT do B / PSDB / PTN / PR / PDT / PV / PTB;5.369;60,16 %
CANDÓI;14;GELSON COSTA;PTB/PTB / PPS / PMDB / PSD / DEM / PSDC / PSDB / PT / REDE / PSL / PROS / PV / PDT / PP / PC do B;5.979;62,57 %
CANTAGALO;22;JAIR ROCHA;PR/PDT / PMDB / PT / PHS / DEM / PSD / PR;3.232;42,86 %
CAPANEMA;12;AMERICO BELLE;PDT/PDT / PP / PT / PMDB / PSL / PHS / PMB / PROS;6.533;52,90 %
CAPITÃO LEÔNIDAS MARQUES;15;CLAUDIO QUADRI;PMDB/PP / PMDB / PSL / PSC / PPS / PSDB / PPL / PHS;5.539;59,35 %
CARAMBEÍ;55;BLUM;PSD/PSD / DEM / PDT / PMB / PPS / PR / PRB / PROS / PSC / SD / PT / PTB / PV;6.330;51,55 %
CARLÓPOLIS;45;HIROSHI;PSDB/PSDB / PEN / PSB / PHS / PPS / DEM / PV / PSL / PDT;5.545;62,55 %
CASCAVEL;20;PARANHOS;PSC/PSC / PSD / PRP / DEM / PTC / PSDC / PTB / PV / PRTB / PSL / PT do B / SD;86.099;51,17 %
CASTRO;15;MOACYR FADEL;PMDB/PMDB / PSB / PROS / SD / PTB;18.390;46,61 %
CATANDUVAS;55;PROFESSOR MOISES;PSD/PSD / PSC / PSL / DEM / PPL / PSB;4.386;75,96 %
CENTENÁRIO DO SUL;20;LUIZ NICACIO;PSC/PSC / PSDB / PDT / PT / PTB / PP / PPS / PR / PSB / PTN / PSD / DEM;4.353;62,15 %
CERRO AZUL;15;PATRIK;PMDB/PMDB / PT / PSD / PROS / PSC / PTB / PDT / PEN;6.727;61,19 %
CÉU AZUL;25;GERMANO BONAMIGO;DEM/DEM / PDT / PSD / PR / PRB / PV / SD / PTB / PMDB;3.696;52,48 %
CHOPINZINHO;15;ÁLVARO SCOLARO;PMDB/PMDB / PSL / PTN / PV / PSC / DEM / PRTB / PPS;6.802;53,72 %
CIANORTE;15;BONGIORNO;PMDB/PMDB / DEM / PP / PSB / PTB / PMB / PROS / PRP / REDE / PSDB;19.455;48,93 %
CIDADE GAÚCHA;15;ALEXANDRE;PMDB/PMDB / PR / PTB / PTN / DEM / PSC / PSDB / PDT / PHS / PSD / PP / PSB;5.105;100,00 %
CLEVELÂNDIA;15;ADEMIR GHELLER;PMDB/PMDB / PT / PR / PSC / PDT / PTB / PPS / DEM / PSD;6.011;57,38 %
COLOMBO;45;BETI PAVIN;PSDB/PSDB / PEN / PTC / PSL / PRP / PMN / PV / SD / PRB / PSB / PT do B / PP / PSDC / DEM / PTB;46.615;49,53 %
COLORADO;27;EDMAR (NICA OLIANI);PSDC/PSDC;4.779;53,43 %
CONGONHINHAS;45;DR. ZECO;PSDB/PSDB / PR / PSB / PSC / PROS / PSD;2.251;100,00 %
CONSELHEIRO MAIRINCK;25;ALEX;DEM/DEM / PP / PTN / PPS / PSC / SD / PSD / PMDB;1.528;59,55 %
CONTENDA;15;CARLÃO;PMDB/PMDB / PSB / PDT / DEM / PR / PSDB / PSC / PT / PRB / PEN;5.136;51,97 %
CORBÉLIA;15;DR. GIOVANI;PMDB/PP / PMDB / PSDB / PROS;6.359;57,51 %
CORNÉLIO PROCÓPIO;45;AMIN HANNOUCHE;PSDB/PSDB / PSB / PRP / PMB / PV / PTB / PMN / PSL / SD / PRTB / PRB / PT do B / PP / PROS / PSDC / PHS / PEN;14.245;54,00 %
CORONEL DOMINGOS SOARES;15;DONA MARIA;PMDB/PMDB / PSB;2.359;100,00 %
CORONEL VIVIDA;15;FRANK;PMDB/PMDB / PSDB / DEM / PSB / PP / PPS / PV;7.194;51,47 %
CORUMBATAÍ DO SUL;12;CARLOS CAXÃO;PDT/PDT / PMDB / PSC / PSL;2.024;65,14 %
CRUZEIRO DO IGUAÇU;23;GUYSS;PPS/PR / PP / PSL / PPS / PSDB / PC do B / PV / PSB;1.322;100,00 %
CRUZEIRO DO OESTE;20;BETO DA LOTERICA;PSC/PTB / PDT / PMDB / PSL / PSC / PSDC / PHS / PV / SD;7.823;60,85 %
CRUZEIRO DO SUL;45;ADEMIR MULON;PSDB/PSDB / PMDB / PP / PSD;2.092;60,08 %
CRUZ MACHADO;12;BIBI;PDT/PDT / PSDB;6.549;57,34 %
CRUZMALTINA;15;MARILZA TRIZOTTI;PMDB/PMDB / PSD;383;100,00 %
CURITIBA;33;* RAFAEL GRECA;PMN/PMN / PSDB / PSB / DEM / PTN / PSDC / PT do B;356.539;38,38 %
CURITIBA;55;* NEY LEPREVOST;PSD/PSC / PSD / PEN / PTC / PPL / PC do B / PSL;219.727;23,66 %
CURIÚVA;20;NATO MOURA;PSC/PSC / PSD / PRP / PP / PTB / PMB;4.346;53,46 %
DIAMANTE D'OESTE;54;GUILHERME;PPL/PP / PSC / PPL / PSD;1.687;51,40 %
DIAMANTE DO NORTE;13;DANIEL;PT/PT / PR / PSB / PPS;1.757;47,69 %
DIAMANTE DO SUL;40;FERNANDO MAXIMILIANO RISSO;PSB/PP / PSL / PR / PMN / PSB / SD;1.456;56,83 %
DOIS VIZINHOS;15;RAUL ISOTTON;PMDB/PMDB / PT / PMN / PPS / PR / PSC / PSD;9.958;41,49 %
DOURADINA;19;JOÃO JORGE;PTN/PT / PROS / PTN / PPS;3.174;60,40 %
DOUTOR CAMARGO;33;MINEIRO;PMN/PPS / PMN / PDT / PMDB / PTB;2.250;53,12 %
DOUTOR ULYSSES;25;MOISEIS;DEM/DEM / PDT / PSDB / PMN;2.417;58,85 %
ENÉAS MARQUES;45;MAIKON PARZIANELLO;PSDB/PSDB / PP / PTB / PSC / PR / PPS / PSD;2.828;56,80 %
ENGENHEIRO BELTRÃO;15;ROGÉRIO RIGUETI;PMDB/PMDB / PR / PSB / PSC / PSD / PMN / PTC / PT;4.213;48,13 %
ENTRE RIOS DO OESTE;55;JONES HEIDEN;PSD/PP / PDT / PSC / PSDB / PSD;1.929;63,16 %
ESPERANÇA NOVA;45;PIRIQUITO;PSDB/PDT / PTB / PSDB / PSD;921;50,44 %
ESPIGÃO ALTO DO IGUAÇU;45;HILÁRIO;PSDB/PSDB / PR / PP / PTB / PSL / PSB;2.075;54,22 %
FAROL;45;ANGELA KRAUS;PSDB/PSDB / PDT / PPS / PP / PEN / PT do B;1.357;100,00 %
FAXINAL;15;GALLO;PMDB/PDT / PP / PMDB / PSL / PTN / PSC / PR / DEM / PMN / PMB / PSB / PV / PRP / PSDB / PEN / PSD / PT do B / PROS / SD;4.834;51,43 %
FAZENDA RIO GRANDE;45;MARCIO WOZNIACK;PSDB/PSDB / PP / PMN / PEN / PSC / PR / SD / PRB / PV / PPS / PSD;21.777;46,31 %
FÊNIX;15;NENO MOLINA;PMDB/PMDB / PR / DEM / PSD / PROS;1.780;50,76 %
FERNANDES PINHEIRO;15;CLEONICE SCHUCK;PMDB/PMDB / PP / PSB / PTB / PV;2.440;51,17 %
FIGUEIRA;45;VALDIR GARCIA;PSDB/PSC / DEM / PSDB / PSD;3.617;69,68 %
FLORAÍ;45;FAUSTO;PSDB/PP / PSDB;2.302;60,20 %
FLOR DA SERRA DO SUL;20;LUCINDA R DE L ROSA;PSC/PSC / DEM / PEN / PT / PSDB / PTB / PROS / PDT / PR;2.417;56,34 %
FLORESTA;55;DÊ;PSD/PDT / PT / PTB / PMDB / PSC / PSB / PSD;2.658;51,47 %
FLORESTÓPOLIS;15;NELSON JÚNIOR;PMDB/PMDB / PSC / PTB / PSD / PC do B / PP / PV / PRB / PPS / SD / PT / PT do B;3.963;50,25 %
FLÓRIDA;12;MARCIA DALL AGO;PDT/PDT / PTB / PMDB / PSC / DEM / PSB;1.100;51,47 %
FORMOSA DO OESTE;45;TONINHO AGUIAR;PSDB/PMDB / PP / PSC / DEM / PSB / PSDB / PSD;2.732;53,65 %
FOZ DO IGUAÇU;55;CHICO BRASILEIRO;PSD/PSD / PTB / PP / DEM / PRB / PHS / PC do B / PRTB / SD / PEN / PRP;54.488;67,88 %
FOZ DO JORDÃO;55;ANSELMO;PSD/PSD / PP / PMB / PEN / PSL / DEM / PMDB;1.734;49,22 %
FRANCISCO ALVES;45;ALIRIO;PSDB/PSDB / PSB / PP / PSC / PTB / PPS / PDT;3.773;85,93 %
FRANCISCO BELTRÃO;45;CLEBER FONTANA;PSDB/PP / PSC / PMN / PSDB / PSD;25.585;53,40 %
GENERAL CARNEIRO;55;GAÚCHO;PSD/PDT / PMDB / PSC / PR / PPS / PMN / PRP / PSD / PT;5.071;65,30 %
GODOY MOREIRA;45;ZEZINHO DO BANCO;PSDB/PTB / PSDB / PSD / PSC;1.451;100,00 %
GOIOERÊ;23;PEDRO COELHO;PPS/PPS / PP / PT / PRTB / PMN / PSDB / PR;11.096;65,49 %
GOIOXIM;15;PROFª MARI CECCHIN;PMDB/PMDB / PHS / PDT / PT / PTN / PR;2.408;50,60 %
GRANDES RIOS;11;TONINHO SANTIAGO;PP/PMDB / PP / PSL / PTB / PTN;2.328;54,27 %
GUAÍRA;25;HERALDO TRENTO;DEM/PDT / PMDB / REDE / PSC / PR / DEM / PMN / PSDB / PSD / PEN / PROS / PPS;8.310;50,32 %
GUAIRAÇÁ;23;ELSON GREB;PPS/PP / PMDB / PTN / PPS / PROS;2.668;62,03 %
GUAMIRANGA;15;ANGELO MACHADO;PMDB/PTB / PMDB / REDE;2.537;46,22 %
GUAPIRAMA;15;PEDRO BANZE;PMDB/PMDB / PV / PDT / PTB / PSB;1.748;53,69 %
GUAPOREMA;12;MARCÃO BARRANCO;PDT/PDT / PT / PTB / PSL / PR / DEM / PSB / PV / PSDB / PSD;1.107;64,70 %
GUARACI;23;JOSÉ CARLOS TOLOI;PPS/PDT / PPS / DEM / PSDB / PTB;2.000;52,27 %
GUARANIAÇU;12;OSMARIO PORTELA;PDT/PDT / PSDB / PP / PPS / PMB / PROS / PMN;3.018;31,60 %
GUARAPUAVA;23;CESAR SILVESTRI FILHO;PPS/PPS / PDT / PROS / PMB / PSC / PR / PSD / PHS / PMN / PSDC / PRB / PSL / PRP / PSB / PTB / PV / PMDB;57.969;60,07 %
GUARAQUEÇABA;15;ARIAD;PMDB/PMDB / PSD / PTB / PV / PRTB / PROS;3.280;52,80 %
GUARATUBA;25;ROBERTO JUSTUS;DEM/PP / PTB / PSC / PR / DEM / PSDC / PMB / PSDB / PEN / SD / PROS;7.400;49,18 %
HONÓRIO SERPA;15;LUCIANO DIAS;PMDB/PMDB / PT;1.983;53,70 %
IBAITI;15;DR. ANTONELY;PMDB/PMDB / PTB / PSD / PSDB / PSC / PSL / PTN / PT do B / DEM / PROS / PSB / PMN / PPS;8.595;51,94 %
IBEMA;43;LUIZ PEREIRA;PV/PV / PEN / PR / PTB / PMN;1.076;46,00 %
IBIPORÃ;15;JOÃO COLONIEZI;PMDB/PP / PTB / PSL / PPS / PSB / PRP / PSDB / SD / PROS / PMDB;16.273;57,91 %
ICARAÍMA;12;MARCOS ALEX;PDT/PDT / PMDB / PTC / PTN / PHS;3.573;61,81 %
IGUARAÇU;45;NELINHO;PSDB/PSDB / PRP / PP / PROS / PTB / PSC / PTN / SD;1.672;100,00 %
IGUATU;55;BARELLA;PSD/PSD / PP / PSL / PMN / SD;979;52,38 %
IMBAÚ;90;LAUZINHO;PROS/PT / PROS / PP / PMN / PMB;3.492;52,03 %
IMBITUVA;55;BERTOLDO ROVER;PSD/PP / PT / PMDB / PSC / DEM / PROS / PHS / SD / PSD / PTB / PMB;11.595;93,87 %
INÁCIO MARTINS;55;JUNIOR BENATO;PSD/PT / PMDB / PTN / PR / DEM / PSB / PSD;4.359;63,23 %
INAJÁ;10;DR. EDUARDO;PRB/PRB / PMDB / PSDB / PSD;1.225;51,36 %
INDIANÓPOLIS;45;PAULINHO MINEIRO;PSDB/PSDB / PSD;1.842;56,50 %
IPIRANGA;20;LUIZ BLUM;PSC/PP / PDT / PMDB / PTN / PSC / PPS / DEM / PSB / PV / PSDB / PSD / PHS / PTC;5.152;58,18 %
IPORÃ;45;ROBERTINHO;PSDB/PRB / PT / PTB / PMDB / PSL / PTN / PPS / PRTB / PHS / PSDB / PSD / PV / PTC / PRP;7.440;78,07 %
IRACEMA DO OESTE;15;DONIZETE LEMOS;PMDB/PMDB / PR / PPS / PSD / SD;1.430;64,62 %
IRATI;45;JORGE DERBLI;PSDB/PSDB / PSD / PSC / PSB / PR;18.065;52,46 %
IRETAMA;11;WILSON BRATAC;PP/PP / PSD;2.632;39,88 %
ITAGUAJÉ;14;JUNINHO;PTB/PTB / PT / PP / PSC / PSL / PV / SD;2.558;100,00 %
ITAIPULÂNDIA;12;GASPARINI;PDT/PRB / PDT / PT / PMDB / PPS / PSDC / PMN / PMB / PSB / PROS / PEN;3.976;100,00 %
ITAMBARACÁ;12;CARLINHOS;PDT/PDT / PTB / PMDB / PR / PPS / PSB / PSDB / PSD;2.602;59,57 %
ITAMBÉ;25;VITÃO;DEM/DEM / PMN / PDT / PMDB / PTN / PSDB / PSB / PSD;2.560;61,49 %
ITAPEJARA D'OESTE;11;AGILBERTO PERIN;PP/PP / PTB / PSL / PPS / DEM;4.102;52,48 %
ITAPERUÇU;55;HELIO GUIMARAES;PSD/PSD / PEN / PT do B / PSDB;7.882;47,68 %
ITAÚNA DO SUL;15;MARCELO DA FACÇÃO;PMDB/PMDB / PSDB / SD;1.215;48,68 %
IVAÍ;45;IDIR TREVISO;PSDB/PTB / PMDB / PSC / PR / PPS / PSDB / SD;4.202;47,73 %
IVAIPORÃ;45;MIGUEL AMARAL;PSDB/PSDB / PTB / PSC / PHS / PP / PSB / PV / PROS;11.813;63,68 %
IVATÉ;20;NIVALDO DO MERCADO;PSC/PT / PSC / PROS / PP;2.821;57,36 %
IVATUBA;55;DR. ROBSON;PSD/PP / PSC / PSD / PRP;974;47,70 %
JABOTI;45;LEI DA LICA;PSDB/PSDB / PSC / DEM;1.909;52,72 %
JACAREZINHO;25;DR SERGIO;DEM/PRB / PDT / PTB / PSL / PPS / DEM / PSDB / PROS;11.833;50,31 %
JAGUAPITÃ;45;CIRÃO;PSDB/PSDB / PR / PSB / PTB / DEM / PV;4.478;55,05 %
JANDAIA DO SUL;20;DITAO PUPIO;PSC/PTB / PT / PSC / PR / PPS / DEM / PV / PEN / PDT / PSDC;7.000;55,10 %
JANIÓPOLIS;40;DR HEITOR;PSB/PSB / PPS / PSC / PSDB / PV / PSD / PP / PTB / PDT / DEM;4.034;100,00 %
JAPIRA;25;WALMIR;DEM/DEM / PTN;2.008;100,00 %
JAPURÁ;40;ORLANDO FRAZATTO;PSB/PSD / PDT / DEM / PSB / PSC / PP / PPS / PMN / PV;3.385;58,38 %
JARDIM ALEGRE;23;FURLAN;PPS/PPS;5.303;74,06 %
JARDIM OLINDA;11;PROFESSORA LUCIMAR;PP/PP / PSC / PSDB;616;50,45 %
JATAIZINHO;20;DIRCEU URBANO;PSC/PSC / PSD / PSDB / PTB / PC do B / PR / PRB / PPS / PHS / PP / DEM;4.329;55,31 %
JESUÍTAS;15;JUNIOR WEILLER;PMDB/PMDB / PSL / PSC / PPS / PMB / PSDB / PSD / PROS;3.302;52,87 %
JOAQUIM TÁVORA;45;GELSON MANSUR NASSAR;PSDB/PSDB / PDT / PTB / DEM / PSL / PSB;5.519;82,76 %
JUNDIAÍ DO SUL;25;ECLAIR;DEM/PP / PDT / PMDB / DEM / PHS / PSDB / PSD / SD / PROS;1.476;64,40 %
JURANDA;55;LEILA AMADEI;PSD/DEM / PP / PDT / PMDB / PSC / PPS / PSD / PT;2.728;53,42 %
JUSSARA;45;TATINHA;PSDB/PR / PSDB / PMN / PMDB / DEM / PSC / PSD / SD;2.664;55,09 %
KALORÉ;45;WASHINGTON;PSDB/PSDB / PSD / PSB / PSC / PR / DEM / PDT / PTB;1.918;61,24 %
LAPA;15;PAULO FURIATI;PMDB/PMDB / PDT / PPS / PR / PROS / PSB;13.372;47,76 %
LARANJAL;17;JOSMAR;PSL/PSL / PMDB / PPS / PHS / PDT / PTB / PT / PSDB / PP;2.175;53,14 %
LARANJEIRAS DO SUL;20;BERTO SILVA;PSC/PSC / PMDB / PSD / PEN / PTB / PRP / PHS / PSL / PROS / PC do B / PMB / PP / PMN / PSDB / PTN / PSB;10.180;54,32 %
LEÓPOLIS;55;SANDRINHO;PSD/PSD / PSC / PDT / PROS / DEM / PMDB / PSDB;1.696;54,82 %
LIDIANÓPOLIS;31;ADAUTO MANDU;PHS/PHS / PTB / PDT / PTN / PT;1.458;50,21 %
LINDOESTE;22;ZEZINHO;PR/PPL / PR / PPS / PSDB / SD / PV / PTN / PSB;2.198;55,21 %
LOANDA;77;SARGENTO SANTOS;SD/SD;4.942;40,74 %
LOBATO;15;TÂNIA;PMDB/PSC / PPS / PROS / PTB / PMDB / PT / PDT / PP / PSD;1.732;51,20 %
LONDRINA;11;MARCELO BELINATI;PP/PP / PTB / PSL / PMDB / PRP / PRTB / PMB / PROS / PR;136.360;51,57 %
LUIZIANA;12;MAURO SLONGO;PDT/PDT / PSDB / PEN / PP / PSB / PSD / PSL / PT / PTB;2.514;51,26 %
LUNARDELLI;14;REINALDO GROLA;PTB/PTB / PMDB / PSD / PRP / PPS;2.651;74,61 %
LUPIONÓPOLIS;12;ZÉ ANTÔNIO;PDT/PTB / PSC / PR / DEM / PSB / PDT / PT do B / PSL;2.052;58,36 %
MALLET;20;MOACIR NUTRIMALLET;PSC/PDT / PSC / PPS;3.056;36,03 %
MAMBORÊ;55;RICARDO RADOMSKI;PSD/PDT / PT / PSC / DEM / PSB / PSDB / PEN / PSD / PTB / PSL;4.566;50,43 %
MANDAGUAÇU;40;PROFESSOR INDIO;PSB/PSB / PDT / PHS;6.566;51,41 %
MANDAGUARI;12;BATISTÃO;PDT/PDT / PMDB / PSL / DEM / PSC / PT / PTN / PV / PMN / PSB / PROS / PTB;10.418;51,69 %
MANDIRITUBA;20;LUIS ANTONIO DO POSTO NUELE;PSC/PSC / PPL / SD / PR / PT / PTN;5.523;37,18 %
MANFRINÓPOLIS;43;CAETANO;PV/PP / PT / PMDB / PV / PSDB;1.378;50,00 %
MANGUEIRINHA;45;ELIDIO;PSDB/PRB / PP / PMDB / PSL / REDE / PTN / PPS / PHS / PSDB / PPL / PC do B;6.622;100,00 %
MANOEL RIBAS;22;BETE CAMILO;PR/PR / PSDB / PDT / PTB / PSL / PRTB / PV / PSB / PPS / PT;3.858;44,62 %
MARECHAL CÂNDIDO RONDON;25;PROFESSOR MARCIO RAUBER;DEM/DEM / PRB / PTB / PSC / PSB / PSDB / PSD;16.682;55,23 %
MARIA HELENA;20;DR. ELIAS;PSC/PDT / PTB / DEM / PR / PSC;2.865;70,79 %
MARIALVA;11;VICTOR MARTINI;PP/PP / PMDB / PTB / PDT / PRP / SD / PV;10.211;69,92 %
MARILÂNDIA DO SUL;43;AQUILES;PV/PV / PP / PSB / PTC / PSDB;3.302;57,08 %
MARILENA;11;ZÉ DO PEIXE;PP/PP / PTB / PSL / PTN / PR / SD;2.894;58,19 %
