Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
JAPI;15;JODOVAL PONTES;PMDB/PMDB / PTN / DEM / PSDC / PSB / PEN / PROS / PSD;2.552;53,10 %
JARDIM DE ANGICOS;15;SUELY FONSECA;PMDB/PMDB / PTB / PPS / PSC / SD;1.715;68,30 %
JARDIM DE PIRANHAS;55;ELIDIO QUEIROZ;PSD/PSD / PT / PRB / PR / DEM / PSDC / PHS / PSB / PV / PEN / PC do B / SD / PP;5.306;61,68 %
JARDIM DO SERIDÓ;55;AMAZAN;PSD/PRB / PP / DEM / PSDB / PEN / PSD / PT do B / PC do B;4.600;51,13 %
JOÃO CÂMARA;25;MAURICIO;DEM/DEM / PTN / PMDB / PTB / PEN / SD;10.593;50,18 %
JOÃO DIAS;55;TÁSSIA;PSD/DEM / PSB / PSDB / PSD;1.281;55,77 %
JOSÉ DA PENHA;12;DR RAIMUNDINHO;PDT/PDT / PC do B / PT / PMDB / PSB;2.459;54,39 %
JUCURUTU;90;VALDIR MEDEIROS;PROS/PROS;6.409;50,93 %
JUNDIÁ;55;ZÉ ARNOR;PSD/PSD / DEM / PSDB / PP / PHS;1.743;51,55 %
LAGOA D'ANTA;11;TAIANNI;PP/PDT / PRP / SD / PTN / PSD / PT / PPS / PP;3.162;68,53 %
LAGOA DE PEDRAS;55;RANIERE;PSD/PSD / PSB;4.231;76,33 %
LAGOA DE VELHOS;55;SONYARA RIBEIRO;PSD/PT / PSD / PRB / PTN;1.443;49,67 %
LAGOA NOVA;15;LUCIANO;PMDB/PMDB / PTB;5.337;53,97 %
LAGOA SALGADA;15;OSIVAN;PMDB/PMDB / DEM / PHS;3.619;48,85 %
LAJES;15;MARCAO;PMDB/PMDB / PDT / PRB / PMB / PSB / PV / PC do B / SD;3.938;55,84 %
LAJES PINTADAS;15;PRETA;PMDB/PMDB / PMB / PSDB / PT / PP;2.150;49,48 %
LUCRÉCIA;25;CEIÇÃO DUARTE;DEM/PMDB / PTN / PR / DEM / PSDB / PSD / SD / PP;2.316;100,00 %
LUÍS GOMES;15;MARIANA FERNANDES;PMDB/PTB / PMDB / PT / PRP / PC do B;3.952;74,65 %
MACAÍBA;55;DR. FERNANDO;PSD/DEM / PTN / PSB / PC do B / SD / PROS / PSD;18.873;48,96 %
MACAU;55;TULIO LEMOS;PSD/PSD / PSDB / PRTB / PC do B;9.115;87,53 %
MAJOR SALES;15;DR. THALES;PMDB/PTB / PMDB / PC do B;1.422;55,74 %
MARCELINO VIEIRA;55;BABAU;PSD/PSD / PMDB / REDE / PT / PP / PC do B;3.337;57,54 %
MARTINS;25;OLGA;DEM/PMDB / PP / PEN / PR / PMN / PROS / PSB / PRP / PV / SD / DEM;3.184;52,88 %
MAXARANGUAPE;55;LUIS EDUARDO;PSD/PSD / PR / PMB / PSDB / PC do B / SD / PRB / PPS;5.375;64,16 %
MESSIAS TARGINO;22;SHIRLEY TARGINO;PR/PR / PT / DEM / PMDB;2.170;56,19 %
MONTANHAS;22;MANUEL GUSTAVO;PR/PRB / PDT / PT / PMDB / PR / PSDC / PROS;4.023;51,70 %
MONTE ALEGRE;15;SEVERINO RODRIGUES;PMDB/PMDB / PDT / PSDB / PTN / PR;9.444;71,32 %
MONTE DAS GAMELEIRAS;55;JAILTON FELIX;PSD/PMDB / PTN / DEM / PSDB / PSD / PHS;1.573;67,95 %
MOSSORÓ;11;ROSALBA CIARLINI;PP/PP / PDT / PMDB / PHS / PSB / PTB / PT do B;67.476;51,12 %
NATAL;12;CARLOS EDUARDO;PDT/PDT / PMDB / PR / PROS / PSC / DEM / PSDC / PRB / PTB;225.741;63,42 %
NÍSIA FLORESTA;45;DANIEL MARINHO;PSDB/PSDB / PMDB / PRB / PSC / PP / PR;6.591;40,75 %
NOVA CRUZ;15;TARGINO PEREIRA;PMDB/PMDB / PMN / PMB / SD / PROS / PEN;10.995;50,83 %
OLHO D'ÁGUA DO BORGES;55;MARIA HELENA;PSD/PSD / PDT / PR / PT;1.943;50,17 %
OURO BRANCO;13;DRA FÁTIMA;PT/PT / PP / PDT / PMDB / PTN / PR / PPS / PSB / SD;2.312;62,57 %
PARANÁ;15;ORIANA;PMDB/PMDB / DEM / PR;1.596;50,93 %
PARAÚ;55;ANTONIO DE NARCISIO;PSD/PHS / PMDB / PTN / PC do B / PV / PSD / SD / PR / PDT / PEN / PT;2.023;51,02 %
PARAZINHO;25;RITA DE LUZIER;DEM/PDT / PTB / PSB / DEM;1.733;50,54 %
PARELHAS;15;ALEXANDRE PETRONILO;PMDB/PMDB / PT / PC do B / PTN;7.204;50,55 %
PARNAMIRIM;10;TAVEIRA;PRB/PMDB / DEM / PSDC / PTB / PTN / PP / PROS / PPS / PHS / PT / PSC / PRTB / PEN / PV / PRB / PMB / SD / PDT;34.363;44,76 %
PASSA E FICA;55;LÉO LISBOA;PSD/PP / DEM / PSB / PSD;3.856;51,56 %
PASSAGEM;15;TOTA FAGUNDES;PMDB/PMDB / PR / PSDC / SD;2.109;67,49 %
PATU;15;RIVELINO;PMDB/PMDB / PRP / PPS / PTB / PSC / PT do B / DEM / PR / PTC / PV;4.165;51,41 %
PAU DOS FERROS;25;LEONARDO RÊGO;DEM/DEM / PSDC / PR / PSB / PSDB / PC do B;8.589;51,07 %
PEDRA GRANDE;55;VALDEMIR;PSD/PSD / PP / PDT / PSDB;1.986;57,67 %
PEDRA PRETA;55;LUIZ;PSD/PSD / PR / PDT / PT;1.670;55,12 %
PEDRO AVELINO;25;NEIDE SUELY;DEM/DEM / PSD / PP / SD / REDE / PSDB / PEN / PR;3.057;50,21 %
PEDRO VELHO;15;PATRICIA TARGINO;PMDB/PRB / PP / PMDB / PMB;5.531;58,52 %
PENDÊNCIAS;15;FERNANDINHO;PMDB/PMDB / DEM / PDT / SD / PSDC / PMN;4.543;50,29 %
PILÕES;15;DR SABINO;PMDB/PRB / PMDB / SD / PHS;1.648;52,89 %
POÇO BRANCO;25;VALDEMAR DE GOIS;DEM/PR / DEM / PMDB / PV / PRB;4.841;53,62 %
PORTALEGRE;11;NETO FREITAS;PP/PP / PMDB / SD;2.971;58,25 %
PORTO DO MANGUE;31;SAEL MELO;PHS/PP / PR / DEM / PHS / PSB / PRP / PSD;2.192;55,09 %
PUREZA;44;NETO MOURA;PRP/PRP;2.476;40,08 %
RAFAEL FERNANDES;15;BRUNO ANASTACIO;PMDB/PMDB;1.793;46,34 %
RAFAEL GODEIRO;40;LUDMILA;PSB/PSB / PT do B / PMDB / PSDB / DEM;1.762;51,33 %
RIACHO DA CRUZ;25;BERNADETE REGO;DEM/DEM / PR / PP;1.433;55,72 %
RIACHO DE SANTANA;55;JESSE;PSD/PSD / PT / PMDB / PP / PROS / PSDB / PDT;1.572;55,16 %
RIACHUELO;15;MARA CAVALCANTI;PMDB/PRB / PMDB / PR / DEM / PSB / SD / PMN;2.914;53,08 %
RIO DO FOGO;25;LAERTE PAIVA;DEM/PRB / DEM / PSDC / PSB;5.104;55,50 %
RODOLFO FERNANDES;15;WILSON FILHO;PMDB/PSDB / PMDB / SD / PHS / PSD;1.811;47,16 %
RUY BARBOSA;55;TIQUINHO;PSD/PSD / PMDB / PSB / PSDB / PC do B;1.860;56,26 %
SANTA CRUZ;15;DRA FERNANDA;PMDB/PMDB / PSB / DEM / PDT / PRB / PTN / SD;13.034;66,29 %
SANTA MARIA;45;PEDRO HENRYQUE;PSDB/PP / PPS / PSDB / PC do B / PSD / PHS;2.009;50,67 %
SANTANA DO MATOS;22;DR. JUNIOR;PR/PSD / PR / PHS / PTN / PC do B / PT do B;5.616;57,89 %
SANTANA DO SERIDÓ;55;HUDSON;PSD/PSD / PR / PSB;1.188;52,31 %
SANTO ANTÔNIO;19;JOSIMAR FERREIRA;PTN/PTN / PSD / PP / PC do B / PV / PSDB / PTC / PMN / PEN / SD / DEM;7.280;50,15 %
SÃO BENTO DO NORTE;55;CLAUDIO HENRIQUE GOMES PEREIRA;PSD/PPS / PSDC / PSD / DEM;1.507;48,87 %
SÃO BENTO DO TRAIRÍ;55;KÊKA;PSD/PDT / PTN / DEM / PR / PV / PEN / PSD / SD;2.303;64,84 %
SÃO FERNANDO;22;POLION;PR/PSB / PP / PR / PC do B / PSDB / PSDC;1.736;57,69 %
SÃO FRANCISCO DO OESTE;55;LUSIMAR PORFIRIO;PSD/PSD / PT / PSB / DEM / PROS;1.787;50,20 %
SÃO GONÇALO DO AMARANTE;22;PAULINHO;PR/PRB / PT / PTN / PTC / PROS / PRP / PMB / PSDC / PT do B / PR / PV;23.554;46,43 %
SÃO JOÃO DO SABUGI;15;LYDICE DE NEGÃO;PMDB/PMDB / PRB;2.465;51,85 %
SÃO JOSÉ DE MIPIBU;65;ARLINDO DANTAS;PC do B/PC do B / PP / PT / PSC / PSDC / PMN / PMB / PTC / PT do B / SD / PRP / PHS / PEN / PSDB;12.127;54,76 %
SÃO JOSÉ DO CAMPESTRE;55;ALDA ROMÃO;PSD/PSD / PMDB / PC do B / PHS / PSDB / PT / SD / PSDC / PEN / PTN;4.788;56,96 %
SÃO JOSÉ DO SERIDÓ;15;MARIA DALVA (MIÚDA);PMDB/PMDB / PSDB / SD;2.323;100,00 %
SÃO MIGUEL;55;ZÉ GAUDENCIO;PSD/PSD / DEM / PPS / PTN / PHS / PT do B / PC do B / PV;6.769;51,15 %
SÃO MIGUEL DO GOSTOSO;55;RENATO DE DOQUINHA;PSD/PSD / PTN / PSDB / PT do B / PV / PMDB / DEM;3.604;53,18 %
SÃO PAULO DO POTENGI;55;NALDINHO;PSD/PT / PSC / PR / PSDC / PMB / PTC / PSB / PSD / PC do B;5.144;46,55 %
SÃO PEDRO;23;MIGUEL CABRAL;PPS/PPS / PR / PSB;2.293;42,32 %
SÃO RAFAEL;10;RENO;PRB/PRB / PMDB / PMN / SD / PSDB;3.200;50,58 %
SÃO TOMÉ;55;BABÁ;PSD/PSD / PT / PSDB / PTN / PC do B / PP / PEN / PTC;4.719;60,93 %
SÃO VICENTE;15;IRACEMA;PMDB/PMDB / PP / PR / PSDB / PSB;2.556;61,86 %
SENADOR ELÓI DE SOUZA;14;GRIMALDE;PTB/PT / PTB / PMDB / PR / DEM / PHS / PSB / PSDB / PT do B / SD;2.420;56,50 %
SENADOR GEORGINO AVELINO;55;STELA SENA;PSD/PR / DEM / PSDB / PSD / SD / PROS;1.831;52,37 %
SERRA CAIADA;55;SOCORRO;PSD/PSD / PSDB / DEM / PEN / PRB / PR / PT;3.818;62,51 %
SERRA DE SÃO BENTO;15;WANESSA;PMDB/PMDB / PP / PSDC / PSDB / PT;2.728;58,01 %
SERRA DO MEL;22;BIBIANO;PR/PSDB / PR / PROS;4.390;50,26 %
SERRA NEGRA DO NORTE;45;SERGINHO;PSDB/PRB / PP / PMDB / PSB / PSDB / SD / PROS;2.736;50,38 %
SERRINHA;19;DEDA TERTO;PTN/PTN / PSD / PP / PRB / SD / PSB / PT do B / PMN / DEM;3.614;65,70 %
SERRINHA DOS PINTOS;55;ROSÂNIA;PSD/PRB / PP / PSD / PDT / PHS / DEM / PSC / PPS;2.001;55,83 %
SEVERIANO MELO;55;DR. DAGOBERTO;PSD/PSD / PTN / DEM / PP;3.268;52,57 %
SÍTIO NOVO;55;EDILSON JUNIOR;PSD/PRB / PR / PSB / PSD / PSDB / PSDC;2.228;50,98 %
TABOLEIRO GRANDE;55;KLEBIA BESSA;PSD/PSD / PSDB / PR / PTB;1.445;57,09 %
TAIPU;40;BASTINHO;PSB/PDT / PR / PSB / SD / PROS;5.194;57,63 %
TANGARÁ;22;JORGINHO;PR/PR / PSD / PSDB / PPS / PSB;4.980;50,77 %
TENENTE ANANIAS;55;LARISSA;PSD/PSD / DEM;4.507;66,92 %
TENENTE LAURENTINO CRUZ;45;SUELEIDE;PSDB/PSDB / PR;2.128;49,79 %
TIBAU;55;NALDINHO;PSD/PSD / PSDB / PHS / PPS / PTN / PRP / PC do B / PT;2.259;55,23 %
TIBAU DO SUL;55;MODESTO;PSD/PT / PSD / PTN / PHS / PTB;4.939;54,50 %
TIMBAÚBA DOS BATISTAS;15;CHILON;PMDB/PMDB / SD / PRB / PDT / PT;1.190;52,61 %
TOUROS;11;ASSIS DO HOSPITAL;PP/PP / PTN / PR / PPS / DEM / PHS / PMB / PSDB / PC do B / SD;13.937;83,67 %
TRIUNFO POTIGUAR;55;LUCIA ESTAVAM;PSD/PHS / PSDB / PSD;1.825;50,92 %
UMARIZAL;25;ELIJANE;DEM/DEM / PC do B / PR / PPS;4.089;55,83 %
UPANEMA;22;LUIZ JAIRO;PR/PR / PT do B / SD / PSL / PHS / PV / PSB / PSC / PRP / PTN / PPS / DEM / PSDB / PRB;4.783;50,86 %
VÁRZEA;15;PEDRO SALES;PMDB/PMDB / PSDC / SD;2.302;52,79 %
VENHA-VER;10;CELIO PINICAPAU;PRB/PRB / PSD / SD / PMDB / PSC / PRP / PROS / PSB;1.560;52,07 %
VERA CRUZ;40;MARCOS;PSB/PSB / PRB / PMDB / PR;3.864;47,50 %
VIÇOSA;11;TOINHO DO MIRAGEM;PP/PP / PSB / DEM / PT / PSDB / PMDB;1.325;88,51 %
VILA FLOR;65;IVANIA;PC do B/PSD / PC do B / PRB / PEN / PDT;1.315;55,30 %
