Município;Núm.;Nome;Partido/Coligação;Votação;% Válidos
BOA VISTA DO GURUPI;45;BATISTA;PSDB/PRB / PDT / PT / PSDB / PSD / PC do B;2.418;54,93 %
BOM JARDIM;45;DR. FRANCISCO;PSDB/PSDB / PSD / PRB / PV / PSDC / PSL / PSC / PHS / PRTB / PSB / PMB;12.131;62,57 %
BOM JESUS DAS SELVAS;65;FERNANDO COELHO;PC do B/PP / PT / PTB / PSC / PR / PSB / PRP / PSDB / PSD / PC do B / SD / PROS;7.706;50,80 %
BOM LUGAR;43;LUCIENE COSTA;PV/PV / PSD / PTN / PMDB / PT do B / PSB / PEN / PP / PPS / PHS;5.195;64,97 %
BREJO;15;ZÉ FARIAS;PMDB/PMDB / PSL / PSD / PRTB / PPS / PT / PHS / PSDC / PSDB / PTC / PRP / PMN / PSC;9.902;54,05 %
BREJO DE AREIA;45;CHICO EDUARDO;PSDB/PHS / PV / PSDB / PC do B;3.240;59,21 %
BURITI;65;NALDO BATISTA;PC do B/PC do B / PHS / PMDB / PSB / PDT / PT do B / SD / PSDC / PSDB;8.370;55,58 %
BURITI BRAVO;14;CID COSTA;PTB/PMDB / PV / PSD / PT / PR / PROS / PRB / PSC / PTB / DEM / PTN;7.122;53,56 %
BURITICUPU;10;ZÉ GOMES;PRB/PRB / PDT / PSL / PTN / PSDC / PRP / PT do B / PSB / PSDB / PSD;18.074;57,11 %
BURITIRANA;45;VAGTONIO BRANDAO;PSDB/PSDB / PSC / PROS / PTB / PPS / PV / DEM / PR / PSD / PSB;5.694;64,34 %
CACHOEIRA GRANDE;15;TONHÃO;PMDB/PP / PDT / PTB / PMDB / PSC / PPS / PTC / PSB / PRP / PROS;3.040;50,38 %
CAJAPIÓ;11;DR. MARCONE;PP/PP / PDT / PPS / DEM / PSDB / PEN / PSD / PSL;3.369;44,98 %
CAJARI;45;DRA CAMYLA;PSDB/PSDB / PMDB / PMN / PRP / PHS / PSC / PT / PTB / PRB / PPS;4.912;41,48 %
CAMPESTRE DO MARANHÃO;13;VALMIR MORAIS;PT/PT / PTB / PC do B / REDE / PV / PMDB / PMB / PROS / PSDB / PSC / PP / PR;5.268;70,20 %
CÂNDIDO MENDES;11;MAZINHO LEITE;PP/PP / PEN / PV / PMN / DEM / PROS / PMDB / PSC / PRB / REDE / PTB;4.672;39,10 %
CANTANHEDE;55;RUIVO;PSD/PSD / PEN / PP / PT / PSB / PSL / PMN / PTN / PRP / PMDB;5.677;57,01 %
CAPINZAL DO NORTE;65;ANDRE PORTELA;PC do B/PRB / PDT / PTB / PC do B;4.701;69,33 %
CAROLINA;77;DR ERIVELTON;SD/PRB / PP / PT / PR / PSDC / PV / SD / PROS;7.535;57,03 %
CARUTAPERA;22;ANDRE DOURADO;PR/PR / PSDB / PSB / DEM / PC do B / PTB / PMN / PRP / PEN;4.975;38,90 %
CAXIAS;10;FABIO GENTIL;PRB/PRB / PMDB / PV / PROS / PP / PRTB / PSDC / PSC / PTN / PT;39.171;50,79 %
CEDRAL;25;JADSON;DEM/DEM / PSDC / PSDB / PSL;3.068;44,02 %
CENTRAL DO MARANHÃO;40;EPITACIO;PSB/PSB / PRB / PT / PSDB / PC do B;3.094;59,22 %
CENTRO DO GUILHERME;22;ZÉ DE DÁRIO;PR/PR / PMDB / PSD / PTB / DEM / PRP / PMN / PDT;3.469;64,29 %
CENTRO NOVO DO MARANHÃO;65;DIVA;PC do B/PC do B / PSB / PSDB / PMN / PHS / PP;4.233;47,96 %
CHAPADINHA;43;DR. MAGNO;PV/PV / PP / PSC / PRTB / PSDB / PC do B / PSDC / PMN / PTC / SD / DEM;19.638;47,41 %
CIDELÂNDIA;15;FERNANDO TEIXEIRA;PMDB/PMDB / PT / PSB / PPS / PRB / PV / PR / PSDC / PSD;3.418;41,41 %
CODÓ;12;FRANCISCO NAGIB;PDT/PDT / PMDB / PEN / PSD / PSC / SD / PV / PSDC / PRP / PTN / PHS / PMB / PTB / PTC / REDE / PT do B;24.359;43,78 %
COELHO NETO;13;AMÉRICO DE SOUSA;PT/PT / PSB / PC do B / SD;8.815;35,15 %
COLINAS;12;VALMIRA MIRANDA;PDT/PDT / PPS / PSDB / PSB / PR / PTB / PC do B / PRB / PRP;10.196;50,19 %
CONCEIÇÃO DO LAGO-AÇU;12;ALEXANDRE LAVEPEL;PDT/PSD / PRTB / PRB / DEM / SD / PSL / PDT / PP / PV / PT / PMB / PSC / PTC;2.843;34,76 %
COROATÁ;13;LUIS DA AMOVELAR FILHO;PT/PT / PSB / PHS / PRB / PDT / REDE / SD / PPS / PTC / PSDB / PC do B / PMN;16.624;52,82 %
CURURUPU;65;PROFESSORA ROSINHA;PC do B/PT / PTN / PR / DEM / PV / PSDB / PC do B / PEN / PPL / PROS;10.984;62,23 %
DAVINÓPOLIS;10;IVANILDO PAIVA;PRB/PRB / PC do B / PV / PSD / PSDB / PEN / PRTB / PR / PTB / PSC / PTC / PMN / PSL / PT;4.604;49,37 %
DOM PEDRO;65;HERNANDO MACEDO;PC do B/PC do B / PDT / PSDB / PROS;6.026;100,00 %
DUQUE BACELAR;65;JORGE OLIVEIRA;PC do B/PC do B / PDT / PRB / PT;4.070;55,60 %
ESPERANTINÓPOLIS;65;ALUISINHO;PC do B/PDT / PT / PPS / PHS / PTC / PC do B / SD / PEN / PRTB;5.862;55,42 %
ESTREITO;15;CICIN;PMDB/PMDB / PP / PSC / PSD / PV / PT do B / PPS;13.356;73,73 %
FEIRA NOVA DO MARANHÃO;65;TIAGO DANTAS;PC do B/PC do B / PRB / PR / PSD;2.908;59,66 %
FERNANDO FALCÃO;12;ADAILTON CAVALCANTE;PDT/PRB / PDT / PMDB / DEM / PSDC;3.875;58,56 %
FORMOSA DA SERRA NEGRA;12;DR. JANES CLEI;PDT/PV / PP / PDT / PSC / PROS / PTB / PSB;5.446;51,92 %
FORTALEZA DOS NOGUEIRAS;12;ALEANDRO PASSARINHO;PDT/PDT / PTB / PV / PR / PC do B / PSDC / PSDB / PSL / PRB;4.278;53,51 %
FORTUNA;12;ARLINDO FILHO;PDT/PRB / PDT / PTB / PEN / PSD / PHS / PROS / PT;4.982;53,23 %
GODOFREDO VIANA;45;SISSI VIANA;PSDB/PSDB / PHS / PMB / PROS / PMDB / PTB;1.929;29,19 %
GONÇALVES DIAS;45;TOINHO PATIOBA;PSDB/PMDB / PSL / PR / PSB / PSDB / PEN / PSD / SD;5.002;50,63 %
GOVERNADOR ARCHER;40;DRA JESUS;PSB/PMDB / PSB / PRB / PTB;3.479;56,43 %
GOVERNADOR EDISON LOBÃO;65;PROFESSOR GERALDO BRAGA;PC do B/PC do B / PP / PSD / PSDC / PTC / PR / PT / SD / PV / PPS;5.091;43,69 %
GOVERNADOR EUGÊNIO BARROS;45;DALUZ;PSDB/PDT / PMDB / PSC / PR / PPS / PRTB / PHS / PV / PSDB / PEN / PC do B / PT do B / PROS;4.838;52,51 %
GOVERNADOR LUIZ ROCHA;11;RIBA;PP/PMDB / PT / PROS / PV / PSL / PSB / PPS / PP;2.730;56,91 %
GOVERNADOR NEWTON BELLO;65;ROBERTO DO POSTO;PC do B/PC do B / PSD / PR / PSC / PEN / PP / PRTB / PHS / PRP / PT / PSDB / PROS;3.546;61,16 %
GOVERNADOR NUNES FREIRE;13;INDALECIO;PT/PT / PDT / PMDB / PV;7.995;57,93 %
GRAÇA ARANHA;12;NILTON;PDT/PDT / PSB / PROS / PSDB / DEM / PT do B;2.596;56,04 %
GRAJAÚ;15;MERCIAL ARRUDA;PMDB/PMDB / PV / PRTB / PR / SD / PSD / PPL / PEN / PMB / PMN;20.352;56,01 %
GUIMARÃES;43;MARGARETE RIBEIRO;PV/PV / PDT / DEM / PR / PMN / PMB / SD;3.314;44,35 %
HUMBERTO DE CAMPOS;40;ZE RIBAMAR;PSB/PSB / PC do B / PR / PRB / PHS / PEN / DEM / PMDB / PTB / PRP / PMN / PT / PROS / PV / PMB / PSC / PTN / PSDC;9.406;55,71 %
ICATU;33;DUNGA;PMN/PMN / PRB / PR / PT / PTB / PV / PMB / PT do B / PROS / PSDC;7.714;44,19 %
IGARAPÉ DO MEIO;65;ALMEIDA;PC do B/PDT / PT / PR / PPS / PSL / PRTB / PMN / PRP / PEN / PSD / PC do B;4.837;54,20 %
IGARAPÉ GRANDE;12;ERLANIO XAVIER;PDT/PDT / PSDB / PC do B / PSB / PT / PR;3.636;52,10 %
IMPERATRIZ;15;DELEGADO ASSIS;PMDB/PMDB / PTN / PRP;38.712;29,16 %
ITAIPAVA DO GRAJAÚ;45;JOAOZINHO DO DIMAIZAO;PSDB/PSDB / PC do B / PDT / PT / PTB / PSC / PR / PPS / PROS / PMN / PV / PSB / PRP / DEM;4.430;54,37 %
ITAPECURU MIRIM;10;DR MIGUEL;PRB/PRB / PHS / PTC / PMDB / PRTB / PSB;12.019;35,45 %
ITINGA DO MARANHÃO;45;LÚCIO;PSDB/PSDB / DEM / PMB / PPS / PC do B / PSDC / SD / PRP / PSC / PSB / PRB / REDE / PMN;7.847;60,17 %
JATOBÁ;15;CONSUELO;PMDB/PMDB / PP / PMN / PR;2.776;51,74 %
JENIPAPO DOS VIEIRAS;14;MOISES VENTURA;PTB/PDT / PT / PTB / PR / PTC / PSD;4.645;50,89 %
JOÃO LISBOA;45;JAIRO MADEIRA;PSDB/PSB / PDT / PMDB / DEM / PR / PSD / PSDB / PT / PSDC / PEN / PV / PPS / PROS / REDE / PTB / PMN / PRP;9.033;57,08 %
JOSELÂNDIA;12;BINE;PDT/PRB / PDT / PMDB / PSB;4.769;50,41 %
JUNCO DO MARANHÃO;65;ANTONIO FILHO;PC do B/PC do B / PV / PDT / PTB / PT;2.292;55,78 %
LAGOA DO MATO;45;DR. ALEX;PSDB/PP / PMDB / PSC / PSDB / PROS;3.828;61,42 %
LAGOA GRANDE DO MARANHÃO;65;CHICO FREITAS;PC do B/PC do B / PT / SD / PSB / PMN / PSD / PSL / PRP;3.285;47,71 %
LAGO DA PEDRA;45;LAERCIO ARRUDA;PSDB/PP / PTB / PMDB / PSB / PSDB;13.251;50,61 %
LAGO DO JUNCO;13;OSMAR FONSECA;PT/PDT / PT / PR / PMN / PSB / PC do B / PROS;3.652;54,49 %
LAGO DOS RODRIGUES;11;EDIJACIR LEITE;PP/PP / PV / PSDB / PMDB / PT / PTB / PRB / SD / PSD / PR;3.866;58,54 %
LAGO VERDE;23;DR. FRANCISCO;PPS/PMDB / PHS / PPS;4.253;45,27 %
LAJEADO NOVO;10;RAIMUNDINHO BARROS;PRB/PRB / PC do B / PSDB / PSB / PSC / PMDB / PTC / DEM;2.671;50,84 %
LIMA CAMPOS;22;JAILSON;PR/PR / PSB / DEM / PT / PSD / PSDB / PDT / PMN / PV;5.396;72,05 %
LORETO;12;MARFRAN BRINGEL;PDT/PDT / SD / PTB / PMDB / PSL / DEM / PTC / PRTB / PSDB / PSD / PV;3.853;54,15 %
LUÍS DOMINGUES;45;GILBERTO BRAGA;PSDB/PSDB / PMDB / PV / PSD;2.613;54,37 %
MAGALHÃES DE ALMEIDA;15;TADEU;PMDB/PMDB / PP / DEM / PSC;4.895;50,41 %
MARACAÇUMÉ;10;CHICO VELHO;PRB/PRB / PTB / PT / PPS / PSDC / PMN / PSB / PMB / PV / PSDB / PPL / SD;5.815;55,07 %
MARAJÁ DO SENA;90;LINDOMAR ARAUJO;PROS/PROS / PSL / PV / PT do B / PTN;2.670;50,64 %
MARANHÃOZINHO;22;AURICÉLIO;PR/PR / PMN / PRP / PSD;4.994;84,96 %
MATA ROMA;27;BODE;PSDC/PSDC;6.545;53,39 %
MATINHA;65;LINIELDA DE ELDO;PC do B/PC do B / PMDB / PSD / PV / SD / PRB / PSB / PEN / PMB / PPS / PRP / PSDC / PTC / PR;9.458;66,37 %
MATÕES;40;FERDINANDO COUTINHO "GRANDÃO";PSB/PSB / PC do B / PR / PDT / PSDB;9.470;52,96 %
MATÕES DO NORTE;40;PADRE DOMINGOS;PSB/PTN / PRTB / PHS / PSB / PTC / PEN;2.832;53,60 %
MILAGRES DO MARANHÃO;10;LEONARDO;PRB/PMDB / PSD / PEN / PHS / PTB / PSDB / PRB;2.446;52,44 %
MIRADOR;65;RONI;PC do B/PC do B / PSDB / PSC / PTN / PV;4.826;41,89 %
MIRANDA DO NORTE;45;NEGÃO;PSDB/PSDB / PSC / PDT / PTB / PSD / PPL / PHS / PMN / PSL;7.606;59,81 %
MIRINZAL;40;JADILSON;PSB/PSB / PROS / PRB / PC do B / DEM / SD / PSDC / PTB / PSDB / PMN / PR;4.391;51,34 %
MONÇÃO;45;CLAUDIA SILVA;PSDB/PSDB / PROS / PRB / PT / PP / PT do B;7.307;49,24 %
MONTES ALTOS;12;AJURICABA;PDT/PDT / PR / PSB / DEM / PC do B / PRB / PMN / PROS / REDE / PPS / SD / PSDB;3.923;63,51 %
MORROS;15;SIDRACK;PMDB/PMDB / PRP / PTB / PMN / PSC / PSDB / PRTB / PROS / PTC;5.475;46,51 %
NINA RODRIGUES;12;RODRIGUES DA IARA;PDT/PDT / PT / PTB / PMDB / PRP / PSDB / PSD / PC do B;4.799;64,66 %
NOVA COLINAS;10;RENATO RIBEIRO;PRB/PRB / PDT / PMDB / DEM / PP / PC do B / PMN / PSB / PMB;1.908;51,76 %
NOVA IORQUE;17;MAYRA GUIMARÃES;PSL/PC do B / PDT / PROS / PMN / PHS / PSL;1.827;57,22 %
NOVA OLINDA DO MARANHÃO;43;IRACY WEBA;PV/PRB / PP / PT / PMDB / PSL / PR / PPS / PHS / PMN / PV / PEN;4.909;98,53 %
OLHO D'ÁGUA DAS CUNHÃS;12;RODRIGO OLIVEIRA;PDT/PDT / PSDB / PR / PMB / DEM / PHS / PRP / PP / PSL / PSB / PROS / PSD;7.038;62,18 %
OLINDA NOVA DO MARANHÃO;65;COSTINHA;PC do B/PC do B / PSL / DEM / PSC / PTB / PMDB / PR / PMN / PSB / PV / PEN;4.331;56,56 %
PAÇO DO LUMIAR;65;DOMINGOS DUTRA;PC do B/PC do B / SD / REDE / PTC / PEN;15.440;32,96 %
PALMEIRÂNDIA;11;JORGE GARCIA;PP/PR / PTC / PDT / PP / PMN / PSDB / DEM / PSB / PSDC;6.569;52,87 %
PARAIBANO;13;ZÉ HELIO;PT/PT / PC do B / PP / PT do B / PSD / PTN / PSDB / PHS / PSB / PRB / PEN;6.070;56,91 %
PARNARAMA;90;RAIMUNDO SILVEIRA;PROS/DEM / PT do B / PROS / PHS / PSD;8.723;44,57 %
PASSAGEM FRANCA;14;MARLON TORRES;PTB/PC do B / PDT / PMN / PSB / PSDB / PT / PTB;8.082;80,97 %
PASTOS BONS;77;IRIANE GONÇALO;SD/SD / PR / PTC / PDT / PP / PRB / PTB / PMDB / PTN / PSC / DEM / PRTB / PHS / PSB / PRP / PEN / PC do B / PROS;5.318;50,41 %
PAULINO NEVES;11;ROBERTO;PP/PP / PV / PT / PSD / SD / PHS / PSL;5.723;55,18 %
PAULO RAMOS;65;DEUSIMAR SERRA;PC do B/PRB / PDT / PT / PTB / PSL / PHS / PTC / PSDB / PC do B;6.150;54,27 %
PEDREIRAS;14;ANTONIO FRANÇA;PTB/PTB / PDT / PHS / PSD;7.594;34,82 %
PEDRO DO ROSÁRIO;22;RAIMUNDO ANTONIO;PR/PR / PC do B / PDT / PMN / PROS / PT / PRP / PMDB / PEN / PTN / SD / PSD;9.456;72,42 %
PENALVA;11;RONILDO CAMPOS;PP/PP / PRB / PTN / PSD;9.975;52,69 %
PERI MIRIM;15;DR. GERALDO AMORIM;PMDB/PMDB / PR / PSC / PSL / PRP / PROS / PTC / PSB / PP / PTB;4.869;53,75 %
PERITORÓ;19;PE. JOZIAS;PTN/PTN / PT / PTC / PSB / PROS / PHS / PC do B;5.138;43,85 %
PINDARÉ-MIRIM;65;HENRIQUE SALGADO;PC do B/PC do B / PR / PDT / PHS / PP / PSB / PTN / PPS / SD / PSL;10.059;53,00 %
PINHEIRO;11;LUCIANO;PP/PP / PSDB / PT do B / PHS / PTB / PRTB / PSDC;19.354;46,01 %
PIO XII;65;CARLOS DO BINE;PC do B/PC do B / PSB / PSD / PRP / DEM / PHS / PP / SD / PPS / PMN;8.817;58,67 %
PIRAPEMAS;10;DR. IOMAR;PRB/PRB / PDT / PT / PTB / PSL / PR / PSDC / PHS / PTC / PSB / PV / PEN / PRP / PSD / PMDB;5.318;52,12 %
POÇÃO DE PEDRAS;65;JUNIOR CASCARIA;PC do B/PC do B / PDT / PT / SD / PPS / PRB / PRTB / PRP / PROS / PR / PSD / PHS;6.413;56,00 %
PORTO FRANCO;55;DR. NELSON;PSD/PSD / PMDB / PP / PMN / PV / PSC;8.254;53,44 %
PORTO RICO DO MARANHÃO;65;DRA. TATYANA MENDES;PC do B/PT / PSDB / PC do B / SD;2.851;52,49 %
PRESIDENTE DUTRA;11;JURAN;PP/PP / PSD / DEM / PPL / PMDB / PRP / PSDB / PMB / PHS / PV / PSB / SD / PRB;13.040;55,00 %
PRESIDENTE JUSCELINO;11;MAGNO TEIXEIRA;PP/PP / PC do B / DEM / PTB / PR / PMB / PEN / PSDB / PRP / PRB;3.801;52,02 %
PRESIDENTE MÉDICI;55;IVONE DO ANTONIO DA PARAENSE;PSD/PDT / PT / PTB / PRTB / PSD / PR / PPS / SD;2.424;57,84 %
PRESIDENTE SARNEY;65;VALERIA CASTRO;PC do B/PC do B / PSB / PSDB;4.483;39,50 %
PRESIDENTE VARGAS;65;HERIALDO PELUCIO;PC do B/PC do B / PEN / PT / PRP / PR / PSDC;4.223;51,98 %
PRIMEIRA CRUZ;10;GEORGE;PRB/PRB / PSD / PMN / PR / PMDB / DEM / PHS / PTB;4.806;58,23 %
RAPOSA;65;TALITA LACI;PC do B/PC do B / PT / SD / PDT / PSDB;6.292;41,41 %
RIACHÃO;10;JOAB SANTOS;PRB/PRB / PSDB / PR / PEN / PPS / PSDC;5.554;48,16 %
RIBAMAR FIQUENE;65;EDILOMAR;PC do B/PC do B / PRB / PRTB / PSB / PP;1.822;35,52 %
ROSÁRIO;15;IRLAHI;PMDB/PMDB / PTB / PSD / PRTB / PHS / PEN / PROS / PMB;10.568;45,44 %
SAMBAÍBA;55;DR SANTANA;PSD/PT / PMDB / PPS / PMB / PSB / PSD;2.317;100,00 %
SANTA FILOMENA DO MARANHÃO;12;IDAN;PDT/PP / PDT / PMDB / PSL / PPS / PR / DEM / PSB / PSDB / PC do B / PRB;2.709;54,56 %
SANTA HELENA;14;ZEZILDO ALMEIDA;PTB/PTB / DEM / PMDB / PV / PROS / PSD / PR / PSL / PP / PMN;10.080;53,93 %
SANTA INÊS;45;DRA VIANEY BRINGEL;PSDB/PSDB / PHS / PMN / PP / PSC / PRTB / DEM / PSL / PRB / PEN / PMB / PPS / PC do B / PR / PPL;32.874;78,92 %
SANTA LUZIA;11;FRANÇA DO MACAQUINHO;PP/PP / PEN / PPS / PSDB / PT do B / SD / PSB;18.030;53,00 %
SANTA LUZIA DO PARUÁ;40;PLACIDO HOLANDA;PSB/PSB / PDT / PT / PSL / PPS / DEM / PSDC / PSDB;5.853;45,00 %
SANTANA DO MARANHÃO;65;FRANSQUIN TAVARES;PC do B/PC do B / PP / PRTB;3.315;52,54 %
SANTA QUITÉRIA DO MARANHÃO;12;ALBERTO ROCHA;PDT/PDT / PMDB / PTN / PSB / PSC / SD / PC do B / PRB;8.540;54,36 %
SANTA RITA;65;DR. HILTON;PC do B/PRB / PDT / PT / PTB / PMDB / PSL / PSC / PTN / PR / PHS / DEM / PMN / PTC / PSB / PSDB / PEN / PV / SD / PC do B;15.010;83,19 %
SANTO AMARO DO MARANHÃO;11;LUZIANE;PP/PP / PSDB / PSDC / PEN / PT / PTB / PRTB / PMDB / PSD / PV;4.499;53,95 %
SANTO ANTÔNIO DOS LOPES;45;BIGU DE OLIVEIRA;PSDB/PEN / PSDB / SD / PMN / DEM / PPS / PSB;5.578;51,10 %
SÃO BENEDITO DO RIO PRETO;65;MAURICIO FERNANDES;PC do B/PC do B / PT / DEM / PMDB / PSB / PSD / PDT / PSDB / PP / PTC / PR;5.259;45,77 %
SÃO BENTO;65;LUIZINHO BARROS;PC do B/PC do B / PR / SD / PT / PSB / PMB;8.436;39,77 %
SÃO BERNARDO;15;JOAO IGOR;PMDB/PMDB / PSL / REDE / PMN / PHS / PMB / PSDC;9.219;59,95 %
SÃO DOMINGOS DO AZEITÃO;15;NICÓ;PMDB/PMDB / PSDB / PP / PRTB / PSL / PRP / PPS;2.960;60,79 %
SÃO DOMINGOS DO MARANHÃO;15;ZÉ DA FOLHA;PMDB/PMDB / DEM / PSD / PSDB;10.686;51,06 %
SÃO FÉLIX DE BALSAS;65;MARCIO PONTES;PC do B/PC do B / PT / PT do B / PMDB / PSB / PRB / PROS;1.610;50,71 %
SÃO FRANCISCO DO BREJÃO;65;ADÃO CARNEIRO;PC do B/PT / PV / PC do B / PSD;2.045;35,48 %
SÃO FRANCISCO DO MARANHÃO;65;ADELBARTO;PC do B/PC do B / PSDB / PMN / DEM / PEN;4.270;61,17 %
SÃO JOÃO BATISTA;45;JOÃO DOMINICI;PSDB/PSDB / PTB / PT do B;6.972;45,13 %
SÃO JOÃO DO CARÚ;36;XIXICO;PTC/PTC / PPS / PMN / PT do B / PSC / PSB / PSDC / PDT / PR / PC do B / PRB / PSL / PV;3.993;52,51 %
SÃO JOÃO DO PARAÍSO;65;BETO REGIS;PC do B/PC do B / PPS / PHS / SD / PROS / PSD / DEM;4.435;63,97 %
SÃO JOÃO DO SOTER;55;JOSA;PSD/PSD / PV / PSC / PT / PSL / PROS / PHS / PTN / PRB / PSDB / PRP / PEN / PMDB / PMN;4.842;49,04 %
SÃO JOÃO DOS PATOS;12;GILVANA DO ZE MARIO;PDT/PDT / PSD / PROS / PV / PP / PRTB / PSDC / PR / PRP / SD / PT;8.679;58,35 %
SÃO JOSÉ DE RIBAMAR;45;LUIS FERNANDO;PSDB/PSDB / PTB / PRTB / PV / DEM / PSDC / PHS / PSD / PTC / PSC / PRB / PSL / PMB / PMN / PROS / SD / PC do B / PSB / PPS / PEN;66.918;100,00 %
SÃO JOSÉ DOS BASÍLIOS;12;FARINHA PAE;PDT/PDT / PRTB / SD / PSDC / PTB / PSB;2.892;55,54 %
SÃO LUÍS;12;* EDIVALDO HOLANDA JÚNIOR;PDT/PDT / PTB / PRB / PSC / PR / DEM / PROS / PC do B / PTC / PSL / PEN / PT;239.737;45,66 %
SÃO LUÍS;33;* EDUARDO BRAIDE;PMN/PMN;112.041;21,34 %
SÃO LUÍS GONZAGA DO MARANHÃO;12;DR JUNIOR;PDT/PDT / PC do B / PP / PR / PHS / REDE / PRTB / PPS / PV;7.130;53,09 %
SÃO MATEUS DO MARANHÃO;40;MILTINHO ARAGÃO;PSB/PPS / PHS / PSB / PSDB / PPL / PSD / PC do B / PSL;10.691;49,85 %
SÃO PEDRO DA ÁGUA BRANCA;40;PELEZINHO;PSB/PSB / PRB / PT / PMDB / PR / PHS / PMN / PRP;3.674;51,84 %
SÃO PEDRO DOS CRENTES;45;DR.LAHESIO;PSDB/PSDB / PSD / PT / PSB / PC do B;1.856;55,37 %
